ID_registro;FID;Shape;Prob_DAR;Cordillera;Cuenca;Zona UTM;Departamen;Provincia;Distrito;UNIDAD_geo;TIPO_UNIDA;LITOLOGIA_;Este_m;Norte_m
34640;267;Point;0.757691;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;DepÃ³sito glaciar, fluvial;Sedimento;Gravas, arenas, limos;242815.69;8967240.61
34641;268;Point;0.767397;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Sin denominaciÃ³n;Sin denominaciÃ³n; ;237379.17;8966968.92
34642;269;Point;0.820075;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;245434.42;8966865.27
34643;270;Point;0.811547;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;245306.36;8966727.75
34644;271;Point;0.798595;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;250228.35;8966724.93
34645;272;Point;0.80305;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;245517.49;8966392.67
34646;273;Point;0.771247;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Coluvial;Sedimento;Bloques, gravas, arenas;246207.88;8966093.37
34647;274;Point;0.786914;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Coluvial;Sedimento;Bloques, gravas, arenas;246403.01;8965945.56
34648;275;Point;0.77883;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;239596.41;8965796.56
34649;276;Point;0.78329;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Sin denominaciÃ³n;Sin denominaciÃ³n; ;239185.37;8965342.62
34650;277;Point;0.764036;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;242659.24;8965278.07
34651;278;Point;0.77225;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;248013.56;8965085.88
34652;279;Point;0.770066;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;248849.83;8965106.36
34653;280;Point;0.783032;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;240637.08;8965029.32
34654;281;Point;0.765354;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249127.18;8965075.36
34655;282;Point;0.755368;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;248403.09;8965035.86
34656;283;Point;0.776844;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;240717.1;8964874.12
34657;284;Point;0.75717;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249642.45;8964814.3
34658;285;Point;0.784638;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;240919.81;8964518.05
34659;286;Point;0.760395;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;250022.72;8964425.14
34660;287;Point;0.769082;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241938.51;8961591.9
34661;288;Point;0.783898;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242485.64;8961165.61
34662;289;Point;0.777439;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242223.49;8960937.59
34663;290;Point;0.775046;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;TARICA;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;234567.06;8960965.51
34664;291;Point;0.802739;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242923.61;8960377.38
34665;292;Point;0.773988;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242661.72;8960269.69
34666;293;Point;0.757511;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;251312.29;8960134.6
34667;294;Point;0.774966;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;DepÃ³sito Glaciar;Sedimento;Cantos, bloques, gravas;235741.75;8960011
34668;295;Point;0.815781;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;239371.64;8959687.84
34669;296;Point;0.794604;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242545.09;8959699.25
34670;297;Point;0.770271;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245011.58;8959632.84
34671;298;Point;0.776087;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242763.69;8959412.21
34672;299;Point;0.78719;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242963.17;8959515.1
34673;300;Point;0.780948;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241974.13;8959467.8
34674;301;Point;0.771555;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;DepÃ³sito Coluvial;Sedimento;Bloques, gravas, arenas;240415.39;8959338.7
34675;302;Point;0.780629;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242009.75;8959308
34676;303;Point;0.821768;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241796;8959201.58
34677;304;Point;0.766922;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243414.5;8959178.69
34678;305;Point;0.752244;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241077.83;8959177.49
34679;306;Point;0.779234;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243686.88;8958331.17
34680;307;Point;0.778391;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243854.1;8957603.68
34681;308;Point;0.757634;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245636.59;8957415.4
34682;309;Point;0.775239;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;244235.5;8957315.86
34683;310;Point;0.779839;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245684.71;8957228.52
34684;311;Point;0.773958;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;244224.17;8956924.32
34685;312;Point;0.779672;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;252893.5;8956760.39
34686;313;Point;0.758179;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246682.09;8956528.55
34687;314;Point;0.774396;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246345.2;8956514.61
34688;315;Point;0.772874;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246840.31;8956482.38
34689;316;Point;0.777888;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245135.29;8956335.25
34690;317;Point;0.767061;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246747.53;8956332.67
34691;318;Point;0.758742;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245463.48;8955984.56
34692;319;Point;0.761251;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Andesita;VolcÃ¡nica;Andesita;229043.4;8955641.76
34693;320;Point;0.761595;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;244176.2;8955734.83
34694;321;Point;0.816218;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245147.75;8955722.37
34695;322;Point;0.798557;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245803.46;8955567.68
34696;323;Point;0.851545;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245063.83;8955539.99
34697;324;Point;0.755434;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245913.01;8955419.31
34698;325;Point;0.792092;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Andesita;VolcÃ¡nica;Andesita;228676.75;8955263.06
34699;326;Point;0.788731;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245096.45;8955273.07
34700;327;Point;0.767799;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;Andesita;VolcÃ¡nica;Andesita;228671.57;8954978.25
34701;328;Point;0.849335;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;245124.12;8954946.48
34702;329;Point;0.81681;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;243590.56;8954831.18
34703;330;Point;0.752939;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;242720.34;8954904.32
34704;331;Point;0.803672;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;243000.7;8954796.44
34705;332;Point;0.780887;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246480.26;8954213.71
34706;333;Point;0.762124;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;246243.48;8954202.2
34707;334;Point;0.776038;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;239941.34;8953913.47
34708;335;Point;0.757596;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;239745.79;8953764.28
34709;336;Point;0.810646;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;239888.42;8953629.65
34710;337;Point;0.803608;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242973.4;8953595.16
34711;338;Point;0.783864;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243337.67;8953066.56
34712;339;Point;0.767038;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;244102.61;8952874.62
34713;340;Point;0.766057;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;244689.05;8952972.56
34714;341;Point;0.762178;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243380.5;8952861.09
34715;342;Point;0.763404;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242112.68;8952807.82
34716;343;Point;0.778852;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243825.58;8952716.78
34717;344;Point;0.761878;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;245184.71;8952763.81
34718;345;Point;0.767035;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243331.89;8952633.73
34719;346;Point;0.772688;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241293.77;8952575.02
34720;347;Point;0.776048;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241639.55;8952538.73
34721;348;Point;0.767507;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242915.44;8952553.13
34722;349;Point;0.785541;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;241902.06;8952366.9
34723;350;Point;0.772076;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243753.57;8952416.28
34724;351;Point;0.772408;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242915.22;8952341.07
34725;352;Point;0.785452;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;INDEPENDENCIA;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;238347.71;8952064.87
34726;353;Point;0.767627;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242611.74;8951830.09
34727;354;Point;0.760701;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;237865.66;8951601
34728;355;Point;0.778249;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242836.49;8951575.15
34729;356;Point;0.754985;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242787.98;8951450.57
34730;357;Point;0.761691;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243593.62;8951252.22
34731;358;Point;0.777513;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;237340.42;8951060.6
34732;359;Point;0.76311;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;242735.85;8951132.14
34733;360;Point;0.793021;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito Glaciar;Sedimento;Cantos, bloques, gravas;241573.64;8949968.24
34734;361;Point;0.760609;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;243068.42;8949374.97
34735;362;Point;0.776868;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;251823.01;8949104.99
34736;363;Point;0.772983;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;242998.77;8948971.93
34737;364;Point;0.757991;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;242416.52;8948734.4
34738;365;Point;0.796623;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUANTAR;Grupo Goyllarisquizga - FormaciÃ³n ChimÃº;Sedimentaria;Arenisca cuarzosa, limolita, carbÃ³n;257125.44;8948533.62
34739;366;Point;0.755507;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;FormaciÃ³n OyÃ³n;Sedimentaria;Limolita, arenisca, carbÃ³n;252730.02;8947709.42
34740;367;Point;0.831363;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;FormaciÃ³n OyÃ³n;Sedimentaria;Limolita, arenisca, carbÃ³n;252882.35;8947549.72
34741;368;Point;0.768406;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Sin denominaciÃ³n;Sin denominaciÃ³n; ;240992.98;8947414.28
34742;369;Point;0.785426;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;241081.94;8946619
34743;370;Point;0.760034;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;236592.96;8946070.25
34744;371;Point;0.810514;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244084.8;8945713.92
34745;372;Point;0.778784;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Sin denominaciÃ³n;Sin denominaciÃ³n; ;244954.76;8945596.89
34746;373;Point;0.778532;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;DepÃ³sito aluvial;Sedimento;Limo, arena, bloques;241370.08;8945584.05
34747;374;Point;0.764133;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244231.36;8945636.38
34748;375;Point;0.758644;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Sin denominaciÃ³n;Sin denominaciÃ³n; ;247573.71;8945578.24
34749;376;Point;0.761421;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;253432.63;8945366.6
34750;377;Point;0.773297;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244015.18;8945031.89
34751;378;Point;0.785162;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Sin denominaciÃ³n;Sin denominaciÃ³n; ;247482.72;8945060.05
34752;379;Point;0.774637;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Sin denominaciÃ³n;Sin denominaciÃ³n; ;244628.22;8944993.5
34753;380;Point;0.78589;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;HUARAZ;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244295.99;8945123.91
34754;381;Point;0.797101;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;249201.56;8944834.73
34755;382;Point;0.773847;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Sin denominaciÃ³n;Sin denominaciÃ³n; ;247316.35;8944713.41
34756;383;Point;0.75992;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Sin denominaciÃ³n;Sin denominaciÃ³n; ;247152.75;8944586.42
34757;384;Point;0.765502;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;247808.22;8944439.69
34758;385;Point;0.769431;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;FormaciÃ³n OyÃ³n;Sedimentaria;Limolita, arenisca, carbÃ³n;249466.27;8944368.18
34759;386;Point;0.7797;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Sin denominaciÃ³n;Sin denominaciÃ³n; ;247109.13;8944224.08
34760;387;Point;0.761373;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;FormaciÃ³n OyÃ³n;Sedimentaria;Limolita, arenisca, carbÃ³n;249655.17;8944150.05
34761;388;Point;0.760799;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244975.95;8944151.88
34762;389;Point;0.760475;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244120.06;8944143.62
34763;390;Point;0.784592;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245259.42;8944083.04
34764;391;Point;0.786554;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;250120.73;8943901.99
34765;392;Point;0.779031;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;245320.92;8943838.6
34766;393;Point;0.778742;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;247023.45;8943755.57
34767;394;Point;0.792914;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;244969.81;8943648.75
34768;395;Point;0.816686;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;247382.65;8943683.42
34769;396;Point;0.774607;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245629.25;8943655.54
34770;397;Point;0.781429;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;250592.11;8943706.33
34771;398;Point;0.763954;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;247593.71;8943396.57
34772;399;Point;0.751191;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;247286.99;8943444.22
34773;400;Point;0.773401;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;245500.55;8943128.54
34774;401;Point;0.758775;Blanca;Cuenca Santa;18;ANCASH;HUARAZ;OLLEROS;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;245363.99;8943056.94
34775;402;Point;0.780701;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;251219.72;8942929.25
34776;403;Point;0.758314;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CHAVIN DE HUANTAR;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutita, limolita;247626.67;8942810.33
