ID_registro,Titular,Proyecto,Tipo de uso,Volumen acreditado (m³/año),Fuente de agua,Resolución,Fecha de resolución,Autoridad Administrativa del Agua,Administración Local de Agua,Unidad hidrográfica,Provincia,Distrito
41269,MUNICIPALIDAD DISTRITAL DE HUACLLÁN,"MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL DE RIEGO EN LOS SECTORES CANTU, LUYAC ALLPA Y CRUZ HIRCA DISTRITO DE HUACLLAN DE LA PROVINCIA DE AIJA DEL DEPARTAMENTO DE ANCASH ""CUI 2651287""",Agrícola,1 494 490.00,Quebrada Ulltec,RA 062-2024 ANA-AAA.HCH-ALA.CHUARMEY,09/08/2024,Huarmey Chicama,Casma Huarmey,Cuenca Huarmey,Aija,Huacllan
41270,MUNICIPALIDAD DISTRITAL DE QUILLO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL ANEXO MARCOPAMPA DEL DISTRITO DE QUILLO DE LA PROVINCIA DE YUNGAY DEL DEPARTAMENTO DE ANCASH,Poblacional,3 793.00,Manantial Cachi puquio,RA 063-2024 ANA-AAA.HCH-ALA.CHUARMEY,09/08/2024,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Yungay,Quillo
41271,MUNICIPALIDAD DISTRITAL DE QUILLO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL ANEXO MARCOPAMPA DEL DISTRITO DE QUILLO DE LA PROVINCIA DE YUNGAY DEL DEPARTAMENTO DE ANCASH,Poblacional,5 368.00,Manantial Escalon puquio,RA 063-2024 ANA-AAA.HCH-ALA.CHUARMEY,09/08/2024,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Yungay,Quillo
41272,MUNICIPALIDAD DISTRITAL DE QUILLO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL AÑEXO DE PAÑOPAMPA DEL CASERIO DEL DE CANCHIRAO DISTRITO DE QUILLO DE LA PROVINCIA DE YUNG,Poblacional,6 622.53,Manantial LUCMA YACU,RA 0101-2026 ANA-AAA.HCH-ALA.CHUARMEY,07/05/2026,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Yungay,Quillo
41273,MUNICIPALIDAD DISTRITAL DE QUILLO,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL AÑEXO DE PAÑOPAMPA DEL CASERIO DEL DE CANCHIRAO DISTRITO DE QUILLO DE LA PROVINCIA DE YUNG,Poblacional,5 991.87,Manantial LAURIL PAMPA,RA 0101-2026 ANA-AAA.HCH-ALA.CHUARMEY,07/05/2026,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Yungay,Quillo
41274,MUNICIPALIDAD DISTRITAL DE YAUTAN,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL PUEBLO JOVEN SHUPTAC DISTRITO DE YAUTAN DE LA PROVINCIA DE CASMA DEL DEPARTAMENTO DE ANCASH,Poblacional,7 568.67,Manantial El Zorro,RA 0015-2025 -ANA-AAA.HCH-ALA.CHUARMEY,04/02/2026,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Casma,Yautan
41275,MUNICIPALIDAD DISTRITAL DE PARIACOTO,"""MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN EL CASERIO DE TANIN DISTRITO DE PARIACOTO DE LA PROVINCIA DE HUARAZ DEL DEPARTAMENTO DE ANCASH"".",Poblacional,9 460.80,Manantial Pachucuta,RA 0031-2025 -ANA-AAA.HCH-ALA.CHUARMEY,05/03/2025,Huarmey Chicama,Casma Huarmey,Cuenca Casma,Huaraz,Pariacoto
41276,MUNICIPALIDAD DISTRITAL DE ACO,MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN LOS SECTORES DE CONTADERA Y YANAURAN EN EL CASERIO DE SAN ISIDRO DISTRITO DE ACO DE LA PROVINCIA DE CORONGO DEL DEPARTAMENTO DE ANCASH,Agrícola,73 610.00,Manantial Paccha Grande,RA 392-2025 ANA-AAA.HCH-ALA.HZ,08/09/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Corongo,Aco
41277,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO - JASS PORTUGAL,"Mejoramiento y Ampliación del Servicio de Agua Potable y Disposición Sanitaria de Excretas en el Barrio de Union Bellavista, caserío de Tambo, San Lorenzo y el Barrio Portugal, Distrito de Santo Toribio de la Provincia de Huaylas del Departamento de A",Poblacional,2 464.23,Manantial URPEPUQUIO,RA 0060-2024  ANA-AAA.HCH-ALA.HZ,10/08/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Santo Toribio
41278,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO - JASS PORTUGAL,"Mejoramiento y Ampliación del Servicio de Agua Potable y Disposición Sanitaria de Excretas en el Barrio de Union Bellavista, caserío de Tambo, San Lorenzo y el Barrio Portugal, Distrito de Santo Toribio de la Provincia de Huaylas del Departamento de A",Poblacional,2 754.36,Manantial AMPIT,RA 0060-2024  ANA-AAA.HCH-ALA.HZ,10/08/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Santo Toribio
41279,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO - JASS PORTUGAL,"Mejoramiento y Ampliación del Servicio de Agua Potable y Disposición Sanitaria de Excretas en el Barrio de Union Bellavista, caserío de Tambo, San Lorenzo y el Barrio Portugal, Distrito de Santo Toribio de la Provincia de Huaylas del Departamento de A",Poblacional,5 882.06,Manantial PUMACOCHA,RA 0060-2024  ANA-AAA.HCH-ALA.HZ,10/08/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Santo Toribio
41280,JUNTA ADMINISTRADORA DE SERVICIO Y SANEAMIENTO - JASS BELLAVISTA,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL BARRIO DE UNION BELLAVISTA, CASERÍO DE TAMBO, SAN LORENZO Y EL BARRIO PORTUGAL DISTRITO DE SANTO TORIBIO DE LA PROVINCIA DE HUAYLAS DEL DEPARTAMENTO DE AN",Poblacional,2 415.00,Manantial Quitacocha,RA 0059-2024 ANA-AAA.HCH-ALA.HZ,10/08/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Santo Toribio
41281,JUNTA ADMINISTRADORA DE SERVICIO Y SANEAMIENTO - JASS BELLAVISTA,"MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y DISPOSICIÓN SANITARIA DE EXCRETAS EN EL BARRIO DE UNION BELLAVISTA, CASERÍO DE TAMBO, SAN LORENZO Y EL BARRIO PORTUGAL DISTRITO DE SANTO TORIBIO DE LA PROVINCIA DE HUAYLAS DEL DEPARTAMENTO DE AN",Poblacional,13 305.79,Manantial ALISO,RA 0059-2024 ANA-AAA.HCH-ALA.HZ,10/08/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Santo Toribio
41282,MUNICIPALIDAD DISTRITAL DE YURACMARCA,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE PACHMA DEL DISTRITO DE YURACMARCA DE LA PROVINCIA DE HUAYLAS D,Poblacional,23 810.81,Manantial Ogjopampa 1,RA 0144-2025 ANA-AAA.HCH-ALA.HZ,07/03/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Yuracmarca
41283,MUNICIPALIDAD DISTRITAL DE YURACMARCA,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE PACHMA DEL DISTRITO DE YURACMARCA DE LA PROVINCIA DE HUAYLAS D,Poblacional,19 255.14,Manantial Ogjopampa 2,RA 0144-2025 ANA-AAA.HCH-ALA.HZ,07/03/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Yuracmarca
41284,MUNICIPALIDAD DISTRITAL DE YURACMARCA,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE PACHMA DEL DISTRITO DE YURACMARCA DE LA PROVINCIA DE HUAYLAS D,Poblacional,17 798.48,Manantial Ogjopampa 3,RA 0144-2025 ANA-AAA.HCH-ALA.HZ,07/03/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Yuracmarca
41285,MUNICIPALIDAD DISTRITAL DE CATAC,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL CASERIO JATUN WISHCA EN EL DISTRITO DE CATAC DE LA PROVINCIA DE RECUAY DEL DEPARTAMENTO DE ANCASH,Poblacional,,Manantial PACHAC 01,RA 0021-2024 ANA-AAA-HCH-ALA-HUARAZ,10/04/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Recuay,Catac
41286,MUNICIPALIDAD DISTRITAL DE CATAC,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL CASERIO JATUN WISHCA EN EL DISTRITO DE CATAC DE LA PROVINCIA DE RECUAY DEL DEPARTAMENTO DE ANCASH,Poblacional,,Manantial PACHAC 02,RA 0021-2024 ANA-AAA-HCH-ALA-HUARAZ,10/04/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Recuay,Catac
41287,MUNICIPALIDAD DISTRITAL DE CATAC,CREACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL CASERIO JATUN WISHCA EN EL DISTRITO DE CATAC DE LA PROVINCIA DE RECUAY DEL DEPARTAMENTO DE ANCASH,Poblacional,,Manantial PACHAC 03,RA 0021-2024 ANA-AAA-HCH-ALA-HUARAZ,10/04/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Recuay,Catac
41288,COMITE DE RIEGO TECNIFICADO OCSHARUTUNA,MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CASERIO DE OCSHARUTUNA MEDIANTE ELE SITEMA DE RIEGO TECNIFICADO DE CENTRO POBLADO SANTA CASA DISTRITO DE INDEPENDENCIA DE LA PROVINCIA DE HUARAZ DEL DEPARTAMENTO DE ANCASH,Agrícola,5 301.50,Manantial OCSHARUTUNA III,RA 0020-2024 ANA-AAA-HCH-ALA-HUARAZ,10/04/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41289,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS PARIACACA),"“MEJORAMIENTO y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE PARIACACA DEL DISTRITO DE CARHUAZ DE LA
PROVINCIA DE CARHUAZ",Poblacional,19 829.66,Manantial UCHUYACUTA1,RA  0048-202 ANA-AAA.HCH-ALA.HZ,10/07/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Carhuaz
41290,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS PARIACACA),"“MEJORAMIENTO y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE PARIACACA DEL DISTRITO DE CARHUAZ DE LA
PROVINCIA DE CARHUAZ",Poblacional,26 067.15,Manantial UCHUYACUTA 2,RA  0048-202 ANA-AAA.HCH-ALA.HZ,10/07/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Carhuaz
41291,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERIO DE URPAY ALTO,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SISTEMA DE SANEAMIENTO BASICO DEL SECTOR CARAHUAIN DEL CENTRO POBLADO ATIPAYAN DISTRITO DE INDEPENDENCIA,Poblacional,1 518.74,Manantial Carahuain 01,RA 477-2025 ANA-AAA.HCH-ALA.HZ,10/11/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41292,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERIO DE URPAY ALTO,MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL SISTEMA DE SANEAMIENTO BASICO DEL SECTOR CARAHUAIN DEL CENTRO POBLADO ATIPAYAN DISTRITO DE INDEPENDENCIA,Poblacional,569.53,Manantial Carahuain 02,RA 477-2025 ANA-AAA.HCH-ALA.HZ,10/11/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41293,COMITE JASS CASERIO DE MULLACA,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL PARA EL CASERIO DE MULLACA CENTRO POBLADO BUENOS AIRES DISTRITO
DE TARICA DEPARTAMENTO DE ANCASH",Poblacional,9 236.24,Manantial Uyok Rara,RA 564-2025 ANA-AAA.HCH-ALA.HZ,11/12/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Tarica
41294,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO DEL CASERIO DE OCSHARUTUNA,"MEJORAMIENTO DEL SERVICIO DEL SISTEMA DE AGUA POTABLE RURAL Y CREACIÓN DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE OCSHAROTUNA DEL CENTRO POBLADO DE SANTA CASA, DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ",Poblacional,5 834.13,Manantial Jatun Mio Alto,RA 563-2025 ANA-AAA.HCH-ALA.HZ,11/12/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41295,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO DEL CASERIO DE OCSHARUTUNA,"MEJORAMIENTO DEL SERVICIO DEL SISTEMA DE AGUA POTABLE RURAL Y CREACIÓN DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE OCSHAROTUNA DEL CENTRO POBLADO DE SANTA CASA, DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ",Poblacional,1 103.73,Manantial Jatun Mio Bajo,RA 563-2025 ANA-AAA.HCH-ALA.HZ,11/12/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41296,MUNICIPALIDAD DISTRITAL DE MARCARA,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL EN LOS BARRIOS DE QUINREYCANCHA, LA FLORIDA Y LA LOCALIDAD DE MARCARA DISTRITO DE MARCARA DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH",Poblacional,134 343.33,Quebrada CONDORMARCA,RA 067-2026 ANA-AAA.HCH-ALA.HZ,02/02/2026,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Marcara
41297,MUNICIPALIDAD PROVINCIAL DE YUNGAY,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL SISTEMA DE SANEAMIENTO DE LOS CASERIOS DE UTCUSH Y TULLPA DEL DISTRITO DE YUNGAY DE LA PROVIN,Poblacional,8 514.00,Manantial UTCUSH 2,RA 0123-2024 ANA-AAA.HCH-ALA.HZ,12/11/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Yungay
41298,JUNTA ADMINISTRADORA DE SERVICIO DE SANEAMIENTO DEL CASERIO DE JINUA,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN LA LOCALIDAD DE JINUA Y EL BARRIO DE CHEQUIO DISTRITO DE INDEPENDENCIA - PROVINCIA DE HUARAZ - DEPARTAMENTO DE ANCA,Poblacional,17 180.60,Manantial Quishuar Cuta,RA 0172-2024 ANA-AAA.HCH-ALA.HZ,10/12/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Independencia
41299,JASS CONIPA CHICO,CREACION DEL SERVICIO DE AGUA POTABLE Y DEL SERVICIO DE ALCANTARILLADO SANITARIO EN EL CENTRO POBLADO  DE CONOPA CHICO -DISTRITO DE PUEBLO LIBRE-PROVINCIA DE HUAYLAS -REGION ANCASH,Poblacional,4 182.00,Quebrada PUCA TORRE,RA 0172-2024 ANA-AAA.HCH-ALA.HZ,10/12/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaylas,Pueblo Libre
41300,MUNICIPALIDAD DISTRITAL DE ACOPAMPA,MEJORAMIENTO DEL SERVICIO DE PROVICION DE AGUA PARA RIEGO EN CANAL MONTAÑAS DE CENTRO POBLADO DE NUNOCOTO  DISTRITO DE ACOPAMPA DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH,Agrícola,4 470 920.00,Río CHUCCHUN,RA 0170-2024 ANA-AAA.HCH-ALA.HZ,10/12/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Acopampa
41301,MUNICIPALIDAD DISTRITAL DE ACOPAMPA,MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN EL SECTOR CHAKACUCHO-TARAPAMPA DE CENTRO POBLADO OBRAJE  DISTRITO DE ACOPAMPA DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH,Agrícola,243 146.00,Río CHUCCHUN,RA 186-2024 ANA-AAA.HCH-ALA.HZ,12/12/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Acopampa
41302,ALLENDE ELIAS GOMEZ RAMIREZ,"Mejoramiento del Servicio de Provisión de Agua para Riego en Sistema de Riego en el Sector Oncoycancha Pinahuasi de centro Poblado Macashca distrito de Huaraz, de la provincia de Huaraz, del departamento de Ancash",Agrícola,,Río Pariac,RA 201-2025 ANA-AAA.HCH-ALA.HZ,06/05/2025,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Huaraz
41303,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS PARIACACA),"“MEJORAMIENTO y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE PARIACACA DEL DISTRITO DE CARHUAZ DE LA
PROVINCIA DE CARHUAZ",Poblacional,9 309.72,Manantial UCHUYACUTA 3,RA  0048-202 ANA-AAA.HCH-ALA.HZ,10/07/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Carhuaz
41304,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERIO DE ACLLA,"CONSTRUCCIÓN DE CAPTACION DE AGUA, LINEA DE CONDUCCIÓN Y RESEVORIO, EN EL (LA) SISTEMA DE AGUA POTABLE RURAL, EN EL CASERIO DE ACLLA , C.P DE MONTERREY, DISTRITO DE INDEPENDENCIA, PROVINCIA DE HUARAZ, DEPARTAMENTO DE ANCASH.",Poblacional,26 633.00,Manantial Ishque Huanca Pachan,RA 047-2024 ANA-AAA.HCH-ALA.HZ,10/07/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Huaraz
41305,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS PARIACACA),"“MEJORAMIENTO y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN EL CASERÍO DE PARIACACA DEL DISTRITO DE CARHUAZ DE LA
PROVINCIA DE CARHUAZ",Poblacional,5 027.24,Manantial SHONQUILPAMPA 1,RA  0048-202 ANA-AAA.HCH-ALA.HZ,10/07/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Carhuaz,Carhuaz
41306,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO JASS DEL CENTRO POBLADO DE HUAMARIN ALTO,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y UNIDAD BASICA DE SANEAMIENTO (UBS) EN EL SECTOR DE HUAMARIN ALTO, DEL CENTRO POBLADO DE HUAMARIN, DISTRITO DE HUARAZ - PROVINCIA HUARAZ - DEPARTAMENTO DE ANCASH.",Poblacional,3 971.00,Manantial PUYHUAN,RA 0075-2024 ANA-AAA.HCH-ALA.HZ,10/09/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Huaraz
41307,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO JASS DEL CENTRO POBLADO DE HUAMARIN ALTO,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y UNIDAD BASICA DE SANEAMIENTO (UBS) EN EL SECTOR DE HUAMARIN ALTO, DEL CENTRO POBLADO DE HUAMARIN, DISTRITO DE HUARAZ - PROVINCIA HUARAZ - DEPARTAMENTO DE ANCASH.",Poblacional,1 587.00,Manantial Puyhuan Quita Ruri,RA 0075-2024 ANA-AAA.HCH-ALA.HZ,10/09/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Huaraz,Huaraz
41308,MUNICIPALIDAD PROVINCIAL DE YUNGAY,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE RURAL Y CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICION SANITARIA DE EXCRETAS EN EL SISTEMA DE SANEAMIENTO DE LOS CASERIOS DE UTCUSH Y TULLPA DEL DISTRITO DE YUNGAY DE LA PROVIN,Poblacional,25 232.00,Manantial UTCUSH 1,RA 0123-2024 ANA-AAA.HCH-ALA.HZ,12/11/2024,Huarmey Chicama,Huaraz,Cuenca Santa,Yungay,Yungay
41309,EUSEBIO PABLO YPARRAGUIRRE MURILLO,"Creación del Sistema de Riego Hatun Huaylla - Poblazon - Cushpata, San Miguel, Distrito de Chingalpo - Sihuas - Ancash",Agrícola,110 882.30,Manantial Aguasarca,RD 0495-2023 ANA-AAA.M,10/07/2025,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Chingalpo
41310,DEYVIS FAUSTO SILVESTRE VELÁSQUEZ,"Creación del Sistema
de Riego de la población de Cilindre Distrito de San Juan - Provincia de Sihuas - Departamento
de Ancash",Agrícola,41 415.84,Quebrada Corazón (Cachca),RD 0032-2024 ANA-AAA.M,10/01/2024,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41311,PERCY ROBER LLANOS AYALA,"Mejoramiento y Ampliación del Servicio de Agua Potable Rural y Creación del
Servicio de Alcantarillado u otras Formas de Disposición Sanitaria de Excretas en el Caserío
de Ranca, distrito de Fidel Olivas Escudero de la provincia de Mariscal Luzuriaga",Poblacional,7 064.06,Manantial Ututu,RD 0256-2024 ANA-AAA.M,12/03/2024,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41312,PERCY ROBERT LLANOS AYALA,"MEJORAMIENTO Y
AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE UBS EN EL
CASERÍO DE TURUNA Y LOS SECTORES DE COMAS, RANRA JIRKA Y UCHIZA EN EL
CENTRO POBLADO DE PARCO DISTRITO DE FIDEL OLIVAS ESCUDERO - PROVINCIA
DE MARISCAL LUZURIAGA – DEP",Poblacional,7 884.00,Manantial Llulla Yacu,RD 0503-2024 ANA-AAA.M,09/05/2024,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41313,PERCY ROBERT LLANOS AYALA,"MEJORAMIENTO Y
AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE E INSTALACIÓN DE UBS EN EL
CASERÍO DE TURUNA Y LOS SECTORES DE COMAS, RANRA JIRKA Y UCHIZA EN EL
CENTRO POBLADO DE PARCO DISTRITO DE FIDEL OLIVAS ESCUDERO - PROVINCIA
DE MARISCAL LUZURIAGA – DEP",Poblacional,23 021.28,Manantial Huaganco,RD 0503-2024 ANA-AAA.M,09/05/2024,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41314,ALEJANDRO CRESPÍN IZAGUIRRE CARRILLO,"Creación del Servicio de provisión de Agua para Riego en el caserío de Maraybamba, del distrito de Sihuas, provincia de Sihuas del departamento de Ancash",Agrícola,,Río Ullucutay,RD 0021-2025 ANA-AAA.M,06/01/2025,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41315,FABIAN PAREDES BERNABÉ (PRESIDENTE DE COMITÉ DE BARRIO INTEROCEÁNICO – SIHUAS),"Creación del Servicio de agua potable y saneamiento del Barrio Interoceánico, Distrito y Provincia de Sihuas, Departamento de Ancash",Poblacional,,Manantial Achpe,RD 0026-2025 ANA-AAA.M,06/01/2025,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Cashapampa
41316,MUNICIPALIDAD DISTRITAL DE RAGASH,"Creación del servicio de provisión de agua para riego en el centro poblado Manta, distrito Ragash de la provincia de Sihuas del departamento de Ancash",Agrícola,,Río Relave,RD 0140-2025 ANA-AAA.M,04/02/2025,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
