ID_registro;0;CODIGO DE ADMINISTRADO (1);RUC;TITULAR;TIPO DE TITULAR ;"CODIGO DE UNIDAD FISCALIZABLE 
(1)";NOMBRE INFRAESTRUCTURA;TIPO DE INFRAESTRUCTURA (2);AMBITO GESTIÓN;VALORIZACIÓN;TRANSFERENCIA;TRATAMIENTO;DISPOSICIÓN FINAL;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCIÓN;UBIGEO;ZONA;COORDENADA ESTE;COORDENADA NORTE;IGA-1;IGA-2;IGA-3;IGA-4;IGA-5;IGA-6;IGA-7;REGISTRO_AUTORITATIVO;ETAPA;FUENTE_ETAPA;FECHA_AS;OBSERVACIÓN;BENEFICIARIOS;GM_NP;GM_P;GNM_NP;GNM_P;ZONA.1;Año;Documento
39963;160;ADM16825;20539219490.0;UNIDAD EJECUTORA PROAMAZONAS;Municipalidad;UF0013011;RELLENO SANITARIO SAN CARLOS - RRSS 3 VALLE DE LAS CATARATAS;Infraestructura de disposición final / Relleno sanitario;Municipal;NO;NO;NO;SI;Amazonas;Bongará;San Carlos;San Carlos;10309;18.0;174111;9338664.0;R.A. Nº 160-2016-MPB;R.G. N° 158A-2025-MPB/GM;-;-;-;-;;No aplica;OPERACIÓN;Supervisión;2021-08-11 00:00:00;No aplica;"Distritos Churuja, Cuispes, Jazán, San Carlos, 
 Shipasbamba y Valera.";SI;NO;NO;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39964;161;ADM16825;20539219490.0;UNIDAD EJECUTORA PROAMAZONAS;Municipalidad;UF0013009;RELLENO SANITARIO MAGDALENA - RRSS 1 TILACANCHA;Infraestructura de disposición final / Relleno sanitario;Municipal;NO;NO;NO;SI;Amazonas;Chachapoyas;Magdalena;Sector Chamanapampa;10112;18.0;180915;9292100.0;R.D.R.S. Nº 1629-2016-GOBIERNO REGIONAL AMAZONAS/DRSA;-;-;-;-;-;;No aplica;OPERACIÓN;Oficio N° 394-2019-GR.AMAZONAS/PROAMAZONAS/DE de fecha 27/09/2019 (Registro 2019-E28-092618);2023-10-20 00:00:00;No aplica;Distritos Magadalena, San Isidro de Maino, Levanto, Tingo María, Longuita y Colcamar;SI;NO;NO;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39965;162;ADM16825;20539219490.0;UNIDAD EJECUTORA PROAMAZONAS;Municipalidad;UF0013008;RELLENO SANITARIO MAGDALENA - RRSS 4 ALTO UTCUBAMBA;Infraestructura de disposición final / Relleno sanitario;Municipal;NO;NO;NO;SI;Amazonas;Chachapoyas;Mariscal Castilla;Sector Magulpata Alto;10113;18.0;188747;9271199.0;R.D.R. Nº 1630-2016-GOBIERNO REGIONAL AMAZONAS/DRSA;-;-;-;-;-;;No aplica;OPERACIÓN;Oficio N° 394-2019-GR.AMAZONAS/PROAMAZONAS/DE de fecha 27/09/2019 (Registro 2019-E28-092618);2019-08-09 00:00:00;No aplica;Distritos San Juan de Lopecancha, Santo Tomas, San Francisco del Yeso, Leymebamba, Montevideo, Mariscal Castilla y La Jalca.;SI;NO;NO;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39966;163;ADM12246;20162298659.0;MUNICIPALIDAD PROVINCIAL DE TAMBOPATA;Municipalidad;UF0018751;INFRAESTRUCTURA DE DISPOSICIÓN FINAL, PLANTA DE VALORIZACIÓN Y CENTRO DE ACOPIO DE RESIDUOS SÓLIDOS MUNICIPALES DEL PROYECTO MEJORAMIENTO Y AMPLIACIÓN DE LA GESTIÓN INTEGRAL DE LOS RESIDUOS SÓLIDOS MUNICIPALES DE LA CIUDAD DE PUERTO MALDONADO, PROVINCIA DE TAMBOPATA, REGIÓN DE MADRE DE DIOS;Infraestructura de disposición final / Relleno sanitario;Municipal;SI;NO;NO;SI;Madre de Dios;Tambopata;Tambopata;Sector El Prado s/n;170101;19.0;478514;8616732.0;R.G. Nº 021-2019-MPT-GGA;-;-;-;-;-;;No aplica;OPERACIÓN;"OFICIO N° 181-2023-MPT-GM-UGRS 
 (2023-E01-575099)";-;No aplica;Distrito de Puerto Maldonado;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39967;164;ADM12530;20174909157.0;MUNICIPALIDAD DISTRITAL DE COISHCO;Municipalidad;UF0035102;"INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES ""COISHCO""";Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Áncash;Santa;Coishco;Av. Antigua Panamericana s/n;21803;17.0;762789;9001054.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 013-2022-MDC/GSC-SGMA
 (2022-E01-121554)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39968;165;ADM12186;20159308881.0;MUNICIPALIDAD DISTRITAL DE WANCHAQ;Municipalidad;UF0035589;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES WANCHAQ;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Cusco;Cusco;Cusco;Comunidad Campesina de Huayllarcocha S/N. Ref. Pista principal Cusco - Pisac;80101;19.0;178867;8506893.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 28/11/2022 16:46:25;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39969;166;ADM12832;20190520286.0;MUNICIPALIDAD DISTRITAL DE SOCABAYA;Municipalidad;UF0035590;"INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES ""EL PILLU""";Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Arequipa;Arequipa;Socabaya;Prolongación Av. Las Peñas, a una distancia promedio de 0.75 Km. en línea recta desde la I.E. la Mansión de Socabaya y a una distancia promedio de 2.1 Km. en línea recta desde la plaza principal del distrito de Socabaya;40122;19.0;228054;8177065.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 30/11/2022 12:22:57;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39970;167;ADM17444;20574742545.0;MUNICIPALIDAD DISTRITAL DE ANDRES AVELINO CACERES DORREGARAY;Municipalidad;UF0035591;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE ANDRÉS AVELINO CÁCERES DORREGARRAY;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Ayacucho;Huamanga;Tambillo;Comunidad de Guayacondo - distrito Tambillo - Provincia Huamanga - Departamento Ayacucho;50113;18.0;590316;8545463.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 022-2022-MDAACD/GSMGA
 (2022-E01-122983)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39971;168;ADM12254;20162368533.0;MUNICIPALIDAD DISTRITAL DE NUEVA ARICA;Municipalidad;UF0035592;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES NUEVA ARICA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Chiclayo;Nueva Arica;Áreas aledañas al Cementerio Municipal (a tres cuadras del Parque Principal Francisco Bolognesi);140109;17.0;683553;9239666.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 30/11/2022 15:02:37;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39972;169;ADM11925;20143114911.0;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;Municipalidad;UF0035593;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES TOROWICHCCANA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Ayacucho;Huamanga;San Juan Bautista;Carretera Ayacucho a Pucara (terreno ex feria de ganados);50110;18.0;586942;8541336.0;No tiene;-;-;-;-;-;;No aplica;INOPERATIVA;"Reporte de Verificación de fecha 27/02/20025
 (Registro 2025-E04-022482)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39973;170;ADM13096;20199800061.0;MUNICIPALIDAD DISTRITAL DE PILCOMAYO;Municipalidad;UF0035594;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES PILCOMAYO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Junín;Huancayo;Sicaya;Paraje Herapata del Anexo de Miraflores Alto - Pilcomayo;120134;18.0;470298;8667647.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 029-2022-GDEGA/MDP
 (2022-E01-122979 / 2022-E01-128473)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39974;171;ADM14676;20447367727.0;MUNICIPALIDAD DISTRITAL DE PILLCO MARCA;Municipalidad;UF0035103;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES PILLCO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Huánuco;Huánuco;Pillco Marca;Centro Poblado Corazón de Jesús - Yanac, a espalda del cuartel del ejército y al costado del PTAR;100111;18.0;364145;8895791.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 083-2022-MDPM/GMA
 (2022-E01-123455)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39975;172;ADM13099;20199818351.0;MUNICIPALIDAD DISTRITAL DE SAN AGUSTÍN;Municipalidad;UF0035104;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES SAN AGUSTIN COYLLOR;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Junín;Huancayo;San Agustín;Av. Los Comuneros - Coyllor;120129;18.0;471713;8671573.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 069-MDSA/GSPGA
 (2022-E01-123512)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39976;173;ADM12665;20181709066.0;MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS;Municipalidad;UF0035595;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES CHUMBIVILCAS;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Cusco;Chumbivilcas;Santo Tomas;Pista Hípica Hutumpata;80701;18.0;812832;8399763.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 2/12/2022 15:34:00;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39977;174;ADM13614;20223019260.0;MUNICIPALIDAD DISTRITAL DE CAJAMARQUILLA;Municipalidad;UF0035105;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES LA PAMPA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Áncash;Ocros;Cajamarquilla;Sector La Pampa;21403;18.0;259078;8854179.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 050-2022-MDC/A
 (2022-E01-123579)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39978;175;ADM12672;20182126412.0;MUNICIPALIDAD DISTRITAL DE PUEBLO NUEVO;Municipalidad;UF0035107;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE PUEBLO NUEVO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Ferreñafe;Pueblo Nuevo;Paraje Soltín, Sector Carpintero;140206;17.0;631786;9265985.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 003-OGA-2022-MDPN-F
 (2022-E01-123908)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39979;176;ADM12331;20165783710.0;MUNICIPALIDAD DISTRITAL DE LEIMEBAMBA;Municipalidad;UF0035596;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES LEIMEBAMBA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Amazonas;Chachapoyas;Leimebamba;Sector Miraflores;10110;18.0;191476;9259153.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 4/12/2022 23:50:34;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39980;177;ADM13901;20282911915.0;MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE;Municipalidad;UF0035106;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES NUEVO CHIMBOTE;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Áncash;Santa;Nuevo Chimbote;Av. Pacifico s/n, frente al centro de abastos Los Olivos;21809;17.0;773535;8989890.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 095-2022-MDNCH-GGA-SGEYMA
 (2022-E01-124016)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39981;178;ADM11866;20135890112.0;MUNICIPALIDAD DISTRITAL DE SANTA ROSA;Municipalidad;UF0035108;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES SANTA ROSA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lima;Lima;Santa Rosa;Av. Alejandro Bertello S/N-Santa Rosa, Ex Coliseo de Gallos;150139;18.0;263329;8694416.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 047-2022-GGASC-GM/MDSR
 (2022-E01-123839)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39982;179;ADM12871;20191574665.0;MUNICIPALIDAD DISTRITAL DE ETEN PUERTO;Municipalidad;UF0035109;"INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES ""ETEN PUERTO""";Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Chiclayo;Eten Puerto;Prolongación Villa Perpetuo- al costado del Cementerio;140104;17.0;626012;9233899.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 010-2022-MDEP/SDEL
 (2022-E01-123804)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39983;180;ADM12030;20147103299.0;MUNICIPALIDAD DISTRITAL DE ETEN;Municipalidad;UF0035110;"INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES ""ETEN""";Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Chiclayo;Eten;Sector Matacaballo (Zona Nor Oeste) - Costado de las Pozas de Oxidación.;140103;17.0;624747;9236453.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 037-2022-MDCE/GM-GERSEMGA
 (2022-E01-124170)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39984;181;ADM12298;20164091466.0;MUNICIPALIDAD PROVINCIAL DE PACASMAYO;Municipalidad;UF0035597;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES MPP-SPLL;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;La Libertad;Pacasmayo;San Pedro de Lloc;Sector el Algarrobal / cerca al predio denominado La Yuca;130701;17.0;665650;9177704.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 6/12/2022 09:59:03;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39985;182;ADM11961;20145420513.0;MUNICIPALIDAD DISTRITAL DE SANTA MARÍA DEL MAR;Municipalidad;UF0035111;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE SANTA MARÍA DEL MAR;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lima;Lima;Santa María del Mar;Ex Bicicros - A una cuadra de palacio municipal;150138;18.0;307300;8628293.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 041-2022-MDSMM/GSP-SGLPAVGA
 (2022-E01-127043)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39986;183;ADM12378;20167264868.0;MUNICIPALIDAD DISTRITAL DE PAUCARPATA;Municipalidad;UF0035112;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE PAUCARPATA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Arequipa;Arequipa;Paucarpata;Pasaje Independencia s/n Referencia Frente al Cementerio de Pueblo Tradicional de Paucarpata;40112;19.0;232742;8181888.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 0189-2022-SGCAYS/GSP/MDP
 (2022-E01-125885)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39987;184;ADM12090;20148445037.0;MUNICIPALIDAD DISTRITAL DE MORROPON;Municipalidad;UF0035598;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE MORROPÓN;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Piura;Morropón;Morropón;Carretera Morropón - Caserío Polvazal;200405;17.0;613794;9425759.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 12/12/2022 12:59:51;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39988;185;ADM12088;20148420981.0;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;Municipalidad;UF0035601;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE SAN JUAN BAUTISTA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Ica;Ica;San Juan Bautista;Sector Explanada, Entrada al Centro Poblado de San Juan Bautista;110110;18.0;420694;8450516.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 6/12/2022 12:28:37;-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39989;186;ADM12773;20188462503.0;MUNICIPALIDAD DISTRITAL DE SAUSA;Municipalidad;UF0035113;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE SAUSA;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Junín;Jauja;Sausa;Paraje Luli Isla;120430;18.0;448931;8696114.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 364-2022-A/MDS
 (2022-E01-124443)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39990;187;ADM12046;20147632950.0;MUNICIPALIDAD DISTRITAL DE LOMAS;Municipalidad;UF0035114;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE LOMAS;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Arequipa;Caravelí;Lomas;En el KM.2,200 margen derecho de la pista de acceso al distrito de Lomas. Pasando el reservorio de agua.;40311;18.0;517574;8281965.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 0115-2022-GM/MDL
 (2022-E01-126836)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39991;188;ADM12977;20195238961.0;MUNICIPALIDAD DISTRITAL DE PERENÉ;Municipalidad;UF0035115;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALE DE PERENÉ;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Junín;Chanchamayo;Perené;Calle Máximo Verastegui S/N – Centro Poblado Marankiari;120302;18.0;477883;8790810.0;R.G. Nº 393-2022/MPCH-GDE;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 080-2022-GSPA/MDP
 (2022-E01-125403)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39992;189;ADM12496;20172499679.0;MUNICIPALIDAD PROVINCIAL DE AZÁNGARO;Municipalidad;UF0035116;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES - AZÁNGARO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Puno;Azángaro;Azángaro;Centro Poblado Vila Cunca Vilca Pampa;210201;19.0;369802;8351273.0;R.G. N° 744-2022-MPA/GM;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 391-2022/MPA/GM
 (2022-E01-126672)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39993;190;ADM12654;20180571311.0;MUNICIPALIDAD DISTRITAL DE REQUE;Municipalidad;UF0035117;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE REQUE;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Chiclayo;Reque;Sector La Clake (A espaldas de la fabrica de alcohol);140113;17.0;631691;9239687.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 140-2022-MDR/GSMGA
 (2022-E01-126831)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39994;191;ADM13148;20201188220.0;MUNICIPALIDAD DISTRITAL DE MANZANARES;Municipalidad;UF0035118;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE MANZANARES;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Junín;Concepción;Manzanares;Sector Matacruz;120208;18.0;462853;8673186.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 256-2022-A/MDM
 (2022-E01-126689)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39995;192;ADM12880;20191711328.0;MUNICIPALIDAD DISTRITAL DE MONSEFU;Municipalidad;UF0035602;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES DE MONSEFÚ;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Lambayeque;Chiclayo;Santa Rosa;Sector La Bocana (Primer Dren Camino a Santa Rosa);140114;17.0;622289;9237255.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 049-2022-SGDEMASP/MDM
 (2022-E01-124798)";-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N° 67-2022-OEFA/DSIS;Resolución N° 67-2022-OEFA/DSIS
39996;193;ADM14038;20311886879.0;MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE;Municipalidad;UF0035871;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES ALTO SELVA ALEGRE;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Arequipa;Arequipa;Alto Selva Alegre;Asociación Hoyos Rubios, cruce Chilina S/N. Ref. A unas cuadras de la I.E. Chilina.;40102;19.0;230397;8188107.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Oficio N°82-2022-GSCGA/MDASA (2022-E01-129464);-;No aplica;No aplica;SI;NO;NO;NO;2023;Resolución N° 00007-2023-OEFA/DSIS;Resolución N° 00007-2023-OEFA/DSIS
39997;194;ADM12312;20165341377.0;MUNICIPALIDAD PROVINCIAL DE OTUZCO;Municipalidad;UF0035872;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES OTUZCO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;La Libertad;Otuzco;Otuzco;Sector Las Cabuyas. Ref. salida al caserío José Galvez, carretera a salida Sanchique.;130601;17.0;767537;9124816.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;"Oficio Nº 011-2022/SGA/MPO
 (2022-E01-126808)";-;No aplica;No aplica;SI;NO;NO;NO;2023;Resolución N° 00007-2023-OEFA/DSIS;Resolución N° 00007-2023-OEFA/DSIS
39998;195;ADM17779;20601750369.0;MUNICIPALIDAD DISTRITAL DE SAN MIGUEL;Municipalidad;UF0035873;INFRAESTRUCTURA DE VALORIZACIÓN DE RESIDUOS SÓLIDOS ORGÁNICOS MUNICIPALES SAN MIGUEL - PUNO;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Puno;San Román;San Miguel;Urbanización Villa Ecológica Santa Barabara, sector Cirilo Huaychupata.;211105;19.0;379850;8291336.0;No tiene;-;-;-;-;-;;No aplica;OPERACIÓN;Respuesta formulario, 13/12/2022 15:03:53;-;No aplica;No aplica;SI;NO;NO;NO;2023;Resolución N° 00007-2023-OEFA/DSIS;Resolución N° 00007-2023-OEFA/DSIS
