ID_registro;0;CODIGO DE ADMINISTRADO (1);RUC;TITULAR;TIPO DE TITULAR ;"CODIGO DE UNIDAD FISCALIZABLE 
(1)";NOMBRE INFRAESTRUCTURA;TIPO DE INFRAESTRUCTURA (2);AMBITO GESTIÓN;VALORIZACIÓN;TRANSFERENCIA;TRATAMIENTO;DISPOSICIÓN FINAL;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCIÓN;UBIGEO;ZONA;COORDENADA ESTE;COORDENADA NORTE;IGA-1;IGA-2;IGA-3;IGA-4;IGA-5;IGA-6;IGA-7;REGISTRO_AUTORITATIVO;ETAPA;FUENTE_ETAPA;FECHA_AS;OBSERVACIÓN;BENEFICIARIOS;GM_NP;GM_P;GNM_NP;GNM_P;ZONA.1;Año;Documento
39804;1;ADM17320;20565683447.0;ACEROS DAYANA IMPORT EXPORT S.A.C. - ACEROS DAYANA IMPEX S.A.C.;EORS;UF0009228;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Mz C, Lote 4 Asociación de Vivienda Fundo Mi Estrella;150125;18.0;273701;8686013.0;R.D. Nº 1821-2018/DCEA/DIGESA/SA;-;-;-;-;-;;"EO-RS-0088-19-150125
  EO-RS-0088-19-150125 
 (Incorporación de unidades vehiculares y residuos sólidos)
   EO-RS-0088-19-150125 (Incorporación de unidades vehiculares) EO-RS-0088-19-150125 Anexo 1 (Incorporación de unidades vehiculares)
   EO-RS-0088-19-150125 Anexo 2 (Incorporación de unidades vehiculares)
   EO-RS-0088-19-150125 Anexo 03 (Modificación de la información)";OPERACIÓN;"Informe de operador de IV trimestre 2021
 SIGERSOL NO MUNICIPAL";2025-02-06 00:00:00;No aplica;No aplica;SI;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39805;2;ADM16018;20512782087.0;ACEROS GEAN IMPORT EXPORT SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;EORS;UF0009243;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Asociación de Propietarios Los Parrales Lt 5;150125;18.0;273727.34;8685981.51;R.D. Nº 1837-2016/ DSA /DIGESA/SA;-;-;-;-;-;;"EO-RS-0091-19-150125
 
 EO-RS-0091-19-150125 Anexo 1 (Modificación de la Información)";OPERACIÓN;Supervisión;2025-02-12 00:00:00;No aplica;No aplica;SI;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39806;3;ADM19228;20490469797.0;"BIO ABONOS DEL SUR SOCIEDAD ANONIMA CERRADA-""BIO ABONOS DEL SUR S.A.C.""";EORS;UF0014186;INSTALACIÓN DE PLANTA DE TRATAMIENTO DE DESECHOS ORGÁNICOS DE COMIDA PARA LA ELABORACIÓN DE HUMUS DE LOMBRIZ Y COMPOST A TRAVÉS DEL COMPOSTAJE;Infraestructura de Valorización;Municipal;SI;NO;NO;NO;Cusco;Quispicanchi;Oropesa;Sector Osccolloco s/n - Huasao;81211;19.0;195488;8498168.0;R.A. Nº 320-2019-MPQ/A;-;-;-;-;-;;EO-RS-00136-2021-MINAM-VMGA/DGRS;INOPERATIVA;Reporte de Verificación del 04/06/2024 (Registro 2024-I01-021800);-;No aplica;No aplica;SI;NO;NO;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39807;4;ADM18744;20548415404.0;BIOILS PERU S.A.C.;EORS;UF0013341;PLANTA DE TRATAMIENTO DE RESIDUOS OLEOSOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Calle Edwin White y Av. Huáscar N° 400, Urb Industrial La Chalaca;70101;18.0;268253;8667462.0;No tiene;-;-;-;-;-;;EO-RS - 00083-2022-MINAM/VMGA/DGRS;OPERACIÓN;Supervisión;2021-06-28 00:00:00;No aplica;No aplica;NO;SI;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39808;5;ADM15605;20501819795.0;CAMISEA COMBUSTIBLES S.R.L.;EORS;UF0009258;PLANTA DE TRATAMIENTO DE MEZCLAS OLEOSAS Y ACEITES USADOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Pasaje Don Oscar, Zona Rivereña Al Mar, Altura Cuadra 1 De La Avenida Centenario;70101;18.0;266961;8670621.0;R.D. N° 1340-2015/DEPA/DIGESA/SA;-;-;-;-;-;;"EO-RS-00124-2021-MINAM-VMGA/DGRS
 
 EO-RS-00124-2021-MINAM-VMGA/DGRS Anexo 1(Ampliación de operaciones)
 
 EO-RS-00124-2021-MINAM-VMGA/DGRS Anexo2 (Incorporación de unidades vehiculares)";OPERACIÓN;Supervisión;2021-07-22 00:00:00;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39809;6;ADM16032;20513294574.0;CAMPO LIMPIO;EORS;UF0009230;CENTRO DE ACOPIO DE ENVASES AGROQUÍMICOS CAMPO LIMPIO - TRUJILLO;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;La Libertad;Trujillo;Huanchaco;Block M-1 - Parcelación Lote VD 122 III UC 15453, sector Valdivia Baja, altura cuadra 2 de la autopista al Aeropuerto, a 200 m del ovalo de Huanchaco;130104;17.0;709509;9105827.0;R.D. Nº 0241-2017/DSA/DIGESA/SA;-;-;-;-;-;;EO-RS-0026-19-130104;OPERACIÓN;Supervisión;2020-10-10 00:00:00;No aplica;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39810;7;ADM16032;20513294574.0;CAMPO LIMPIO;EORS;UF0013834;CENTRO DE ACOPIO Y PLANTA DE ACONDICIONAMIENTO CAMPO LIMPIO - ICA;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Ica;Ica;Pueblo Nuevo;Km 313+800 de la carretera Panamericana Sur, fundo El Pino;110107;18.0;422666;8437240.0;R.D. Nº 0619-2018/DCEA/DIGESA/SA;-;-;-;-;-;;EO-RS-0026-19-130104;OPERACIÓN;"Informe de operador de II Trimestre 
 SIGERSOL NO MUNICIPAL";-;No aplica;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39811;8;ADM17146;20553374546.0;CAS Y ROS E.I.R.L.;EORS;UF0009245;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Calle Los Ficus Mz H Lt 3 Urb. Shangrila;150125;18.0;273689;8682343.0;R.D. Nº 2485-2017/DCEA/DIGESA/SA;-;-;-;-;-;;No tiene;OPERACIÓN;Supervisión;2019-10-11 00:00:00;No aplica;No aplica;NO;NO;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39812;9;ADM11471;20100814324.0;CIA INDUSTRIAL LIMA S A CILSA;EORS;UF0009255;PLANTA DE TRATAMIENTO DE ACEITES USADOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Calle Salitral, Lote 1, Los Gramadales, Tarapacá;150125;18.0;270859;8689009.0;R.D. Nº 1972/2005/DIGESA/SA;-;-;-;-;-;;"EO-RS-0054-18-150125
 
 EO-RS-0054-18-150125 Anexo 1 (Modificación de la información)
 
 EO-RS-0054-18-150125 (Incorporación de unidades vehiculares)
 
 EO-RS-0054-18-150125 Anexo 2 (Incorporación de unidades vehiculares)
 
 EO-RS-0054-18-150125 Anexo 3 (Incorporación de unidades vehiculares)";OPERACIÓN;Supervisión;2025-02-14 00:00:00;No aplica;No aplica;SI;NO;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39813;10;ADM11522;20101372414.0;CIA QUIMICA INDUSTRIAL DEL PACIFICO SA;EORS;UF0009227;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Av. Argentina 5064;70101;18.0;272039;8667246.0;R.D. Nº 0584-2017/DCEA/DIGESA/SA;-;-;-;-;-;;"EO-RS-0330-19-70101
 
 EO-RS-0330-19-70101 Anexo 1 
 Ampliación de operaciones
 
 EO-RS-0330-19-70101 (Incorporación de residuos sólidos y cambio de uso de unidad vehicular)";OPERACIÓN;Supervisión;2019-03-06 00:00:00;No aplica;No aplica;SI;SI;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39814;11;ADM15725;20505663820.0;COMBUSTIBLES WILLY EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;EORS;UF0009260;PLANTA DE TRATAMIENTO DE RESIDUOS DE MEZCLAS OLEOSAS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Lima;Ate;Calle Marie Curie Mz D, Lote 7, Urbanización Industrial Santa Rosa;150103;18.0;285142;8665765.0;R.D. N° 1505/2006/DIGESA/SA;-;-;-;-;-;;No tiene;OPERACIÓN;Supervisión;2019-12-11 00:00:00;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39815;12;ADM21246;20607598658.0;COMERCIAL YAMUNAQUE E.I.R.L.;EORS;UF0017714;PLANTA PROCESADORA DE GUANO DE GANADO VACUNO;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Lima;Lurín;Mz F, Lt 3 Del CPR Salvemos a Rinconada de Puruhuay De Lurín, frente a la casa Hacienda Temoche;150119;18.0;297648;8645431.0;No tiene;-;-;-;-;-;;No tiene;INOPERATIVA;Supervisión;2022-07-21 00:00:00;No aplica;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39816;13;ADM15851;20509128686.0;COMIMTEL SOCIEDAD ANONIMA CERRADA;EORS;UF0009229;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;San Martín de Porres;Av. Alfredo Mendiola 8034 Mz D-06 Lt 03 Urb. Pro Industrial 6to Sector;150135;18.0;274445;8679843.0;R.D. N° 123-2016/DSB/DIGESA/SA;-;-;-;-;-;;"EO-RS-0332-19-150135
 
 EO-RS-0332-19-150135 
 (Ampliación de uso de unidades vehiculares)
 EO-RS-0332-19-150135 (Incorporación de unidades vehiculares)
  EO-RS-0332-19-150135 (Incorporación de unidades vehiculares)
   EO-RS-0332-19-150135 Anexo 1 (Incorporación de unidades vehiculares)";OPERACIÓN;Supervisión;2025-02-07 00:00:00;No aplica;No aplica;SI;SI;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39817;14;ADM20482;20558275830.0;COPLASME E.I.R.L.;EORS;UF0016757;PLANTA UMAPALCA;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Arequipa;Arequipa;Sabandía;Zona 1 Mz D, Sub lote 8-A, A.S. Umapalca Sector Pecuario;40116;19.0;232206;8178238.0;No tiene;-;-;-;-;-;;No tiene;OPERACIÓN;Supervisión;2022-01-04 00:00:00;No aplica;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39818;15;ADM14600;20431066271.0;COR & MEL S.C.R.L.;EORS;UF0009254;PLANTA DE TRATAMIENTO DE ACEITES RESIDUALES Y RESIDUOS OLEOSOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Pasaje Don Oscar, Sub Lote 1, Urb. Acapulco;70101;18.0;267169;8670451.0;R.D. Nº 011-2010/DEPA/DIGESA/SA;Oficio N° 3947-2012-PRODUCE/DVMYPE-I/DGI-DAAI;;-;-;-;;"EO-RS-0019-19-70101
 
 EO-RS-0019-19-70101 Anexo 1 
 (Modificación de la información)";OPERACIÓN;Supervisión;2022-03-25 00:00:00;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39819;16;ADM15828;20508597208.0;CORPORACION DINA E HIJOS S.R.L.;EORS;UF0009237;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Jirón Cuzco S/N Mz 01 Lote 3 Asociación De Propietarios El Dorado - Zapallal Alto;150125;18.0;271868;8691726.0;R.D. Nº 528-2015/DSB/DIGESA/SA;-;-;-;-;-;;"EO-RS-0386-19-150125
 
 EO-RS-00064-2020-MINAM-VMGA/DGRS Anexo 1 
 (Modificación de la información)";OPERACIÓN;Supervisión;2025-02-13 00:00:00;No aplica;No aplica;SI;SI;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39820;17;ADM15913;20510797109.0;CORPORACION JESHUA SOCIEDAD ANONIMA CERRADA;EORS;UF0001924;PLANTA VENTANILLA;Infraestructura de Valorización;Municipal y No municipal;SI;NO;SI (*);NO;Callao;Callao;Ventanilla;Av. Revolución N° 310, Mz. I Lote 15, Zona Industrial de Ventanilla;70106;18.0;268535;8686930.0;R.D. N° 067-2017-PRODUCE/DVMYPE-I/DGAAMI;-;-;-;-;-;;No tiene;OPERACIÓN;Supervisión;2024-12-11 00:00:00;No aplica;No aplica;NO;SI;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39821;18;ADM16060;20514133931.0;CORPORACION MEDIOAMBIENTAL AMPCO PERU SOCIEDAD ANONIMA CERRADA - CM AMPCO PERU S.A.C.;EORS;UF0009219;INFRAESTRUCTURA DE LA PLANTA DE TRATAMIENTO DE POLÍMEROS EN DESUSO;Infraestructura de Valorización;No municipal;SI;NO;SI (*);NO;Lima;Cañete;Chilca;Mz J-1 Lote-Parcela 17, Los Huertos De Oro De San Hilarión De Pampas Y Hoyadas De Calanguillo;150505;18.0;312760;8614783.0;R.D. Nº 2018-2013/DEPA/DIGESA/SA;R.D. Nº 00475-2022-PRODUCE/DGAAMI;-;-;-;-;;"EO-RS-0304-19-70101
 
 EO-RS-0304-19-70101 Anexo 1 (Ampliación de operaciones)";OPERACIÓN;Supervisión;2024-02-19 00:00:00;Actividades suspendidas hasta el 15 de febrero del 2025;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39822;19;ADM16060;20514133931.0;CORPORACION MEDIOAMBIENTAL AMPCO PERU SOCIEDAD ANONIMA CERRADA - CM AMPCO PERU S.A.C.;EORS;UF0017491;PLANTA DE TRATAMIENTO DE ACEITES USADOS DE ORIGEN MINERAL Y/O SINTETICO DEL ÁMBITO DE LA GESTIÓN NO MUNICIPAL;Infraestructura de valorización;No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Calle 4 S/N Mz. HP-HQ, Urb. Industrial Oquendo;70101;18.0;268131;8675921.0;R.D. N°1068-2011/DEPA/DIGESA/SA;R.D. N° 01106-2023-MINAM/VMGA/DGGRS;-;-;-;-;;"EO-RS-0304-19-70101
 
 EO-RS-0304-19-70101 Anexo 1 (Ampliación de operaciones)";OPERACIÓN;Oficio N° 3051-2022/DCEA/DIGESA de fecha 01/06/2022 (Registro 2022-E01-050012);-;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N° 00054-2022-OEFA/DSIS;Resolución N° 00054-2022-OEFA/DSIS
39823;20;ADM19582;20602877532.0;ECCOLEO SOCIEDAD ANONIMA CERRADA;EORS;UF0016698;PLANTA DE TRATAMIENTO DE ACEITES LUBRICANTES USADOS;Infraestructura de Valorización;No municipal;SI;NO;SI (*);NO;Lambayeque;Chiclayo;La Victoria;Mz. E, Lote 4 Pueblo Joven – Chosica del Norte;140106;17.0;629088;9246111.0;R.D. Nº 00044-2020-SENACE-PE/DEIN;-;-;-;-;-;;"EO-RS-00108-2020-MINAM-VMGA/DGRS
 
 EO-RS-00108-2020-MINAM-VMGA/DGRS Anexo 1
 (Modificación de la información)";OPERACIÓN;"Informe de operador de I Trimestre del 2022
 SIGERSOL NO MUNICIPAL";-;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39824;21;ADM22000;20547814151.0;ECOAZUL S.A.C;EORS;UF0019011;INFRAESTRUCTURA DE VALORIZACION DE RESIDUOS DE APARATOS ELÉCTRICOS Y ELECTRÓNICOS (RAEE)-ECOAZUL S.A.C.;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Villa El Salvador;Lote 05 Asoc. Agropecuaria Unidad Tres Regiones;150142;18.0;287390;8647719.0;R.D. N° 00766-2022-MINAM/VMGA/DGRS;-;-;-;-;-;;"EO-RS-0062-19-150716
 EO-RS-0062-19-150716 Anexo 1
 (Ampliación de operaciones)
 EO-RS-0062-19-150716 Anexo 2 
 (Ampliación de operaciones)
 EO-RS-0062-19-150716 
 (Incorporación de unidades vehiculares y ampliación de planta de operaciones)
 EO-RS-0062-19-150716 Anexo 3 
 (Modificación de la información)";OPERACIÓN;"Oficio N° 00329-2022-MINAM/VMGA/DGRS de fecha 17/06/2022 
 (Registro 2022-E01-054537)";-;No aplica;No aplica;SI;SI;SI;SI;2022;Resolución N° 00054-2022-OEFA/DSIS;Resolución N° 00054-2022-OEFA/DSIS
39825;22;ADM15596;20501534103.0;ENVAK S.A.C.;EORS;UF0012756;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS PLANTA N°1;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Lurigancho;Jirón Andrés Avelino Cáceres Mz K Lote 3 y 4, Asoc. Los Huertos de Huachipa (Autopista Ramiro Prialé Km 7);150118;18.0;289869;8670688.0;R.D. N°290-2014/DSB/DIGESA/SA;-;-;-;-;-;;"EO-RS-0077-18-150118
 
 EO-RS-0077-18-150118 Anexo 1
  EO-RS-0077-18-150118 Anexo 2 (Modificación de la información)
 EO-RS-0077-18-150118 ANEXO 14 (Modificación de unidades vehiculares para el manejo de residuos peligrosos)";OPERACIÓN;Supervisión;2019-11-07 00:00:00;No aplica;No aplica;SI;SI;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39826;23;ADM19887;20498298339.0;EMPRESA DE PROTECCION AMBIENTAL SAC;EORS;UF0015062;PLANTA MOLLEBAYA;Infraestructura de Valorización;No municipal;SI;NO;SI (*);NO;Arequipa;Arequipa;Mollebaya;Asociación Ladrilleros del Cono Sur Arequipa Mz O Lote 1, Anexo de Machahuaya;40111;19.0;233851;8172880.0;R.D. Nº 057-2013-PRODUCE/DVMYPE-I/DIGGAM;-;-;-;-;-;;No tiene;INOPERATIVA;"Reporte de Verificación del 06/06/2024
  (Registro 2024-I01-021787)
  Carta S/N de la Empresa de Protección Ambiental del 30/09/2024
  (Registro 2024-E01-108366)";-;No aplica;No aplica;NO;NO;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39827;24;ADM17263;20562821148.0;ENVIRONMENTAL AND BIOLOGICAL LABORATORIES SOCIEDAD ANONIMA CERRADA - ENBIOLAB S.A.C.;EORS;UF0009232;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;La Libertad;Trujillo;La Esperanza;Parque Industrial Mz C-12 Lote 8-D;130105;17.0;713525;9109897.0;R.D. Nº 0002-2017/DSA/DIGESA/SA;-;-;-;-;-;;EO-RS-0177-19-130105;OPERACIÓN;"INFORME FINAL DE SUPERVISIÓN N° 00213-2025-OEFA/ODES-LAL
(Registro 2025-I01-055472)";2019-06-04 00:00:00;No aplica;No aplica;NO;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39828;25;ADM16377;20523363337.0;FIERROS CENTER & METALES INDUSTRIALES SOCIEDAD ANONIMA CERRADA-FICEMIN S.A.C.;EORS;UF0009240;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Cañete;Chilca;Mz E, Lt4 cruce de las calles Benjamín Franklin cuadra 2 y Luis Pasteur cuadra 2, Etapa 1(Parque Industrial Sector 62);150505;18.0;310349;8617678.0;R.D. Nº 1926-2018/DCEA/DIGESA/SA;R.D. N° 00402-2023-MINAM/VMGA/DGGRS;"R.D.
N° 00726-2025-MINAM/VMGA/DGGRS";-;-;-;;"EO-RS-0133-18-150117
 (Incorporación de unidad vehicular)
 EO-RS-0133-18-150117 Anexo 1 (Modificación de la información)
 EO-RS-0133-18-150117
 (Incorporación de residuos solidos)
 EO-RS-0133-18-150117 Anexo 2 (Modificación de la información)
 EO-RS-0133-18-150117 Anexo 3 (Ampliación de operaciones)
 EO-RS-0133-18-150117 Anexo 4
 (Incorporación de residuos solidos)
   EO-RS-0133-18-150117 Anexo 11 (Modificación de la información)
Anexo 23
ACTUALIZACIÓN DEL REGISTRO AUTORITATIVO
N° 01480-2025-MINAM/VMGA/DGGRS
(Ampliación de la lista de residuos sólidos peligrosos)";OPERACIÓN;"Carta S/N de fecha 25 de abril del 2022
 (Registro 2022-E01-040062)";2023-10-19 00:00:00;No aplica;No aplica;NO;NO;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39829;26;ADM22001;20549627545.0;FOMENTO OBRAS Y CONTRATAS S.A.C;EORS;UF0019012;PLANTA DE VALORIZACIÓN DE RESIDUOS SOLIDOS DE LA CONSTRUCCIÓN Y DEMOLICIÓN;Infraestructura de Valorización;Municipal y No municipal;SI;NO;NO;NO;Lima;Lima;Villa El Salvador;Mz D1 Lote 2, Coop. Las Vertientes de la Tablada de Lurín;150142;18.0;285640;8648640.0;R.D. N° 01077-2021-MINAM/VMGA/DGRS;-;-;-;-;-;;"EO-RS-00085-2021-MINAM-VMGA/DGRS
 
 EO-RS-00085-2021-MINAM-VMGA/DGRS Anexo 1 (Modificación de la información)
 
 EO-RS-00085-2021-MINAM-VMGA/DGRS Anexo 2 (Ampliación de operaciones)";OPERACIÓN;"Oficio N° 00400-2022-MINAM/VMGA/DGRS de fecha 22/07/2022 
 (Registro 2022-E01-078354)";2023-08-25 00:00:00;No aplica;No aplica;SI;NO;SI;NO;2022;Resolución N° 00054-2022-OEFA/DSIS;Resolución N° 00054-2022-OEFA/DSIS
39830;27;ADM14299;20379037012.0;GREEN CARE DEL PERU S.A.;EORS;UF0013133;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Callao;Callao;Ventanilla;Av. Revolución N° 648, Mz. I-15 Lote 24, Zona Industrial;70106;18.0;268578;8687345.0;R.D. Nº 0345/2006/DIGESA/SA;R.D. Nº 1535-2009/DIGESA/SA;"Informe N° 001830-
 2015/DEPA/DIGESA";R.D. N° 00011-2021-SENACE-PE/DEIN;-;-;;"EO-RS-0053-18-70106
 
 EO-RS-0053-18-70106 Anexo 1 (Modificación de la información)
 
 EO-RS-0053-18-70106 (Incorporación y cambio de uso de unidades vehiculares)
 
 EO-RS-0053-18-70106 (Incorporación de unidades vehiculares)
 
 EO-RS-0053-18-70106 Anexo 2 (Incorporación de unidades vehiculares)";OPERACIÓN;Supervisión;2019-10-01 00:00:00;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39831;28;ADM16934;20543956806.0;GREEN PLANET CORP. S.A.C.;EORS;UF0009246;INSTALACIÓN DE COMERCIALIZACIÓN DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Lima;Puente Piedra;Calle Los Cerezos Mz B Sublote 16 Urb. Shangrila;150125;18.0;273158;8682604.0;R.D. Nº 2695-2017/DCEA/DIGESA/SA;-;-;-;-;-;;No tiene;INOPERATIVA;Supervisión;2025-03-06 00:00:00;No aplica;No aplica;NO;NO;SI;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39832;29;ADM15814;20508251913.0;INCA MAR E.I.R.L;EORS;UF0009295;PLANTA DE TRATAMIENTO DE RESIDUOS SÓLIDOS OLEOSOS Y BORRAS DE HIDROCARBUROS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Callao;Callao;Callao;Prolongación Centenario Mz 08 Lote 20 Santo Domingo de Bocanegra;70101;18.0;267460;8672224.0;R.D. Nº 4580/2008/DIGESA/SA;-;-;-;-;-;;EO-RS-00086-2021-MINAM-VMGA/DGRS;CIERRE;Supervisión;2022-06-23 00:00:00;No aplica;No aplica;NO;NO;NO;SI;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39833;30;ADM19177;20603312431.0;INVERSIONES AMBIENTALES CAMED SOCIEDAD ANONIMA CERRADA - INVERSIONES AMBIENTALES CAMED S.A.C.;EORS;UF0016732;PLANTA DE PIRÓLISIS PARA LA REVALORIZACIÓN DE NFU;Infraestructura de Valorización;Municipal y No municipal;SI;NO;SI (*);NO;Arequipa;Arequipa;La Joya;"Zona de Irrigación 
 San Francisco, predio D";40108;19.0;195723;8157463.0;R.D. N° 00009-2020-SENACE-PE/DEIN;-;-;-;-;-;;EO-RS-00041-2022-MINAM/VMGA/DGRS;CONSTRUCCIÓN;"CARTA S/N del 15/04/2024
  (Registro 2024-E01-054306)";-;No aplica;No aplica;SI;NO;SI;NO;2022;Resolución N.° 00018-2022-OEFA/DSIS;Resolución N.° 00018-2022-OEFA/DSIS
39834;31;ADM22007;20456424881.0;INVERSIONES BERMARC S.A.C.;EORS;UF0019016;INSTALACIÓN DE COMERCIALIZACION DE RESIDUOS SÓLIDOS;Infraestructura de Valorización;No municipal;SI;NO;NO;NO;Lima;Lima;Ate;Jr. Huanchihuaylas N° 183 Lotiz. Parc. Ex Fundo La Estrella;150103;18.0;293015;8670343.0;R.D. N° 0037-2017/DSA/DIGESA/SA;-;-;-;-;-;;"EO-RS-0052-20-150103
 
 EO-RS-0052-20-150103 ANEXO 01 (Ampliación de unidades vehiculares para el manejo de residuos peligrosos)";OPERACIÓN;Supervisión;2025-03-12 00:00:00;No aplica;No aplica;NO;NO;SI;SI;2022;Resolución N° 00054-2022-OEFA/DSIS;Resolución N° 00054-2022-OEFA/DSIS
