ID_registro,Código ANA,Año de identificación,Intervención propuesta,Sector,Río o quebrada,Cuerpo de agua,Unidad hidrográfica declarada,Provincia,Distrito,Familias declaradas,Viviendas declaradas,Longitud de intervención,Presupuesto estimado (S/),Observación,Infraestructura afectada,Autoridad Administrativa del Agua,Administración Local de Agua
41086,2019-380,2019,Descolmatación de cauce del rio Santa y protección con enrocado en la margen izquierda,La Vibora-El Cerro,Santa,,Santa,Santa,Santa,,,1 km,6 033 223.77,,,04,0403
41087,2019-381,2019,Descolmatación de cauce del rio Lacramarca y protección con enrocado en la margen derecha,KM 9-La Campiña,Lacramarca,,Lacramarca,Santa,Chimbote,,,1 km,1 038 801.39,,,04,0403
41088,2019-382,2019,Descolmatación de cauce del rio Loco y protección con enrocado ambas margenes,"Virahuanca, Paredones. Vinchamarca Chica-Huarcos-Limonhirca",Loco,,Nepeña,Santa,Moro,,,5.5 km,5 843 853.59,,,04,0403
41089,2019-383,2019,Descolmatación de cauce del rio Nepeña,Quilluay-Captuy,Nepeña,,Nepeña,Santa,Moro,,,1 km,1 599 440.52,,,04,0403
41090,2019-384,2019,Descolmatación y enrocado de la Qda. Solvin,San Jacinto,Qda. Solivin,,Nepeña,Santa,Nepeña,,,4.55 km,6 818 444.38,,,04,0403
41091,2019-385,2019,Construccion de defensa ribereñas,Llicllao,Jimbe,,Nepeña,Santa,Caceres Del Peru,,,0.2 km,291 379.24,,,04,0403
41092,2019-386,2019,Construccion de defensa ribereñas,Macracancha y El Arenal,Nepeña,,Nepeña,Santa,Caceres Del Peru,,,0.73 km,740 697.45,,,04,0403
41093,2019-387,2019,Descolmatación de cauce del rio Loco,Santa Rosa Tambar,Loco,,Nepeña,Santa,Moro,,,1.2 km,1 495 016.08,,,04,0403
41094,2019-388,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Choquechaca,Santa,,Santa,Huaylas,Caraz,,,0.97 km,116 954.40,,,04,0402
41095,2019-389,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Pariahuanca,Arroyo Grande,,Santa,Carhuaz,Pariahuanca,,,1.71 km,870 094.34,,,04,0402
41096,2019-390,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Tarica,Qda. Lloclla,,Santa,Huaraz,Tarica,,,0.53 km,116 663.66,,,04,0402
41097,2019-391,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Caraz,Qda. Llullan,,Santa,Huaylas,Caraz,,,1.844 km,572 395.48,,,04,0402
41098,2019-392,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Combina Cuchu,Santa,,Santa,Recuay,Ticapampa,,,0.26 km,683 776.73,,,04,0402
41099,2019-393,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Combina,Santa,,Santa,Recuay,Ticapampa,,,0.17 km,322 915.58,,,04,0402
41100,2019-394,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Llullucachi,Santa,,Santa,Recuay,Ticapampa,,,0.34 km,387 387.69,,,04,0402
41101,2019-395,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Mesapampa,Santa,,Santa,Recuay,Catac,,,0.1 km,79 994.45,,,04,0402
41102,2019-396,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Romatambo II,Santa,,Santa,Recuay,Catac,,,0.06 km,55 593.45,,,04,0402
41103,2019-397,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Toma,Santa,,Santa,Carhuaz,Tinco,,,0.26 km,457 285.08,,,04,0402
41104,2019-398,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Tuctu,Santa,,Santa,Recuay,Recuay,,,0.35 km,1 198 325.90,,,04,0402
41105,2019-399,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Wishka,Santa,,Santa,Recuay,Ticapampa,,,0.136 km,81 950.02,,,04,0402
41106,2019-400,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Utcuyacu,Santa,,Santa,Recuay,Catac,,,0.19 km,151 850.54,,,04,0402
41107,2019-401,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Matacoto,Qda. Tarashuran,,Santa,Yungay,Matacoto,,,0.37 km,179 950.95,,,04,0402
41108,2019-402,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Muque,Santa,,Santa,Yungay,Matacoto,,,0.23 km,406 381.83,,,04,0402
41109,2019-403,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Playapampa,Qda. Playapampa,,Santa,Carhuaz,Ataquero,,,0.215 km,103 870.00,,,04,0402
41110,2019-404,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Mandahuas,Mandahuas,,Santa,Huaylas,Huata,,,0.03 km,44 477.68,,,04,0402
41111,2019-405,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Ranca,Auqui,,Santa,Huaylas,Huata,,,0.03 km,39 063.54,,,04,0402
41112,2019-406,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Ancoraca,Grande,,Santa,Huaylas,Mato,,,0.03 km,41 883.84,,,04,0402
41113,2019-407,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",,Qda. Acra Rancra,,Santa,Carhuaz,Amashca,,,0.21 km,274 539.33,,,04,0402
41114,2019-408,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",,Qda. Weraqtzu Uran,,Santa,Carhuaz,Amashca,,,0.18 km,272 423.88,,,04,0402
41115,2019-409,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",,Canal Porozan,,Santa,Carhuaz,Shilla,,,0.17 km,67 204.13,,,04,0402
41116,2019-410,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Mancos,Qda. Mancos,,Santa,Yungay,Mancos,,,0.64 km,127 836.92,,,04,0402
41117,2019-411,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Shupluy,Qda. Santo Toribio,,Santa,Yungay,Shupluy,,,1 km,1 006 641.50,,,04,0402
41118,2019-412,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Huairan,Qda. Canchayoc,,Santa,Huaylas,Santo Toribio,,,0.23 km,59 736.29,,,04,0402
41119,2019-413,2019,"Limpieza, Descolmatacion y construccion de Dique con enrocado",Quecuas,Qda. Puak,,Santa,Huaylas,Santo Toribio,,,0.324 km,52 012.34,,,04,0402
41120,2019-414,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Calavera Grande,Casma,,Casma,Casma,Casma,,,2 km,7 542 170.24,,,04,0401
41121,2019-415,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Calavera Chica,Casma,,Casma,Casma,Casma,,,1.3 km,3 350 176.56,,,04,0401
41122,2019-416,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Chamusco,Casma,,Casma,Casma,Casma,,,1.5 km,5 344 154.20,,,04,0401
41123,2019-417,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Santa Ana,Casma,,Casma,Casma,Casma,,,2 km,4 774 566.83,,,04,0401
41124,2019-418,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Carrizal,Casma,,Casma,Casma,Casma,,,1.9 km,3 284 303.46,,,04,0401
41125,2019-419,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",carrizal-Beta Negra,Casma,,Casma,Casma,Casma,,,3 km,3 554 515.47,,,04,0401
41126,2019-420,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",El Carmen,Casma,,Casma,Casma,Casma,,,2 km,6 666 915.56,,,04,0401
41127,2019-421,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Huanchuy,Sechin,,Casma,Casma,Buena Vista Alta,,,2 km,4 091 207.14,,,04,0401
41128,2019-422,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Tucushuanca,Sechin,,Casma,Casma,Buena Vista Alta,,,2 km,2 308 764.88,,,04,0401
41129,2019-423,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Rinconada,Sechin,,Casma,Casma,Buena Vista Alta,,,1.3 km,2 675 364.51,,,04,0401
41130,2019-424,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Huancamuña,Sechin,,Casma,Casma,Buena Vista Alta,,,2.4 km,3 537 600.13,,,04,0401
41131,2019-425,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Carboneria,Sechin,,Casma,Casma,Buena Vista Alta,,,1.2 km,2 473 105.52,,,04,0401
41132,2019-426,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Huayash,Culebras,,Culebras,Huarmey,Culebras,,,2 km,2 292 330.08,,,04,0401
41133,2019-427,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Quillapampa,Culebras,,Culebras,Huarmey,Culebras,,,2.2 km,2 374 372.50,,,04,0401
41134,2019-428,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Santa Rosa,Culebras,,Culebras,Huarmey,Culebras,,,2.5 km,2 853 930.52,,,04,0401
41135,2019-429,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Ten Ten,Culebras,,Culebras,Huarmey,Culebras,,,2.2 km,3 766 066.08,,,04,0401
41136,2019-430,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Molino-Oyos,Culebras,,Culebras,Huarmey,Culebras,,,4.4 km,7 486 184.03,,,04,0401
41137,2019-431,2019,"limpieza, Descolmatacion y construccion de dique con enrocado",Quitasombrero,Culebras,,Culebras,Huarmey,Culebras,,,1.1 km,1 812 983.02,,,04,0401
