ID_registro,Código ANA,Año de identificación,Intervención propuesta,Sector,Río o quebrada,Cuerpo de agua,Unidad hidrográfica declarada,Provincia,Distrito,Familias declaradas,Viviendas declaradas,Longitud de intervención,Presupuesto estimado (S/),Observación,Infraestructura afectada,Autoridad Administrativa del Agua,Administración Local de Agua
40994,2016-633,2016,"DESCOLMATACION Y PROTECCION DE LA MARGEN IZQUIERDA DEL CAUCE DEL RIO LOCO, SECTOR HUARCOS-VINCHAMARCA-VIRAHUANCA-TOMEQUE",MACASH-PAREDONES,,,,Santa,Moro,50,10,,,"VIVIENDAS DE MATERIAL NOBLE Y RUSTICO, CENTRO EDUCATIVO  DE ADOBE, CANAL RUSTICO Y TROCHA DE AFIRMADO",CANAL RUSTICO VINCHAMARCA,04,0403
40995,2016-634,2016,DESCOLMATACION Y ENCAUZAMIENTO RIO NEPEÑA SECTOR SAN JACINTO,SAN JACINTO,,,,Santa,Nepeña,100,10,,,"VIVIENDAS DE MATERIAL NOBLE Y RUSTICO, CENTRO EDUCATIVO  DE ADOBE, NOBLE, CANAL RUSTICO Y CARRETERA DE AFIRMADO",CANAL CERRO BLANCO,04,0403
40996,2016-635,2016,"DESCOLMATACION Y PROTECCION DE LA MARGEN IZQUIERDA DEL CAUCE DEL RIO GRANDE, SECTOR MACRACANCHA-CAPTUY BAJO",MACRACANCHA-CAPTUY BAJO,,,,Santa,Moro,200,20,,,"VIVIENDAS DE ABODE Y LADRILLO, CENTRO EDUCATIVO DE ADOBE Y LADRILLO, INFRAESTRUCTURA ES RUSTICA Y VIA DE INGRESO ES ASFALTADA",TOMA RUSTICA,04,0403
40997,2016-636,2016,DESCOLMATACION Y ENCAUZAMIENTO RIO NEPEÑA SECTOR CERRO BLANCO,CERRO BLANCO,,,,Santa,Nepeña,100,20,,,"VIVIENDAS DE ABODE Y RUSTICO, CENTRO EDUCATIVO DE ADOBE Y NOBLE, INFRAESTRUCTURA NOBLE Y CARRETERA RUSTICO",CANAL PAÑAMARCA DE 1 KM,04,0403
40998,2016-637,2016,PROTECCIÓN AMBAS MARGENES DEL CAUCE DEL RÍO SECHIN - SECTOR BELEN,BELEN,,,,Casma,Buena Vista Alta,70,5,,,7 KM DE CANAL,POZOS,04,0401
40999,2016-638,2016,PROTECCIÓN DE AMBAS MARGENES RÍO SECHIN - SECTOR LA HOYADA,LA HOYADA,,,,Casma,Buena Vista Alta,40,10,,,3 KILOMETROS DE CANAL,POZOS,04,0401
41000,2016-639,2016,PROTECCIÓN AMBAS MARGENES CAUCE DEL RÍO SECHIN - SECTOR PUENTE HUANCHUY - POYOR - OLIVAR,PUENTE HUANCHUY - POYOR - OLIVAR,,,,Casma,Buena Vista Alta,40,10,,,6 KM DE CANAL,POZOS,04,0401
41001,2016-640,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO SECHIN - SECTOR SAN ISAIAS - CUNCAN,SAN ISAIAS - CUNCAN,,,,Casma,Casma,120,15,,,9 KM DE CANAL,POZOS,04,0401
41002,2016-641,2016,ENCAUZAMIENTO DEL RÍO SECHIN - SECTOR TUCUSHUANCA - LA CAPELLANIA,TUCUSHUANCA LA CAPELLANIA,,,,Casma,Buena Vista Alta,20,5,,,2 KM DE CANAL,CANAL DE RIEGO,04,0401
41003,2016-642,2016,PROTECCIÓN DE LA MARGEN IZQUIERDA CAUCE DEL RÍO SECHIN - SECTOR VIÑA - HUANCHUY,VIÑA - HUANCHUY,,,,Casma,Buena Vista Alta,40,5,,,6 KM DE CANAL,POZOS,04,0401
41004,2016-643,2016,PROTECCIÓN AMBAS MARGENES DEL RÍO SECHIN - SECTOR YANACACA CHICA,YANACACA CHICA,,,,Casma,Buena Vista Alta,15,5,,,3 KM DE CANAL,POZOS,04,0401
41005,2016-644,2016,PROTECCIÓN DE AMBAS MARGENES DEL RÍO CASMA - SECTOR CIRHUELAR,CIRHUELAR,,,,Casma,Casma,20,5,,,6 KM DE CANAL,POZOS,04,0401
41006,2016-645,2016,PROTECCIÓN AMBAS MARGENES DEL RÍO CASMA - SECTOR LA BOCANA,LA BOCANA,,,,Casma,Comandante Noel,60,5,,,3 KM DE CANAL,POZOS,04,0401
41007,2016-646,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO CASMA - SECTOR SAN MIGUEL,SAN MIGUEL,,,,Casma,Comandante Noel,200,10,,,,POZOS,04,0401
41008,2016-647,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO CASMA - SECTOR TABON ALTO,TABON ALTO,,,,Casma,Casma,30,5,,,,POZOS,04,0401
41009,2016-648,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO CASMA - SECTOR TABON BAJO,TABON BAJO,,,,Casma,Casma,200,10,,,12 KM DE CANAL,POZOS,04,0401
41010,2016-649,2016,PROTECCIÓN AMBAS MARGENES CUCHIPURO RÍO YAUTAN - SECTOR CUCHIPURO,CUCHIPURO,,,,Casma,Yautan,20,5,,,03 KM DE CANAL,PUENTE,04,0401
41011,2016-650,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO GRANDE - SECTOR CALAVERA GRANDE,CALAVERA GRANDE,,,,Casma,Casma,90,10,,,8 KM  DE CANAL,POZOS,04,0401
41012,2016-651,2016,PROTECCIÓN DEL RÍO GRANDE - SECTOR CARRIZAL,CARRIZAL,,,,Casma,Casma,20,5,,,3 KM DE CANAL,POZOS,04,0401
41013,2016-652,2016,PROTECCIÓN MARGEN DERECHA DEL RÍO GRANDE - SECTOR PUQUIO GRANDE,PUQUIO GRANDE,,,,Casma,Casma,60,10,,,8 KM DE CANAL,POZOS,04,0401
41014,2016-653,2016,PROTECCIÓN AMBAS MARGENES DEL RÍO GRANDE - SECTOR SAN PEDRO ALTO,SAN PEDRO ALTO,,,,Casma,Casma,50,5,,,6 KM DE CANAL,POZOS,04,0401
41015,2016-739,2016,"DESCOLMATACION Y REHABILITACION DE LA DEFENSA RIBEREÑA CON GAVIONES Y ENROCADO DEL RÍO SANTA, ENTRE EL PUENTE SHUPLUY Y EL SECTOR PALLSHA",SHUPLUY,,,,Yungay,Shupluy,100,10,,,"VIVIENDAS: 90% ADOBE Y 10% MATERIUAL NOBLE, PUESTOS DE SALUD Y CE MATERIAL NOBLE, CALLE DE CONCRETO Y 2 PUENTES DE CONCRETO",CANALES CHIRIMOYA Y PURUSH TOMA,04,0402
41016,2016-740,2016,PROTECCIÓN DE LA MARGEN DERECHA DEL RÍO GRANDE - SECTOR MATUA,MATUA,,,,Casma,Yautan,,,,,3 KM DE CANAL,,04,0401
41017,2016-741,2016,PROTECCIÓN DE LA MARGEN DERECHA DEL RÍO GRANDE - PALCA,PALCA,,,,Casma,Yautan,25,5,,,1 KM DE CANAL,,04,0401
41018,2016-742,2016,PROTECCIÓN DE LA MARGEN DERECHA DEL RÍO GRANDE - SECTOR SANTA ISABEL,SANTA ISABEL,,,,Casma,Yautan,50,5,,,,,04,0401
41019,2016-749,2016,"DESCOLMATACION Y ENROCADO DEL MARGEN IZQUIERDO DEL RIO SANTA SECTOR PUNAPAMPA, DISTRITO DE ANTA, CARHUAZ, ANCASH",CHUMPAC,,,,Carhuaz,Marcara,45,10,,,"VIVIENDAS 90]% ADOBE Y EL 10% MATERIAL NOBLE, 1 AEROPUERTO, LA CARRETERA ES DE ASFALTO",CANAL CHANCAMAYO,04,0402
41020,2016-750,2016,"DESCOLMATACION Y ENCAUZAMIENTO DEL RIO SANTA MARGEN DERECHO RUMICHUCO-TACLLAN, DISTRITO Y PROVINCIA DE HUARAZ-ANCASH",RUMICHUCO-TACLLAN,,,,Huaraz,Huaraz,300,30,,,"30% VIVIENDAS DE ADOBE Y 70% MATERIAL NOBLE, CARRETERA ASFALTADA",CANAL QECHCAP,04,0402
41021,2016-751,2016,"MANTENIMIENTO Y AMPLIACION DE LA DESCOLMATACION Y PROTECCION DE LA MARGEN DERECHO DEL CAUCE DEL RIO SANTA, SECTOR DE SANTA ROSA, DISTRITO DE CATAC, PROVINCIA DE RECUAY-ANCASH",SANTA ROSA,,,,Recuay,Catac,10,5,,,"VIVIENDAS 100% ADOBE, VIA DE ACCESO DE TIERRA Y 1 PLANTA DE TRATAMIENTO DE CEMENTO",PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES,04,0402
41022,2016-752,2016,"DESCOLMATACION DE AMBAS MARGENES DEL RIO LLOCLLA, EN LA QUEBRADA LLOCLLA",LLOCLLA,,,,Huaraz,Jangas,30,10,,,"30% VIVIENDAS SON ADOBE Y EL 70% SON DE MATERIAL NOBLE, CE MATERIAL NOBLE ,2 PUENTES DE CONCRETO",CANAL LUCMA-TARICA PARTE BAJA,04,0402
41023,2016-753,2016,"CONSTRUCCIÓN DE LA DEFENSA RIBEREÑA DE LA MARGEN IZQUIERDA DE UN TRAMO DEL RÍO SHASHAL, SECTOR ACOPALCA",SHASHAL,,,,Huari,San Marcos,40,3,,,01 puente vehicular,PUENTE CONCRETO,06,0610
41024,2016-754,2016,"CONSTRUCCION DE LA DEFENSA RIBEREÑA DE LA MARGEN IZQUIERDA DE UN TRAMO DEL RÍO MOSNA, SECTOR CONIN",CONIN,,,,Huari,San Marcos,12,4,,,,CANAL RÚSTICO,06,0610
41025,2016-755,2016,"CONSTRUCCION DE LA DEFENSA RIBEREÑA DE LA MARGEN IZQUIERDA DE UN TRAMO DEL RÍO PUJUN, SECTOR PUJUN",PUJUN,,,,Huari,San Marcos,12,5,,,,CANAL RÚSTICO,06,0610
41026,2016-756,2016,"CONTRUCCION DE LA DEFENSA RIBEREÑA DE LA MARGEN IZQUIERDA DE UN TRAMO DEL RÍO CARASH, SECTOR HUALLANCA",CARASH,,,,Huari,San Marcos,15,2,,,,CANAL CONCRETO,06,0610
41027,2016-757,2016,"ENCAUZAMIENTO, DESCOLMATACIÓN Y PROTECCIÓN DE RIBERAS EN UN TRAMO DEL RIO HUAYRONGA, SECTOR CHULLUSH, DISTRITO DE CHAVIN DE HUANTAR - HUARI- ANCASH",HUAYRONGA,,,,Huari,San Marcos,32,5,,,,CANAL RÚSTICO,06,0610
41028,2016-758,2016,"ENROCADO DE LA MARGEN IZQUIERDA DE UN TRAMO DEL RIO HUAYRONGA, SECTOR COILLAR, CENTRO POBLADO DE CHALLHUAYACO, DISTRITO DE SAN MARCOS- HUARI - ANCASH",COILLAR,,,,Bolognesi,Huallanca,100,10,,,,CANALES DE CONCRETO,06,0611
41029,2016-759,2016,"CONSTRUCCIÓN DE DEFENSA RIBEREÑA EN AMBAS MÁRGENES DE UN TRAMO DE LA QUEBRADA CALLAC, CENTRO POBLADO DE HUARIMAYO, DISTRITO DE CHAVIN DE HUANTAR  - HUARI - ANCASH",HUARIMAYO,,,,Huari,Chavin De Huantar,8,2,,,,CANAL RÚSTICO,06,0610
41030,2016-760,2016,"DESCOLMATACIÓN  Y DIQUE ENROCADO MARGEN DERECHA DEL RÍO PATIVILCA - AGUAS ARRIBA DEL PUENTE DE ENTRADA AL C.P YANAPAMPA, DISTRITO DE ACAS, PROVINCIA DE OCROS",YANAPAMPA,,,,Ocros,Acas,100,10,,,,,03,0305
41031,2016-761,2016,"DESCOLMATACIÓN  Y  CONFORMACION DE DIQUE ENROCADO MARGEN DERECHA DEL RÍO PATIVILCA - SECTOR YANAPAMPA, DISTRITO DE ACAS, PROVINCIA DE OCROS",YANAPAMPA,,,,Ocros,Acas,100,10,,,,,03,0305
41032,2016-993,2016,"LIMPIEZA Y CONFORMACION DE DIQUE EN LA MARGEN IZQUIERDA DEL RÍO PATIVILCA, SECTOR ENTRADA DEL C.P CAHUA, DISTRITO DE MANAS, PROVINCIA DE CAJATAMBO",CARHUAN BAJO,,,,Ocros,Acas,100,20,,,,,03,0305
41033,2017-60,2017,CONSTRUCCION DE MURO DE GAVION EN LA MARGEN IZQUIERDA RIO MOSNA,CONIN,,,,Huari,Chavin De Huantar,12,12,,,,,06,0610
41034,2017-61,2017,CONSTRUCCION DE MURO DE  MARGEN GAVION EN LA MARGEN IZQUIERDA Y DERECHA DEL RIO RURI CHINCHAY,SAN BERNARDO DE COLPA,,,,Huari,Huari,24,24,,,,,06,0610
41035,2017-62,2017,CONSTRUCCION DE MURO DE GAVION EN LA MARGEN IZQUIERDA RIO SHASHAL,SHASHAL,,,,Huari,Huari,40,40,,,,,06,0610
41036,2017-63,2017,"LIMPIEZA, DESCOLMATACION Y ENCAUZAMIENTO DE LA QUEBRADA PACHACUTEC",PACHACUTEC,,,,Sihuas,Cashapampa,60,60,,,,,06,0609
41037,2017-64,2017,"LIMPIEZA, DESCOLMATACION Y ENCAUZAMIENTO DE LA QUEBRADA HUANCHAJ (CHUNA)",HUASCAR,,,,Sihuas,Cashapampa,40,40,,,,,06,0609
41038,2018-115,2018,"Se propone la descolmación, conformación de dique, protección con enrocado y construcción de espigones en la márgen Izquierda del río Santa, en un tramo de 2528.76 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",Cerro Blanco,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,400,400,2.528 km,4 621 436.52,,,04,0403
41039,2018-116,2018,"Se propone la descolmación, conformación de dique, protección con enrocado y construcción de espigones en la márgen Izquierda del río Santa, en un tramo de 1398.72 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",San Gabriel,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,400,400,1.398 km,2 556 167.72,,,04,0403
41040,2018-117,2018,"Se propone la descolmación, conformación de dique y protección con enrocado en la márgen Izquierda del río Lacramarca, en un tramo de 3497.03 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",La Cruz,Río Lacramarca,Lacramarca,Cuenca Santa,Santa,Chimbote,1000,700,3.497 km,5 881 603.22,,,04,0403
41041,2018-118,2018,"Se propone la descolmación, conformación de dique y protección con enrocado en la márgen Izquierda del río Lacramarca, en un tramo de 3045.63 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",Cascajal - Obra de Arte,Río Lacramarca,Lacramarca,Intercuenca 1375999,Santa,Chimbote,1000,700,3.045 km,5 130 019.60,,,04,0403
41042,2018-119,2018,"Se propone la descolmación, conformación de dique y protección con enrocado en la márgen Izquierda del río Lacramarca, en un tramo de 3985.45 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",Palamenco,Río Lacramarca,Lacramarca,Cuenca Lacramarca,Santa,Chimbote,1200,800,3.985 km,6 694 833.86,,,04,0403
41043,2018-120,2018,"Se propone la descolmación, conformación de dique y protección con enrocado en la márgen Izquierda del río Lacramarca, en un tramo de 1146.89 m de longitud, cual estará sujeta a verificación en la fase de pre inversión.",Chachapoyas,Río Lacramarca,Lacramarca,Cuenca Lacramarca,Santa,Chimbote,900,500,1.146 km,1 968 566.62,,,04,0403
41044,2018-121,2018,"Se propone la descolmación, conformación de dique y camino de servicio de 4.5 m de altura, ademas de la protección con enrocado del río Santa en la márgen Izquierda, en un tramo de 1400 m de longitud, ancho de 200 m y profundidad de 1.50 m, la  cual",Pueblo Viejo 1 y 2,Río Santa,Santa,Cuenca Santa,Santa,Santa,150,50,1.4 km,3 026 970.84,,,04,0403
41045,2018-123,2018,"Se propone la descolmación, conformación de dique y camino de servicio de 4.5 m de altura, además de la protección con enrocado del río Santa en la márgen Izquierda, en un tramo de 2100 m de longitud, ancho de 200 m y profundidad de 1.50 m, la  cua",Bocatoma San Bartolo,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,350,300,2.1 km,4 511 897.48,,,04,0403
41046,2018-124,2018,"Se propone la descolmación, conformación de dique y camino de servicio de 4.5 m de altura, además de la protección con enrocado del río Santa en la márgen Izquierda, en un tramo de 500 m de longitud, ancho de 200 m y profundidad de 1.50 m, la  cual",Tablones,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,100,50,0.5 km,1 117 779.45,,,04,0403
41047,2018-125,2018,"Se propone la descolmación, conformación de dique y camino de servicio de 4.5 m de altura, además de la protección con enrocado del río Santa en la márgen Izquierda, en un tramo de 800 m de longitud, ancho de 200 m y profundidad de 1.50 m, la  cual",Suchiman La Huaca,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,100,50,0.8 km,1 754 176.58,,,04,0403
41048,2018-126,2018,"Se propone la descolmación, conformación de dique y camino de servicio de 4.5 m de altura, además de la protección con enrocado del río Santa en la márgen Izquierda, en un tramo de 1600 m de longitud, ancho de 200 m y profundidad de 1.50 m, la  cua",Ex Bocatoma Santa - La Vñibora,Río Santa,Santa,Cuenca Santa,Santa,Chimbote,350,300,1.6 km,3 451 235.60,,,04,0403
41049,2018-128,2018,"Se propone la descolmación, conformación de dique y  protección con enrocado del río Jimbe en la márgen Izquierda, en un tramo de 200 m de longitud, la  cual estará sujeta a verificación en la fase de pre inversión. Realización de talleres de se",Llicllao,Río Jimbe,Jimbe,Cuenca Nepeña,Santa,Caceres Del Peru,50,40,0.2 km,291 379.24,,,04,0403
41050,2018-129,2018,"Se propone la descolmación y conformación de dique en ambas márgenes del río Loco en un tramo de 2800 m, además la protección con enrocado en la márgen derecha, en un tramo de 1440 m, la  cual estará sujeta a verificación en la fase de pre inver","Tambar, Pocos, Caura Alta, Caura Baja y Shocospuquio",Río Loco,Loco,Cuenca Nepeña,Santa,Moro,150,50,2.8 km,4 538 655.28,,,04,0403
41051,2018-130,2018,"Se propone la descolmación, conformación de dique y la protección con enrocado en márgen izquierda del río Nepeña en un tramo de 726 m, la  cual estará sujeta a verificación en la fase de pre inversión. Reforestación y realización de talleres",Macracancha,Río Nepeña,Nepeña,Cuenca Nepeña,Santa,Caceres Del Peru,30,20,0.726 km,740 697.45,,,04,0403
41052,2018-131,2018,"Se propone la descolmación y conformación de dique en ambas márgenes del río Solivin en un tramo de 4550 m, además la protección con enrocado en la márgen derecha de 2400 m de longitud, la  cual estará sujeta a verificación en la fase de pre inv",San Jacinto,Qda Solivin,Solivin,Cuenca Nepeña,Santa,Nepeña,1200,1000,4.55 km,6 818 444.38,,,04,0403
41053,2018-132,2018,"Se propone la descolmación y conformación de dique en ambas márgenes del río Loco en un tramo de 1294 m, además Reforestación y realización de talleres de sensibilización en temas de gestón de desastres y delimitación de fajas marginales. Esta",Santa Rosa - Tambar,Río Loco,Loco,Cuenca Nepeña,Santa,Moro,50,50,1.294 km,1 495 016.08,,,04,0403
41054,2018-133,2018,"Se propone la descolmación y conformación de dique en ambas márgenes del río Nepeña en un tramo de 1000 m, además Reforestación y realización de talleres de sensibilización en temas de gestón de desastres y delimitación de fajas marginales. Es",Quillhuay - Captuy,Nepeña,Nepeña,Cuenca Nepeña,Santa,Moro,100,80,1 km,1 599 440.52,,,04,0403
41055,2018-134,2018,"Se propone la descolmación, conformación de dique y protección con enrocado en la márgen izquierda del río Santa en un tramo de 1000 m, con un ancho cauce de 200 m, una profundidad de 1.50 m. y camino de servicio de 4.5 m. Esta información estará",Mantas,Río Santa,Santa,Cuenca Nepeña,Santa,Chimbote,350,300,1 km,2 178 441.34,,,04,0403
41056,2018-135,2018,Se propone la limpieza y descolmatación y conformación de dique con material propio,"Caña Castilla, Pañamarca y Huacatambo",Río Santa,Santa,Cuenca Nepeña,Santa,Nepeña,600,850,7 km,5 254 178.65,,,04,0403
41057,2018-136,2018,Se propone la limpieza y descolmatación y conformación de dique con material propio,"Cocharcas, San José y Cerro Blanco",Río Santa,Santa,Cuenca Nepeña,Santa,Nepeña,500,1500,5.5 km,4 131 557.41,,,04,0403
41058,2018-137,2018,"Se propone la limpieza y descolmatación, conformación de dique con material propio y protecciónde talud con roca al volteo","Cushipampa, Puente Moro y Pasamayito",Río Santa,Santa,Cuenca Nepeña,Santa,Moro,500,1500,2 km,4 760 608.65,,,04,0403
41059,2018-138,2018,"Se propone la limpieza y descolmatación, conformación de dique con material propio y protecciónde talud con roca al volteo","Huambacho, Patillos, La Capilla y la ciudad capital de Samanco",Río Santa,Santa,Cuenca Nepeña,Santa,Samanco,5000,1000,2 km,5 508 433.65,,,04,0403
41060,2018-139,2018,"Se propone la limpieza y descolmatación, conformación de dique con material propio y protecciónde talud con roca al volteo","Huarcos-Limonhirca, Vinchamarca Chica - Paredones, Virahuanca-Quisque",Río Santa,Santa,Cuenca Nepeña,Santa,Moro,250,850,2.4 km,5 334 672.02,,,04,0403
41061,2018-140,2018,"Se propone la descolmación, conformación de dique y protección con enrocado del río Culebras en un tramo total de 5630 m, con un ancho cauce de 20 m, una profundidad de 1.50 m. Conjuntamente se desarrollará actividades de reforestación. Esta inform",Janca,Río Culebras,Culebras,Cuenca Culebras,Huaraz,Huanchay,15000,15000,5.63 km,20 890 578.45,,,04,0401
41062,2018-141,2018,"Se propone la descolmación, conformación de dique y protección con enrocado del río Huarmey en un tramo total de 17304 m, con un ancho cauce de 30 - 40 m, una altura de dique  de 3.0 m. Conjuntamente se desarrollará actividades de reforestación. Es",Tres Cruces,Río Huarmey,Huarmey,Cuenca Huarmey,Huarmey,Huarmey,450,300,17.304 km,60 289 586.17,,,04,0401
41063,2018-142,2018,"Se propone la descolmación, conformación de dique y protección con enrocado del río Huarmey en un tramo total de 6670 m, con un ancho cauce de 32  m, una altura de dique de 3.0 m. Conjuntamente se desarrollará actividades de reforestación. Esta inf",Mandinga - Puente Cus Cus,Río Huarmey,Huarmey,Cuenca Huarmey,Huarmey,Huarmey,8250,917,6.67 km,37 356 598.76,,,04,0401
41064,2018-143,2018,"Se propone la descolmación, conformación de dique y protección con enrocado del río Huarmey en un tramo total de 11150 m, con un ancho cauce de 30 - 40  m, una altura de dique de 3.0 m. Conjuntamente se desarrollará actividades de reforestación. Es",Huamba Alta,Río Huarmey,Huarmey,Cuenca Huarmey,Huarmey,Huarmey,4500,3000,11.15 km,29 684 628.27,,,04,0401
41065,2018-144,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Casma, en un tramo de 5000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Casablanca- Hualgayoc,Río Casma,Casma,Cuenca Casma,Casma,Yautan,120,120,5 km,28 757 068.75,,,04,0401
41066,2018-145,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Casma, en un tramo de 5500 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Calavera Grande - Chica- Choloque,Río Casma,Casma,Cuenca Casma,Casma,Casma,100,100,5.5 km,31 629 448.17,,,04,0401
41067,2018-146,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Casma, en un tramo de 7300 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Puquio Grande - Mojeque- San Francisco,Río Casma,Casma,Cuenca Casma,Casma,Casma,100,100,7.3 km,30 516 915.44,,,04,0401
41068,2018-147,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Casma, en un tramo de 5000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Santa Ana - Antival - Manchan,Río Casma,Casma,Cuenca Casma,Casma,Casma,120,120,5 km,28 758 830.07,,,04,0401
41069,2018-148,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Casma, en un tramo de 5200 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Carrizal - Sampeche - El Carmen,Río Casma,Casma,Cuenca Casma,Casma,Casma,150,150,5.2 km,29 907 852.28,,,04,0401
41070,2018-149,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Grande, en un tramo de 10000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Pte Poctao,Río Casma,Casma,Cuenca Casma,Huaraz,Pampas Grande,100,100,10 km,57 484 385.55,,,04,0401
41071,2018-150,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Grande, en un tramo de 8700 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Jayhua- Hoyada,Río Casma,Casma,Cuenca Casma,Casma,Yautan,200,200,8.7 km,50 015 741.13,,,04,0401
41072,2018-151,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Tomeque, en un tramo de 4000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Muña,Río Tomeque,Tomeque,Cuenca Casma,Casma,Yautan,150,150,4 km,23 013 718.97,,,04,0401
41073,2018-152,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Sechín, en un tramo de 5000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Olivar- Poyor Alto- Huanchuy- la Viña,Río Sechín,Sechín,Cuenca Casma,Casma,Buena Vista Alta,300,300,5 km,28 758 830.07,,,04,0401
41074,2018-153,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Sechín, en un tramo de 2000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Poyor Bajo - Tambillos,Río Sechín,Sechín,Cuenca Casma,Casma,Buena Vista Alta,100,100,2 km,11 523 496.77,,,04,0401
41075,2018-154,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Sechín, en un tramo de 3000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Tucushuanca- El Pueblo-Tomagrande-Rinconada- Huancamuña,Río Sechín,Sechín,Cuenca Casma,Casma,Buena Vista Alta,150,150,3 km,17 268 607.87,,,04,0401
41076,2018-155,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Sechín, en un tramo de 7800 m. Esta información estará sujeta a verificación en la fase de pre inversión.",Cuncan- Río Sechin(Desembocadura Río Casma),Río Sechín,Sechín,Cuenca Casma,Casma,Casma,500,500,7.8 km,44 845 141.14,,,04,0401
41077,2018-156,2018,"Se propone la descolmación y conformación de dique con material propio, en ambas márgenes del cauce del río Sechín, en un tramo de 6000 m. Esta información estará sujeta a verificación en la fase de pre inversión.",San Luis - Taucache- Huancamuña,Río Sechín,Sechín,Cuenca Casma,Casma,Buena Vista Alta,200,200,6 km,34 503 941.16,,,04,0401
41078,2018-157,2018,Descolmatacion de la quebrada en una longitud de 0.300 km y conformacion de muros de contencion en ambas margenes del Río en una longitud de 0.500 km,Yanama,Qda. Chichicsa,Chichicsa,Intercuenca Alto Marañón V,Yungay,Yanama,30,30,0.5 km,856 005.96,,,06,0609
41079,2018-158,2018,Descolmatacion de la quebrada en una longitud de 0.300 km y conformacion de muros de contencion en ambas margenes del Río en una longitud de 0.500 km,Parco,Qda. Parco Grande,Parco Grande,Intercuenca Alto Marañón V,Pomabamba,Pomabamba,,,0.202 km,303 285.31,,,06,0609
41080,2018-159,2018,Construccón de una defensa ribereña con   gaviones,Jancapampa,Qda. Jancapampa,Jancapampa,Intercuenca Alto Marañón V,Pomabamba,Pomabamba,16,16,0.145 km,655 422.01,,,06,0609
41081,2018-160,2018,Descolmatacion del cauce del Río . Instalaion de gaviones en la magen izquierda en una longitud de 40 m.,Conin,Río Mosna,Mosna,Intercuenca Alto Marañón V,Huari,Chavin De Huantar,12,12,0.04 km,91 496.65,,,06,0610
41082,2019-376,2019,Descolmatación de cauce de rio Nepeña y protección margen izquierda con enrocado de la Bocatoma Montecomun,Puente Moro-Bocatoma Monte Comun,Nepeña,,Nepeña,Santa,Moro,,,1.5 km,890 442.25,,,04,0403
41083,2019-377,2019,Descolmatación de cauce del rio Nepeña y protección con enrocado,"Huanbacho, Patillos, La Capilla, y la Ciudad Capital del Disrito de Samanco",Nepeña,,Nepeña,Santa,Samanco,,,6 km,4 218 476.63,,,04,0403
41084,2019-378,2019,Descolmatación de cauce del rio Nepeña y conformacion de dique en ambas margenes,"Caña Castilla, Pañamarca y Huacatambo",Nepeña,,Nepeña,Santa,Nepeña,,,7 km,3 392 720.33,,,04,0403
41085,2019-379,2019,Descolmatación de cauce del rio Santa y protección con enrocado en la margen izquierda,Pueblo Viejo 1 y 2,Santa,,Santa,Santa,Santa,,,1 km,6 033 223.77,,,04,0403
