ID_registro;archivo_origen;N;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;RUC;RESPONSABLE;COD_UF;DENOMINACIÓN;ZONA;ESTE;NORTE;PERIMETRO;ÁREA_M2;ÁREA_HA;VOLUMEN;AMBITO;TIPO_ESPACIO;OPERATIVIDAD;SEGREGACIÓN;QUEMA_RRSS;AGUAJAL;BOFEDAL;PANTANO;AMORTIGUAMIENTO_ANP;ANP;CATEGORIA;Año;Documento
38703;7584838-anexo-ii-5.xlsx;267;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0018006;Mollendo 1;18;817990.0;8116749;278;4774.0;0.4774;11935;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38704;7584838-anexo-ii-5.xlsx;268;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0018007;Mollendo 2;18;818183.0;8117149;185;2023.0;0.2023;1153193;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38705;7584838-anexo-ii-5.xlsx;269;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0018008;Mollendo 3;18;816763.0;8116907;1016;13393.0;1.3393;20089.5;Rural;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38706;7584838-anexo-ii-5.xlsx;270;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0018009;Mollendo 4;18;817073.0;8116340;887;14076.0;1.4076;42228;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38707;7584838-anexo-ii-5.xlsx;271;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0018010;Mollendo 5;18;816514.0;8117523;642;4794.0;0.4794;7191;Rural;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38708;7584838-anexo-ii-5.xlsx;272;40701;Arequipa;Islay;Mollendo;Por determinar;Por Determinar;UF0035199;La Joya 2;19;189058.59;8152903.6;223;3104.0;0.3104;6208;Rural;Privado;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38709;7584838-anexo-ii-5.xlsx;273;40801;Arequipa;La Union;Cotahuasi;Por determinar;Por Determinar;UF0035729;Cotahuasi;18;726046.0;8317561;1950;10621.0;1.0621;12745.199999999999;Rural;Público;ACTIVO;No;Si;No;No;No;No;Si;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38710;7584838-anexo-ii-5.xlsx;274;40801;Arequipa;La Union;Cotahuasi;Por determinar;Por Determinar;UF0035730;Supaypunco;18;726999.0;8318460;218;2080.0;0.208;1872;Rural;No determinado;ACTIVO;No;Si;No;No;No;No;Si;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38711;7584838-anexo-ii-5.xlsx;275;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018052;Via A Mollepata 1;18;583001.62;8547984.03;373.27;8011.28;0.801128;257963.216;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38712;7584838-anexo-ii-5.xlsx;276;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0034312;Via A Mollepata 2;18;583172.04;8547991.33;308.26;5739.65;0.573965;160710.02;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38713;7584838-anexo-ii-5.xlsx;277;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0034313;Via A Mollepata 3;18;583181.32;8547999.24;294.1;4618.23;0.461823;129310.44;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38714;7584838-anexo-ii-5.xlsx;278;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018053;Via A Mollepata 4;18;583145.5;8548167.21;439.58;10014.75;1.001475;721062;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38715;7584838-anexo-ii-5.xlsx;279;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018054;Via A Mollepata 5;18;583608.16;8548404.72;376.53;7158.27;0.715827;290625.76;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38716;7584838-anexo-ii-5.xlsx;280;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018055;Via A Mollepata 6;18;583737.25;8548430.05;239.45;3084.97;0.30849699999999997;154248.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38717;7584838-anexo-ii-5.xlsx;281;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018056;Ayacucho;18;584398.48;8549049.57;142.47;1257.54;0.125754;20246.39;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38718;7584838-anexo-ii-5.xlsx;282;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018057;Carretera Pe3S;18;585195.55;8548532.37;129.43;761.93;0.076193;4266.8;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38719;7584838-anexo-ii-5.xlsx;283;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0018058;Via Libertadores;18;582261.26;8544442.11;401.69;2989.21;0.298921;39457.57;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38720;7584838-anexo-ii-5.xlsx;284;50101;Ayacucho;Huamanga;Ayacucho;Por determinar;Por Determinar;UF0038458;Palacios;18;582561.0;8547556;320;9700.0;0.97;10000;Urbano;Privado;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2024;Resolución N° 00052-2024-OEFA/DSIS
38721;7584838-anexo-ii-5.xlsx;285;50104;Ayacucho;Huamanga;Carmen Alto;Por determinar;Por Determinar;UF0035800;Ayacucho 01;18;583875.88;8540621.14;147;328.0;0.0328;90;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38722;7584838-anexo-ii-5.xlsx;286;50105;Ayacucho;Huamanga;Chiara;Por determinar;Por Determinar;UF0019095;Chiara;18;584604.79;8526745.84;231;2523.0;0.2523;5046;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38723;7584838-anexo-ii-5.xlsx;287;50115;Ayacucho;Huamanga;Jesus Nazareno;Por determinar;Por Determinar;UF0018060;Jesus Nazareno;18;586801.0;8547912;378;1391.0;0.1391;1391;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38724;7584838-anexo-ii-5.xlsx;288;50107;Ayacucho;Huamanga;Pacaycasa;Por determinar;Por Determinar;UF0019099;Pacaycasa 1;18;583755.98;8553551.19;290;2669.0;0.2669;8007;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38725;7584838-anexo-ii-5.xlsx;289;50107;Ayacucho;Huamanga;Pacaycasa;Por determinar;Por Determinar;UF0019109;Pacaycasa 2;18;583681.0;8553776;82;423.0;0.0423;212;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38726;7584838-anexo-ii-5.xlsx;290;50107;Ayacucho;Huamanga;Pacaycasa;Por determinar;Por Determinar;UF0019110;Pacaycasa 3;18;583739.0;8553917;46;118.0;0.0118;177;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38727;7584838-anexo-ii-5.xlsx;291;50107;Ayacucho;Huamanga;Pacaycasa;Por determinar;Por Determinar;UF0019111;Pacaycasa 4;18;583766.0;8553947;62;164.0;0.0164;82;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38728;7584838-anexo-ii-5.xlsx;292;50107;Ayacucho;Huamanga;Pacaycasa;Por determinar;Por Determinar;UF0019112;Pacaycasa 5;18;583944.0;8554044;109;805.0;0.0805;401;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38729;7584838-anexo-ii-5.xlsx;293;50108;Ayacucho;Huamanga;Quinua;Por determinar;Por Determinar;UF0019100;Quinua;18;583924.56;8553258.85;561;2264.0;0.2264;4528;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38730;7584838-anexo-ii-5.xlsx;294;50110;Ayacucho;Huamanga;San Juan Bautista;Por determinar;Por Determinar;UF0019096;San Juan Bautista 1;18;583781.87;8537546.87;108;432.0;0.0432;864;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38731;7584838-anexo-ii-5.xlsx;295;50110;Ayacucho;Huamanga;San Juan Bautista;Por determinar;Por Determinar;UF0019097;San Juan Bautista 2;18;584156.84;8538696.83;180;2337.0;0.2337;32718;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38732;7584838-anexo-ii-5.xlsx;296;50110;Ayacucho;Huamanga;San Juan Bautista;Por determinar;Por Determinar;UF0019098;Huatatas;18;587290.52;8543033.88;424;8238.0;0.8238;123570;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38733;7584838-anexo-ii-5.xlsx;297;50110;Ayacucho;Huamanga;San Juan Bautista;Por determinar;Por Determinar;UF0019101;Yanama 1;18;586515.21;8541101.65;818;23959.28;2.395928;1150045.44;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38734;7584838-anexo-ii-5.xlsx;298;50110;Ayacucho;Huamanga;San Juan Bautista;Por determinar;Por Determinar;UF0019102;Yanama 2;18;585224.19;8540071.33;490.55;1621.54;0.162154;2270.15;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38735;7584838-anexo-ii-5.xlsx;299;50113;Ayacucho;Huamanga;Tambillo;Por determinar;Por Determinar;UF0019093;Tambillo 1;18;588089.0;8545194.00012;509.26;13277.2;1.32772;411587;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38736;7584838-anexo-ii-5.xlsx;300;50113;Ayacucho;Huamanga;Tambillo;Por determinar;Por Determinar;UF0019094;Tambillo 2;18;588140.023859;8545279.47691;391.4;2240.41;0.224041;6721.23;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38737;7584838-anexo-ii-5.xlsx;301;50408;Ayacucho;Huanta;Llochegua;Por determinar;Por Determinar;UF0018069;Llochegua;18;619097.0;8628224;749;6078.0;0.6078;1215;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38738;7584838-anexo-ii-5.xlsx;302;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018061;Luricocha 1;18;574473.0;8574503;205;1511.0;0.1511;1511;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38739;7584838-anexo-ii-5.xlsx;303;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018062;Luricocha 2;18;574601.0;8574471;82;209.0;0.0209;314;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38740;7584838-anexo-ii-5.xlsx;304;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0034314;Luricocha 3;18;575051.0;8574276;686;25966.0;2.5966;5193;Rural;Público;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38741;7584838-anexo-ii-5.xlsx;305;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018063;Luricocha 4;18;575144.0;8572554;334;5069.0;0.5069;7604;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38742;7584838-anexo-ii-5.xlsx;306;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018064;Luricocha 5;18;575180.0;8572180;243;3954.0;0.3954;3954;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38743;7584838-anexo-ii-5.xlsx;307;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018065;Luricocha 6;18;576350.0;8571742;97;565.0;0.0565;170;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38744;7584838-anexo-ii-5.xlsx;308;50405;Ayacucho;Huanta;Luricocha;Por determinar;Por Determinar;UF0018066;Luricocha 7;18;577896.0;8572196;226;806.0;0.0806;403;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38745;7584838-anexo-ii-5.xlsx;309;50701;Ayacucho;Parinacochas;Coracora;Por determinar;Por Determinar;UF0018067;Coracora;18;630333.0;8337613;87.8;849.0;0.0849;225;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38746;7584838-anexo-ii-5.xlsx;310;51002;Ayacucho;Victor Fajardo;Alcamenca;Por determinar;Por Determinar;UF0018059;Alcamenca;18;594611.0;8491789;242;653.0;0.0653;653;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38747;7584838-anexo-ii-5.xlsx;311;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019103;Quebrada Yuracyaccu;18;613429.97;8490932.42;174;622.0;0.0622;3110;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38748;7584838-anexo-ii-5.xlsx;312;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019104;Yuracyaccu;18;615240.06;8491952.26;220;1479.0;0.1479;4437;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38749;7584838-anexo-ii-5.xlsx;313;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019105;Vilcashuaman 1;18;614178.210508;8490991.873615;182;1759.0;0.1759;4397.5;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38750;7584838-anexo-ii-5.xlsx;314;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019106;Vilcashuaman 2;18;614316.0;8491048;178;1207.0;0.1207;6035;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38751;7584838-anexo-ii-5.xlsx;315;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019107;Vilcashuaman 3;18;614509.0;8490899;182;1759.0;0.1759;4397.5;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38752;7584838-anexo-ii-5.xlsx;316;51101;Ayacucho;Vilcas Huaman;Vilcas Huaman;Por determinar;Por Determinar;UF0019108;Vilcashuaman 4;18;613294.99;8489540.89;155;1089.0;0.1089;2289;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38753;7584838-anexo-ii-5.xlsx;317;60101;Cajamarca;Cajamarca;Cajamarca;Por determinar;Por Determinar;UF0035638;Puente Venecia;17;775134.0;9209803;557;2558.0;0.2558;1279;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38754;7584838-anexo-ii-5.xlsx;318;60101;Cajamarca;Cajamarca;Cajamarca;Por determinar;Por Determinar;UF0035639;Cajamarca;17;775394.0;9209697;393;1589.0;0.1589;2383.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38755;7584838-anexo-ii-5.xlsx;319;60101;Cajamarca;Cajamarca;Cajamarca;Por determinar;Por Determinar;UF0035640;Puente Moyococha;17;774083.0;9209581;278;631.0;0.0631;315.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38756;7584838-anexo-ii-5.xlsx;320;60101;Cajamarca;Cajamarca;Cajamarca;Por determinar;Por Determinar;UF0035634;Cajamarca 1;17;775497.0;9202741;158;345.0;0.0345;862.5;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38757;7584838-anexo-ii-5.xlsx;321;60106;Cajamarca;Cajamarca;Jesus;Por determinar;Por Determinar;UF0035635;Jesus 5;17;791261.0;9196535;80.5;96.9;0.00969;87.21;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38758;7584838-anexo-ii-5.xlsx;322;60108;Cajamarca;Cajamarca;Los baños del Inca;Por determinar;Por Determinar;UF0035637;Cerrillo;17;777136.0;9211182;2424;107585.0;10.7585;215170;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38759;7584838-anexo-ii-5.xlsx;323;60109;Cajamarca;Cajamarca;Magdalena;Por determinar;Por Determinar;-;Magdalena 1 ;17;755389.72;9200183.55;204;1816.0;0.1816;4540;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38760;7584838-anexo-ii-5.xlsx;324;60110;Cajamarca;Cajamarca;Matara;Por determinar;Por Determinar;UF0035636;Matara 1 ;17;802127.0;9196523;40.2;98.9;0.009890000000000001;247.25;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38761;7584838-anexo-ii-5.xlsx;325;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018148;Paclla;17;813594.0;9244474;117;497.0;0.0497;198.8;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38762;7584838-anexo-ii-5.xlsx;326;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018149;Paclla 1;17;814051.0;9244075;72.7;325.0;0.0325;97.5;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38763;7584838-anexo-ii-5.xlsx;327;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018150;Paclla 2;17;814232.0;9243863;96.7;365.0;0.0365;292;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38764;7584838-anexo-ii-5.xlsx;328;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018151;Paclla 3;17;814252.0;9243746;167;1196.0;0.1196;837.2;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38765;7584838-anexo-ii-5.xlsx;329;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018152;Paclla 4;17;814300.0;9243609;118;704.0;0.0704;422.4;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38766;7584838-anexo-ii-5.xlsx;330;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018153;Celendin 1;17;816777.0;9238628;65.9;166.0;0.0166;83;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38767;7584838-anexo-ii-5.xlsx;331;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018154;Celendin 2;17;816645.0;9238465;162;1291.0;0.1291;516.4;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38768;7584838-anexo-ii-5.xlsx;332;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018155;Celendin 3;17;816520.0;9237870;62;233.0;0.0233;116.5;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38769;7584838-anexo-ii-5.xlsx;333;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0018156;Celendin 4;17;816539.0;9237774;127;571.0;0.0571;571;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38770;7584838-anexo-ii-5.xlsx;334;60301;Cajamarca;Celendin;Celendin;Por determinar;Por Determinar;UF0035200;Celendin 5;17;813886.01;9244448.27;51;116.0;0.0116;98.6;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38771;7584838-anexo-ii-5.xlsx;335;60308;Cajamarca;Celendin;Oxamarca;Por determinar;Por Determinar;UF0018146;Oxamarca 1;17;823790.0;9220804;95.6;416.0;0.0416;1248;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38772;7584838-anexo-ii-5.xlsx;336;60308;Cajamarca;Celendin;Oxamarca;Por determinar;Por Determinar;UF0018147;Oxamarca 2;17;823837.0;9220742;147;683.0;0.0683;2049;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38773;7584838-anexo-ii-5.xlsx;337;60309;Cajamarca;Celendin;Sorochuco;Por determinar;Por Determinar;UF0035201;Sorochuco 1;17;803679.0;9235097;107;653.0;0.0653;914.2;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38774;7584838-anexo-ii-5.xlsx;338;60401;Cajamarca;Chota;Chota;Por determinar;Por Determinar;UF0018158;Chota 1;17;758870.0;9273596;696;3663.0;0.3663;3663;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38775;7584838-anexo-ii-5.xlsx;339;60401;Cajamarca;Chota;Chota;Por determinar;Por Determinar;UF0018159;Chota 2;17;758435.0;9273993;841;2774.0;0.2774;927078;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38776;7584838-anexo-ii-5.xlsx;340;60401;Cajamarca;Chota;Chota;Por determinar;Por Determinar;UF0018160;Chota 3;17;757692.0;9275864;247;871.0;0.0871;1045.2;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38777;7584838-anexo-ii-5.xlsx;341;60401;Cajamarca;Chota;Chota;Por determinar;Por Determinar;UF0018161;Conga Blanca;17;761475.0;9273852;411;1721.0;0.1721;1721;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38778;7584838-anexo-ii-5.xlsx;342;60407;Cajamarca;Chota;Cochabamba;Por determinar;Por Determinar;UF0035202;Cochabamba 1;17;734013.0;9284146;75.1;198.0;0.0198;237.6;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38779;7584838-anexo-ii-5.xlsx;343;60411;Cajamarca;Chota;Llama;Por determinar;Por Determinar;UF0018157;Llama;17;706809.0;9280335;110;438.0;0.0438;262.8;Rural;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38780;7584838-anexo-ii-5.xlsx;344;60417;Cajamarca;Chota;Tacabamba;Por determinar;Por Determinar;UF0018162;Aviación;17;764373.0;9292415;332;4492.0;0.4492;6738;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38781;7584838-anexo-ii-5.xlsx;345;60502;Cajamarca;Contumaza;Chilete;Por determinar;Por Determinar;UF0035205;Chilete 1 ;17;739287.0;9200622;235;2005.0;0.2005;3408.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38782;7584838-anexo-ii-5.xlsx;346;60501;Cajamarca;Contumaza;Contumaza;Por determinar;Por Determinar;UF0035203;Contumaza 1;17;742240.1;9185065.37;35.9;93.2;0.00932;121.16;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38783;7584838-anexo-ii-5.xlsx;347;60501;Cajamarca;Contumaza;Contumaza;Por determinar;Por Determinar;UF0035204;Contumaza 2;17;742320.57;9186074.44;114;191.0;0.0191;382;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38784;7584838-anexo-ii-5.xlsx;348;60508;Cajamarca;Contumaza;Yonan;Por determinar;Por Determinar;UF0018204;Peña Blanca 2;17;704035.0;9200823;51.8;104.0;0.0104;124.8;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38785;7584838-anexo-ii-5.xlsx;349;60508;Cajamarca;Contumaza;Yonan;Por determinar;Por Determinar;UF0018205;Botadero;17;704811.0;9200204;142;250.0;0.025;500;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38786;7584838-anexo-ii-5.xlsx;350;60508;Cajamarca;Contumaza;Yonan;Por determinar;Por Determinar;UF0018206;Yonan 1;17;705508.0;9198892;230;2026.0;0.2026;1013;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38787;7584838-anexo-ii-5.xlsx;351;60508;Cajamarca;Contumaza;Yonan;Por determinar;Por Determinar;UF0018207;Yonan 2;17;705659.0;9198655;427;2832.0;0.2832;849.6;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
