ID_registro;archivo_origen;N;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;RUC;RESPONSABLE;COD_UF;DENOMINACIÓN;ZONA;ESTE;NORTE;PERIMETRO;ÁREA_M2;ÁREA_HA;VOLUMEN;AMBITO;TIPO_ESPACIO;OPERATIVIDAD;SEGREGACIÓN;QUEMA_RRSS;AGUAJAL;BOFEDAL;PANTANO;AMORTIGUAMIENTO_ANP;ANP;CATEGORIA;Año;Documento
38437;7584838-anexo-ii-5.xlsx;1;10202;Amazonas;Bagua;Aramango;Por determinar;Por Determinar;UF0017874;Aramango;17;783762.0;9400504;222;1061.0;0.1061;64866;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38438;7584838-anexo-ii-5.xlsx;2;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0017863;Chachapoyas 1;18;184652.0;9311377;41.7;103.0;0.0103;164.8;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38439;7584838-anexo-ii-5.xlsx;3;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0017866;Chachapoyas 2;18;184651.0;9311463;107;313.0;0.0313;250.4;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38440;7584838-anexo-ii-5.xlsx;4;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0017867;Chachapoyas 3;18;185264.0;9311533;197;928.0;0.0928;1856;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38441;7584838-anexo-ii-5.xlsx;5;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0036008;Chachapoyas 9;18;185786.0;9311698;765;20127.0;2.0127;26152.1;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38442;7584838-anexo-ii-5.xlsx;6;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0035171;Chachapoyas 4;18;184143.81;9311423.02;54;82.2;0.00822;57.54;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38443;7584838-anexo-ii-5.xlsx;7;10101;Amazonas;Chachapoyas;Chachapoyas;Por determinar;Por Determinar;UF0036717;El Gran Chaparral – Sector El Alfalfar;18;181204.0;9308796;480;17175.0;1.4175;283500;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2023;Resolución N.° 00058-2023-OEFA/DSIS
38444;7584838-anexo-ii-5.xlsx;8;10114;Amazonas;Chachapoyas;Molinopampa;Por determinar;Por Determinar;UF0035170;Molinopampa 1;18;205115.0;9312755;308;1740.0;0.174;2784;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38445;7584838-anexo-ii-5.xlsx;9;10502;Amazonas;Luya;Camporredondo;Por determinar;Por Determinar;UF0036007;Camporredondo 1;17;792867.43;9310825.65;170;1320.0;0.132;2244;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38446;7584838-anexo-ii-5.xlsx;10;10502;Amazonas;Luya;Camporredondo;Por determinar;Por Determinar;UF0035630;Camporredondo 2;17;794541.54;9315447.67;196;1220.0;0.122;1586;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38447;7584838-anexo-ii-5.xlsx;11;10701;Amazonas;Utcubamba;Bagua Grande;Por determinar;Por Determinar;UF0017872;El Zafiro;17;781852.0;9364418;392;3141.0;0.3141;6282;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38448;7584838-anexo-ii-5.xlsx;12;10701;Amazonas;Utcubamba;Bagua Grande;Por determinar;Por Determinar;UF0019086;Pueblo Nuevo 3;17;783349.0;9363464;289;3108.0;0.3108;31080;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38449;7584838-anexo-ii-5.xlsx;13;10701;Amazonas;Utcubamba;Bagua Grande;Por determinar;Por Determinar;UF0019087;Pueblo Nuevo 4;17;785495.98;9362065.21;289;3108.0;0.3108;31080;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38450;7584838-anexo-ii-5.xlsx;14;10701;Amazonas;Utcubamba;Bagua Grande;Por determinar;Por Determinar;UF0017873;San Luis;17;785674.0;9361966;613;22146.0;2.2146;221460;Rural;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38451;7584838-anexo-ii-5.xlsx;15;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017883;Casma 1;17;797880.79;8953047.32;665;17308.0;1.7308;20769.6;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38452;7584838-anexo-ii-5.xlsx;16;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017884;Casma 2;17;797510.0;8953475;320;2115.0;0.2115;2538;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38453;7584838-anexo-ii-5.xlsx;17;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017885;Casma 3;17;797255.89;8953765.39;144;1216.0;0.1216;1763.2;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38454;7584838-anexo-ii-5.xlsx;18;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017886;Sector El Carmen 1;17;794593.38;8951559.42;462;807.0;0.0807;1008.75;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38455;7584838-anexo-ii-5.xlsx;19;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017887;Sector El Carmen 2;17;795244.4;8950734.13;580;1716.0;0.1716;152094;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38456;7584838-anexo-ii-5.xlsx;20;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017888;Sector El Carmen;17;795678.24;8950539.48;1066;1659.0;0.1659;2239.65;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38457;7584838-anexo-ii-5.xlsx;21;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017889;Casma 4;17;797160.59;8950999.28;182;310.0;0.031;465;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38458;7584838-anexo-ii-5.xlsx;22;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017890;Río Loco;17;798499.32;8951434.85;934;2408.0;0.2408;801131;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38459;7584838-anexo-ii-5.xlsx;23;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017891;Casma 5;17;798415.85;8951688.47;155;297.0;0.0297;237.6;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38460;7584838-anexo-ii-5.xlsx;24;20801;Ancash;Casma;Casma;Por determinar;Por Determinar;UF0017892;Casma 6;17;799680.37;8951637.72;273;92.0;0.0092;110.4;Urbano;Privado;NO ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38461;7584838-anexo-ii-5.xlsx;25;20101;Ancash;Huaraz;Huaraz;Por determinar;Por Determinar;UF0017906;Huaraz 1;18;221754.0;8945394;141;770.0;0.077;2156;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38462;7584838-anexo-ii-5.xlsx;26;20101;Ancash;Huaraz;Huaraz;Por determinar;Por Determinar;UF0017907;Huaraz 2;18;221776.0;8944154;406;1315.0;0.1315;2367;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38463;7584838-anexo-ii-5.xlsx;27;20101;Ancash;Huaraz;Huaraz;Por determinar;Por Determinar;UF0017908;Huaraz 3;18;221346.0;8942687;520;5704.0;0.5704;19678.8;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38464;7584838-anexo-ii-5.xlsx;28;20101;Ancash;Huaraz;Huaraz;Por determinar;Por Determinar;UF0017909;Huaraz 4;18;221562.0;8945459;241;3205.0;0.3205;57690;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38465;7584838-anexo-ii-5.xlsx;29;20101;Ancash;Huaraz;Huaraz;Por determinar;Por Determinar;UF0017928;Huaraz 5;18;221593.0;8945558;123;570.0;0.057;1995;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38466;7584838-anexo-ii-5.xlsx;30;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017893;Huarmey 10;17;811210.0;8888530;452;6244.0;0.6244;1358490;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38467;7584838-anexo-ii-5.xlsx;31;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017894;Wasiñaipa Municipal;17;811063.86;8888791.63;299;3279.0;0.3279;264103;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38468;7584838-anexo-ii-5.xlsx;32;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017895;Panpa Industrial 3 Piedras;17;811168.43;8889013.92;1157;18719.0;1.8719;17783.05;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38469;7584838-anexo-ii-5.xlsx;33;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017896;Huarmey 1;17;810994.31;8889632.12;269;4292.0;0.4292;1187130;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38470;7584838-anexo-ii-5.xlsx;34;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017897;Huarmey 2;17;811372.0;8888666;725;25186.0;2.5186;20148.8;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38471;7584838-anexo-ii-5.xlsx;35;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017898;Buena Villa;17;812066.98;8888902.95;260;3989.0;0.3989;1200005;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38472;7584838-anexo-ii-5.xlsx;36;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017899;Huarmey 3;17;812254.72;8889499.11;437;2911.0;0.2911;2911;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38473;7584838-anexo-ii-5.xlsx;37;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017900;Huarmey 4;17;812425.93;8886951.93;1153;65508.0;6.5508;55681.8;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38474;7584838-anexo-ii-5.xlsx;38;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017901;Huarmey 5;17;811963.13;8884952.59;108;249.0;0.0249;186.75;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38475;7584838-anexo-ii-5.xlsx;39;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017902;Huarmey 6;17;810918.0;8887812;115;919.0;0.0919;689.25;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38476;7584838-anexo-ii-5.xlsx;40;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017903;Huarmey 7;17;811024.0;8887908;157;701.0;0.0701;455.65;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38477;7584838-anexo-ii-5.xlsx;41;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017904;Huarmey 8;17;811214.0;8888122;1238;17071.0;1.7071;17071;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38478;7584838-anexo-ii-5.xlsx;42;21101;Ancash;Huarmey;Huarmey;Por determinar;Por Determinar;UF0017905;Huarmey 9;17;811572.0;8888667;1899;3878.0;0.3878;368287;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38479;7584838-anexo-ii-5.xlsx;43;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0019088;Chimbote 1;17;762864.59;9000321.18;3856;146227.0;14.6227;731135;Rural;Privado;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38480;7584838-anexo-ii-5.xlsx;44;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017878;Malecón Grau;17;765970.0;8994721;553;1859.0;0.1859;3160.2999999999997;Urbano;Público;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38481;7584838-anexo-ii-5.xlsx;45;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017912;Sector La Perla;17;769191.0;8992631;201;1442.0;0.1442;16984;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38482;7584838-anexo-ii-5.xlsx;46;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017913;La Perla;17;769016.0;8993273;994;29902.0;2.9902;37377.5;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38483;7584838-anexo-ii-5.xlsx;47;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017914;Chimbote 2;17;768360.0;8991519;2386;30933.0;3.0933;61866;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38484;7584838-anexo-ii-5.xlsx;48;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017915;Chimbote 3;17;767434.0;8992651;235;460.0;0.046;598;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38485;7584838-anexo-ii-5.xlsx;49;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017916;Chimbote 4;17;767257.0;8992989;812;727.0;0.0727;1599.4;Urbano;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38486;7584838-anexo-ii-5.xlsx;50;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017917;Chimbote 5;17;767129.0;8993217;875;7840.0;0.784;11760;Urbano;Público;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38487;7584838-anexo-ii-5.xlsx;51;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017918;Chimbote 6;17;766173.0;8994509;702;2025.0;0.2025;1316.25;Urbano;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38488;7584838-anexo-ii-5.xlsx;52;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017919;El Golfo;17;767897.0;8994443;411;4981.0;0.4981;2034888;Urbano;Público;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38489;7584838-anexo-ii-5.xlsx;53;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017920;Chimbote 7;17;768325.0;8994552;428;10013.0;1.0013;13016.9;Urbano;Público;ACTIVO;Si;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38490;7584838-anexo-ii-5.xlsx;54;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017921;Chimbote 8;17;763530.0;8999319;143;584.0;0.0584;671.6;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38491;7584838-anexo-ii-5.xlsx;55;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017922;Chimbote 9;17;763397.0;8999397;101;309.0;0.0309;200.85;Urbano;Privado;ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38492;7584838-anexo-ii-5.xlsx;56;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017923;Chimbote 10;17;766399.0;8994248;806;3460.0;0.346;6920;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38493;7584838-anexo-ii-5.xlsx;57;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017924;Botadero El Palmero;17;764530.59;8998646.47;418;6624.0;0.6624;11923.2;Urbano;Público;NO ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38494;7584838-anexo-ii-5.xlsx;58;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017925;Chimbote 11;17;769211.6;8992356;412;3440.0;0.344;5160;Urbano;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38495;7584838-anexo-ii-5.xlsx;59;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017926;Chimbote 12;17;768601.0;8992644;158;113.0;0.0113;56.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38496;7584838-anexo-ii-5.xlsx;60;21801;Ancash;Santa;Chimbote;Por determinar;Por Determinar;UF0017927;Sector De La Perla 3 Cavezas;17;768908.0;8993225;538;10963.0;1.0963;30696.4;Urbano;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38497;7584838-anexo-ii-5.xlsx;61;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017875;Villa Periodista;17;772890.0;8988511;5368;74092.0;7.41;133365.6;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38498;7584838-anexo-ii-5.xlsx;62;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017876;Nuevo Chimbote 1;17;774276.0;8990882;371;2257.0;0.225;1805.6;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38499;7584838-anexo-ii-5.xlsx;63;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017877;Predio Panchito;17;775280.0;8986358;200;1589.0;0.158;1191.75;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38500;7584838-anexo-ii-5.xlsx;64;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017879;Nuevo Chimbote 2;17;775820.0;8985776;1590;9679.0;0.9679;9679;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38501;7584838-anexo-ii-5.xlsx;65;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017880;Los Álamos;17;770964.0;8991102;481;2538.0;0.2538;6345;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38502;7584838-anexo-ii-5.xlsx;66;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017881; Villamaria;17;769436.0;8990563;538;5294.0;0.5294;13235;Urbano;Público;ACTIVO;No;Si;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38503;7584838-anexo-ii-5.xlsx;67;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017882;Nuevo Chimbote 3;17;772551.0;8991400;189;587.0;0.0587;293.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38504;7584838-anexo-ii-5.xlsx;68;21809;Ancash;Santa;Nuevo Chimbote;Por determinar;Por Determinar;UF0017930;Nuevo Chimbote 4;17;773715.0;8990283;1020;26629.0;2.6629;35949.15;Urbano;Privado;NO ACTIVO;Si;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38505;7584838-anexo-ii-5.xlsx;69;21901;Ancash;Sihuas;Sihuas;Por determinar;Por Determinar;UF0017910;Sihuas 1;18;211006.0;9052828;107;806.0;0.0806;1370.2;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38506;7584838-anexo-ii-5.xlsx;70;21901;Ancash;Sihuas;Sihuas;Por determinar;Por Determinar;UF0017911;Sihuas 2;18;210955.0;9052890;99.6;290.0;0.029;391.5;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38507;7584838-anexo-ii-5.xlsx;71;22001;Ancash;Yungay;Yungay;Por determinar;Por Determinar;UF0017929;Yungay;18;197585.6;8989070.23;442;7890.0;0.789;23670;Urbano;Privado;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38508;7584838-anexo-ii-5.xlsx;72;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017954;Abancay 1;18;725102.0;8486453;189;1067.0;0.1067;1600;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38509;7584838-anexo-ii-5.xlsx;73;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017955;Abancay 2;18;724827.0;8486895;201;1957.0;0.1957;3900;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38510;7584838-anexo-ii-5.xlsx;74;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017956;Abancay 3;18;724142.0;8489290;143;617.0;0.0617;1230;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38511;7584838-anexo-ii-5.xlsx;75;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017957;Abancay 4;18;725481.0;8489953;132;1025.0;0.1025;2050;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38512;7584838-anexo-ii-5.xlsx;76;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017958;Abancay 5;18;726545.0;8490082;53.2;209.0;0.0209;315;Rural;Público;NO ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38513;7584838-anexo-ii-5.xlsx;77;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017959;Quebrada Mariño 1;18;727302.0;8489436;67.4;267.0;0.0267;534;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38514;7584838-anexo-ii-5.xlsx;78;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017960;Abancay 6;18;726917.0;8489355;141;311.0;0.0311;467;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38515;7584838-anexo-ii-5.xlsx;79;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0019089;Abancay 7;18;724763.0;8489769;336;7810.0;0.781;11715;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38516;7584838-anexo-ii-5.xlsx;80;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0019090;Abancay 8;18;726371.09;8491996.01;1655;3437.0;0.3437;5155;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38517;7584838-anexo-ii-5.xlsx;81;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017961;Quebrada Mariño 2;18;726656.0;8488990;44.8;109.0;0.0109;164;Urbano;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38518;7584838-anexo-ii-5.xlsx;82;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0017962;Quebrada Mariño 3;18;726890.0;8489091;85.11;191.0;0.0191;340;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00018-2022-OEFA/DSIS
38519;7584838-anexo-ii-5.xlsx;83;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0035782;Abancay 03;18;725525.0;8490135;112;427.0;0.0427;214;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38520;7584838-anexo-ii-5.xlsx;84;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0035783;Abancay 04;18;726314.0;8489296;114;828.0;0.0828;455;Rural;Privado;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
38521;7584838-anexo-ii-5.xlsx;85;30101;Apurimac;Abancay;Abancay;Por determinar;Por Determinar;UF0035784;Abancay 05;18;724351.0;8489236;243;770.0;0.077;346;Rural;Público;ACTIVO;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS
