ID_registro;archivo_origen;AAA;ALA;UNIDAD HIDROGRÁFICA;PFAFSTETTER;TIPO DEL RECURSO HÍDRICO;NOMBRE DEL RECURSO HÍDRICO;CÓDIGO FINAL;DESCRIPCION;DEPARTAMENTO;PROVINCIA;DISTRITO;ZONA;ESTE;NORTE;ALTITUD m.s.n.m.;CLASIFICACÍON DE CUERPOS DE AGUA
33961;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Río Pinra;RPinr2;Río Pinra, aproximadamente 1,2 Km, aguas abajo de la localidad de Pinra. ;HUANUCO;HUACAYBAMBA;PINRA;18;277019;9012640;2724;Categoría 3
33962;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara5;Río Marañón, aproximadamente 100 m, aguas arriba del puente Copuma que conduce a la provincia de Huacaybamba. ;HUANUCO;HUACAYBAMBA;HUACAYBAMBA;18;287036;8996504;2099;Categoría 3
33963;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Laguna Natural;Huachoccocha;LHuac1;Laguna Huachoccocha, a la salida de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;275784;8925025;4420;Categoría 4
33964;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Puyhuancocha;LPuyh1;Laguna Puyhuancocha, aproximadamente a 800 m de trocha carrozable. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309701;8843662;4670;Categoría 4
33965;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Caballococha;LCaba1;Laguna Caballococha, aproximadamente a 65 m de la trocha carrocable de acceso a oficinas de la CIA  Raura. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309584;8844193;4581;Categoría 4
33966;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Caballococha;LCaba2;Laguna Caballococha, aproximadamente a 30 m de la trocha carrozable de acceso al área de neutralización de la CIA Raura. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309215;8844670;4576;Categoría 4
33967;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Caballococha;LCaba3;Laguna Caballococha, aproximadamente a 200 m del rebose (lado derecho).  ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309727;8845097;4579;Categoría 4
33968;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;SANTA ANA;LSana1;Laguna Santa Ana, aproximadamente a 40 m de la trocha carrozable de acceso a lado oeste de la laguna.;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;308282;8844823;4740;Categoría 4
33969;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;SANTA ANA;LSana2;Laguna Santa Ana, aproximadamente a 120 m de la trocha carrozable de acceso a lado sur de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;308304;8844558;4737;Categoría 4
33970;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;SANTA ANA;LSana3;Laguna Santa Ana, aproximadamente a 20 m de la trocha  carrozable de acceso al lado noreste de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;308665;8844746;4635;Categoría 4
33971;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Niño Perdido;LNper1;Laguna Niño Perdido, ubicada al lado sur de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;307550;8844697;4734;Categoría 4
33972;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Niño Perdido;LNper2;Laguna Niño Perdido, aguas arriba de operaciones de CIA Raura. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;307904;8844457;4749;Categoría 4
33973;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;TINQUICOCHA;LTinq1;Laguna Tinquicocha, lado sur de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309977;8846060;4354;Categoría 4
33974;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;TINQUICOCHA;LTinq2;Laguna Tinquicocha, lado noroeste de la laguna.   ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;310057;8847741;4357;Categoría 4
33975;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Quebrada;Chuspi;QChus1;Quebrada Chuspi, a la salida de aguas de la laguna Chuspi. Aproximadamente 5 m, aguas abajo del puente. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;308045;8849603;4165;Categoría 4
33976;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Patarcocha;LPata1;Laguna Patarcocha, a la salida de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;306804;8852321;4112;Categoría 4
33977;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Taulicocha ;LTaul1;Laguna Taulicocha, a la salida de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;310193;8857754;3931;Categoría 4
33978;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Quebrada No nominada ;QNnom1;Quebrada No nominada, aproximadamente a 20 m aguas abajo de la trocha carrozable. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;310329;8858367;3962;Categoría 4
33979;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Quebrada Chancas;QChan1;Quebrada Chancas, aguas  abajo de la salida Laguna Tactapata.;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;306159;8853000;3679;Categoría 4
33980;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Lauricocha;Llaur1;Laguna Lauricocha,  al ingreso de la laguna, por el lado sur. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;311131;8858245;3875;Categoría 4
33981;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Lauricocha;LLaur2;Laguna Lauricocha, lado noroeste de la laguna. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;311093;8858573;3873;Categoría 4
33982;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Quebrada Lauricocha;QLaur1;Quebrada Lauricocha, aguas arriba del puente, aproximadamente a 20 m, por la margen derecha. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;318102;8859674;3858;Categoría 4
33983;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Quebrada;Antacolpa;QAnta1;Quebrada Antacolpa, aguas abajo del distrito de Antacolpa. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;316433;8865306;3965;Categoría 4
33984;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Lauricocha;RLaur1;Río Lauricocha, aproximadamente 110 m, aguas abaja del puente, por la margen izquierda. ;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;321496;8877880;3575;Categoría 4
33985;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Quebrada Niñochacra;QNiño1;Quebrada Niñochacra, a la altura del puente de la trocha carrozable de acceso al distrito de Queropalca. ;HUANUCO;LAURICOCHA;QUEROPALCA;18;304383;8875552;3881;Categoría 4
33986;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Río Queropalca ;RQuer2;Río Queropalca, aguas debajo de la PTAR del distrito de Queropalca. ;HUANUCO;LAURICOCHA;QUEROPALCA;18;303156;8874473;3805;Categoría 4
33987;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Río Queropalca ;RQuer1;Río Queropalca, aguas arriba del distrito de Queropalca. ;HUANUCO;LAURICOCHA;QUEROPALCA;18;302372;8873772;3096;Categoría 4
33988;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Machaycancha;RMach1;Río Machaycancha, aguas arriba  del puente, antes de la confluencia con el río Queropalca. ;HUANUCO;LAURICOCHA;QUEROPALCA;18;303185;8874623;3809;Categoría 4
33989;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Huayhuash;RHuay1;Río Huayhuash, aproximadamente 370 m aguas arriba de la confluencia con el río Nupe. ;HUANUCO;LAURICOCHA;JESUS;18;308031;8872863;3653;Categoría 4
33990;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Nupe ;RNupe2;Río Nupe, aproximadamente a 40 m aguas arriba del huaro (margen izquierda). ;HUANUCO;LAURICOCHA;BAÑOS;18;311697;8888994;3385;Categoría 4
33991;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Nupe ;RNupe1;Río Nupe, aproximadamente 100 m, antes  de la confluencia con el río Lauricocha, que forman el  río Marañón. ;HUANUCO;LAURICOCHA;RONDOS;18;315430;8895365;3317;Categoría 4
33992;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Quebrada;Huampon;QHuam1;Quebrada Huampon, a la altura del distrito de Jivia.  ;HUANUCO;LAURICOCHA;JIVIA;18;315840;8891646;3368;Categoría 4
33993;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Lauricocha;RLaur2;Río Lauricocha, antes de la confluencia con el río Nupe, que forman el río Marañón. ;HUANUCO;LAURICOCHA;RONDOS;18;315504;8895397;3326;Categoría 4
33994;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;San Juan;RSjua1;Río San Juan (margen derecha), aguas abajo, aproximadamente 100 m del puente de acceso al distrito de Chavinillo.;HUANUCO;YAROWILCA;CHAVINILLO;18;324843;8911972;3348;Categoría 3
33995;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara1;Río Marañón, aguas abajo de la piscigranja administrada por la Municipalidad de Obas.;HUANUCO;YAROWILCA;OBAS;18;318679;8917836;2966;Categoría 3
33996;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara2;Río Marañón (margen derecha), aproximadamente 300 m, aguas arriba de la confluencia con el río Vizcarra. ;HUANUCO;DOS DE MAYO;YANAS;18;311395;8932154;3017;Categoría 3
33997;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Andachupa;RAnda1;Río Andachupa, aproximadamente 35 m aguas arriba de la confluencia con el río Vizcarra. ;ANCASH;BOLOGNESI;HUALLANCA;18;293823;8909774;3359;Categoría 3
33998;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Vizcarra ;RVizc2;Río Vizcarra, aproximadamente a 45 m, aguas abajo de la confluencia con el río Andachupa.;ANCASH;BOLOGNESI;HUALLANCA;18;293827;8909710;3367;Categoría 3
33999;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Taparaco;RTapa1;Río Taparaco, aproximadamente a 60 m, aguas arriba de la confluencia con el río Vizcarra. ;HUANUCO;DOS DE MAYO;RIPAN;18;297299;8909709;3303;Categoría 3
34000;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Vizcarra ;RVizc1;Río Vizcarra, aproximadamente 100 m aguas arriba de la confluencia con el río Marañón. ;HUANUCO;DOS DE MAYO;PACHAS;18;311226;8932415;2967;Categoría 3
34001;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Minascocha;LMina1;Laguna Minascocha, a la salida de la laguna.;HUANUCO;HUAMALIES;LLATA;18;276985;8934414;4400;Categoría 4
34002;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Carhuacocha;LCarh1; Laguna Carhuacocha, lado suroeste de la laguna.;HUANUCO;HUAMALIES;LLATA;18;280720;8934196;4247;Categoría 4
34003;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Vinchascocha;LVinc1;Laguna Vinchascocha, altura del rebose.;HUANUCO;HUAMALIES;LLATA;18;279094;8934648;4360;Categoría 4
34004;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Quebrada Vinchos;QVinc1;Quebrada Vinchos, aproximadamente a 500 m, aguas abajo de la laguna Vinchos. ;HUANUCO;HUAMALIES;LLATA;18;279474;8934304;4437;Categoría 4
34005;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Laguna Natural;Lucia;LLuci1;Laguna Luciachoca, a la salida de la laguna.;HUANUCO;HUAMALIES;LLATA;18;278237;8935801;4435;Categoría 4
34006;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Tranca;RTran1; Río Tranca, antes del vertimiento de Llata. ;HUANUCO;HUAMALIES;LLATA;18;301004;8942694;3301;Categoría 3
34007;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;Aco;RAco2;Río Aco, aguas abajo de la PTAR del distrito  de Llata. ;HUANUCO;HUAMALIES;LLATA;18;301746;8943737;3228;Categoría 3
34008;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara3;Río Marañón,  aproximadamente 70 m, aguas abajo del puente de la localidad de Chuquibamba. ;HUANUCO;HUAMALIES;PUNCHAO;18;303551;8954075;2738;Categoría 3
34009;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara4;Río Marañón, aproximadamente 100 m aguas arriba de la confluencia de la quebrada Chinchuragra.;HUANUCO;HUAMALIES;SINGA;18;304112;8959284;2710;Categoría 3
34010;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Alto Marañon;Intercuenca Alto Marañón V;49899;Otros;Laguna Santa Rosa;LSros1;Laguna Santa Rosa, aproximadamente a 40 m de la trocha carrozable.;HUANUCO;LAURICOCHA;SAN MIGUEL DE CAURI;18;309103;8842482;4750;Categoría 4
34011;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Otros;Quebrada Fortaleza;QFort2;"Quebrada Fortaleza, aproximadamente a 30 m aguas arriba de la confluencia con la quebrada ""Río Arriba"". ";ANCASH;BOLOGNESI;CAJACAY;18;242944;8875848;3347;Categoría 3
34012;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort4;"Río Fortaleza, aproximadamente  20 m aguas abajo de la confluencia con la quebrada ""Río Arriba"".";ANCASH;BOLOGNESI;CAJACAY;18;242899;8875884;3354;Categoría 3
34013;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Quebrada;Río Arriba;QRarr3;"Quebrada ""Río Arriba"", aproximadamente 30 m aguas arriba de la confluencia con la quebrada Fortaleza.";ANCASH;BOLOGNESI;CAJACAY;18;242937;8875873;3356;Categoría 3
34014;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Otros;Quebrada Huayllapampa;QHuay1;Quebrada Huayllapampa, aproximadamente 200 m aguas arriba de la plaza de armas de la ciudad de Huayllapampa.;ANCASH;RECUAY;HUAYLLAPAMPA;18;221754;8887690;2847;Categoría 3
34015;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Quebrada;Alizo;QAliz1;Quebrada Alizo, aproximadamente 50 m aguas arriba de la ciudad Marca.;ANCASH;RECUAY;MARCA;18;228806;8884163;2666;Categoría 3
34016;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Marca;RMarc1;Río Marca, aproximadamente 100 m aguas arriba del puente Chucchis, de la carretera Pativilca - Huaraz y 150 m de la estación de válvulas N° 03 de la Compañía Minera Antamina S. A.;ANCASH;RECUAY;MARCA;18;224041;8877090;1719;Categoría 3
34017;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort8;Río Fortaleza, aproximadamente a 50 m aguas arriba de la estación de la estación de válvulas de alivio N.° 03 de la Compañía Minera Antamina S. A.;ANCASH;RECUAY;MARCA;18;224149;8877105;1703;Categoría 3
34018;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Huayllapampa;RHuay2;Río Huayllapampa, aproximadamente a 100 m aguas arriba de la confluencia con el río Fortaleza.;ANCASH;RECUAY;HUAYLLAPAMPA;18;221245;8874633;1446;Categoría 3
34019;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort10;Río Fortaleza, aproximadamente 500 m aguas arriba de la confluencia con el río Huayllapampa.;ANCASH;RECUAY;MARCA;18;221695;8874531;1441;Categoría 3
34020;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort16;Río Fortaleza, aproximadamente 50 m aguas abajo la confluencia con el río Huayllapampa.;ANCASH;RECUAY;MARCA;18;221194;8874482;1441;Categoría 3
34021;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Purísima;RPuri1;Rio Purísima, aproximadamente a 20 m aguas arriba del puente Rucuy de la ciudad de Huayllacayán.;ANCASH;BOLOGNESI;HUAYLLACAYAN;18;234114;8867656;3075;Categoría 3
34022;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Purísima;RPuri2;Río Purísima, aproximadamente a 5,7  km aguas arriba del puente Colquioc de la  carretera Chasquitambo-Huayllacayán.;ANCASH;BOLOGNESI;COLQUIOC;18;218758;8860826;1161;Categoría 3
34023;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Purísima;RPuri3;Río Purísima, aproximadamente a 20 m aguas arriba del puente Colquioc de la  carretera Chasquitambo-Huayllacayán.;ANCASH;BOLOGNESI;COLQUIOC;18;213660;8858950;1161;Categoría 3
34024;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort13;Río Fortaleza, aproximadamente a 3 km aguas arriba de la confluencia con el río Purísima y altura del km 51 y 52 carretera Pativilca-Huaraz.;ANCASH;BOLOGNESI;COLQUIOC;18;215293;8861304;815;Categoría 3
34025;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort14;Río Fortaleza, altura del embalse Lampay.;LIMA;BARRANCA;PARAMONGA;18;192836;8822682;29;Categoría 3
34026;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Río;Fortaleza;RFort15;Río Fortaleza, aproximadamente a 200 m antes de la desembocadura al mar.;LIMA;BARRANCA;PARAMONGA;18;187125;8821360;8;Categoría 3
34027;Red monitoreo_cuenca Fortaleza_OK.xls;Cañete Fortaleza;Barranca;Cuenca Fortaleza;137592;Otros;Quebrada Fortaleza;QFort1;Quebrada Fortaleza, a la altura de la estación de válvula N°01 de la Compañía Minera Antamina en la localidad de Santa Rosa.;ANCASH;BOLOGNESI;CAJACAY;18;244320;8874077;3519;Categoría 3
34028;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Laguna Natural;Tocto;LToc1;"A la salida de la compuerta de la laguna Tocto.
";LIMA;CAJATAMBO;CAJATAMBO;18;295165;8833073;4775;Categoría 4
34029;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Quebrada;Huishcash;QHuis1;Quebrada Huishcash aproximadamente a 240 m antes de tributar al río Pativilca, margen izquierda.;ANCASH;BOLOGNESI;AQUIA;18;270464;8898916;3946;Categoría 3
34030;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;GORGOR;RGorg1;"Río Gorgor, aproximadamente  a 396 m antes de la confluencia con el río Pativilca; a 36 m del puente Pamplona, margen derecha. 
";LIMA;CAJATAMBO;HUANCAPON;18;260736;8833867;1279;Categoría 3
34031;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Quebrada;Cuncush;QCunc1;"Quebrada Cuncush, aproximadamente a 1290 metros aguas arriba de la confluencia con la quebrada Milu.
";ANCASH;BOLOGNESI;HUASTA;18;287036;8873166;3914;Categoría 3
34032;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Quebrada;Cuncush;QCunc2;"Quebrada Cuncush, aproximadamente a 22 metros aguas arriba del Campamento de la compañía minera Santa Luisa S.A.-U.M. Pallca, margen izquierda.
";ANCASH;BOLOGNESI;HUASTA;18;286620;8872913;3256;Categoría 3
34033;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;LLÁMAC;RLlam2;"Río Llamac, aproximadamente a 714 metros antes de la confluencia con el río Achín, margen derecha.
";ANCASH;BOLOGNESI;HUASTA;18;272169;8871332;2945;Categoría 3
34034;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;LLÁMAC;RLlam3;Río Llamac aproximadamente a 1.1 Km  aguas abajo de la confluencia con la quebrada Milú;ANCASH;BOLOGNESI;HUASTA;18;284713;8872272;0;Categoría 3
34035;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Achín;RAchi1;"Río Achín, aproximadamente  a 250 m antes de la confluencia confluencia con el rio Pativilca
";ANCASH;BOLOGNESI;HUASTA;18;269578;8871584;2628;Categoría 3
34036;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Quebrada;Huanchay;QHuan1;"Quebrada Huanchay, aproximadamente a 13 metros aguas arriba del puente Huaylias, margen izquierda.
";ANCASH;OCROS;COCHAS;18;234682;8826601;813;Categoría 3
34037;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati1;Río Pativilca, al frente del estadio del Centro Poblado Pachapaqui, margen derecha.;ANCASH;BOLOGNESI;AQUIA;18;270277;8898039;3911;Categoría 3
34038;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati2;"Río Pativilca, aproximadamente a 323 m antes de la confluencia con el río Quero, margen izquierda.
";ANCASH;BOLOGNESI;HUASTA;18;269566;8872578;2852;Categoría 3
34039;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati3;"Río Pativilca, aproximadamente a 411 metros antes de la confluencia con el río Rapay,  margen izquierda.
";ANCASH;BOLOGNESI;MANGAS;18;261390;8840602;1498;Categoría 3
34040;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati4;"Río Pativilca, aproximadamente a 360 m antes de la confluencia con la Quebrada Huanchay, margen derecha.
";ANCASH;OCROS;ACAS;18;234988;8826129;740;Categoría 3
34041;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati5;"Río Pativilca, aproximadamente a 430 m aguas abajo del puente Bolivar, margen derecha.
";LIMA;BARRANCA;PATIVILCA;18;196281;8813178;40;Categoría 3
34042;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati6;"Río Pativilca, aproximadamente a 70 m aguas arriba de la confluencia con la Quebrada Huishcash.

";ANCASH;BOLOGNESI;AQUIA;18;270266;8898535;3911;Categoría 3
34043;Red monitoreo_cuenca Pativilca_OK.xls;Cañete Fortaleza;Barranca;Cuenca Pativilca;13758;Río;Pativilca;RPati7;Río Pativilca, aproximadamente a 1,2 Km aguas arriba de la confluencia con el rio Quero;ANCASH;BOLOGNESI;HUASTA;18;269211;8873274;2817;Categoría 3
