ID_registro;archivo_origen;AAA;ALA;UNIDAD HIDROGRÁFICA;PFAFSTETTER;TIPO DEL RECURSO HÍDRICO;NOMBRE DEL RECURSO HÍDRICO;CÓDIGO FINAL;DESCRIPCION;DEPARTAMENTO;PROVINCIA;DISTRITO;ZONA;ESTE;NORTE;ALTITUD m.s.n.m.;CLASIFICACÍON DE CUERPOS DE AGUA
33873;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Huari;RHuar1;Rio Huari, aguas arriba de la descarga de aguas residuales domésticas de la ciudad de Huari, aproximadamente  20 metros del puente Huayochaca.;ANCASH;HUARI;CAJAY;18;262434;8966908;2853;Categoría 3
33874;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Huari;RHuar2;Rio Huari, aguas abajo de la descarga de aguas residuales domésticas de la ciudad de Huari.;ANCASH;HUARI;HUARI;18;262849;8965924;2825;Categoría 3
33875;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Huari;RHuar3;Río Huari, aproximadamente 300 m, aguas arriba de la confluencia con el río Mosna. ;ANCASH;HUARI;CAJAY;18;264532;8961094;2836;Categoría 3
33876;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch1;Río Puchka, aproximadamente 120 m, aguas abajo del puente Huachis. ;ANCASH;HUARI;MASIN;18;265682;8961276;2586;Categoría 3
33877;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch2;Río Puchka, aproximadamente 570 m, aguas arriba de la confluencia con el río Colca. ;ANCASH;HUARI;MASIN;18;275826;8968114;2433;Categoría 3
33878;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Colca;RColc1;Río Colca, aproximadamente 320 m, aguas arriba de la confluencia con el río Puchka. ;ANCASH;HUARI;PONTO;18;276037;8968311;2427;Categoría 3
33879;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch3;Río Puchka, aproximadamente 2.7 Km, aguas abajo de la confluencia con el río Colca. ;ANCASH;HUARI;PONTO;18;277696;8970007;2379;Categoría 3
33880;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch5;Río Puchka,  aguas arriba del puente Culluchaca.;ANCASH;HUARI;MASIN;18;277749;8970438;2375;Categoría 3
33881;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch6;Río Puchka, aproximadamente 60 m, aguas arriba de la confluencia con el río Marañón.;ANCASH;HUARI;PAUCAS;18;277700;8970000;2614;Categoría 3
33882;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Shushu;QShus1;Quebrada Shushu, aproximadamente 350 m, aguas arriba de la confluencia con el río Puchca. ;ANCASH;ANTONIO RAYMONDI;ACZO;18;278697;8971648;2376;Categoría 3
33883;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;Puchka;RPuch4;Río Puchka,  aproximadamente 1,7 Km, aguas arriba de la confluencia con el río Marañón.;ANCASH;HUARI;PAUCAS;18;286173;8994591;2127;Categoría 3
33884;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Laguna Negrococha;LNegr1; Laguna Negrococha, lado noreste de la laguna.;ANCASH;HUARI;SAN MARCOS;18;279951;8938588;4408;Categoría 4
33885;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Laguna Nescafé;LNesc1;Laguna Nescafé,  lado noroeste de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;278919;8938630;4357;Categoría 4
33886;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Matara;QMata1;Quebrada Matara, aproximadamente 25 m, aguas abajo de la carretera de acceso al campamento de la  Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;277905;8940029;4217;Categoría 3
33887;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Huayoc;QHuao1;Quebrada Huayoc, a la altura de las actividades de la Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;276909;8940344;4252;Categoría 3
33888;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ushpajanca;QUshp1;Quebrada Ushpajanca, aproximadamente 170 m, aguas arriba de poza de pulimiento de la Compañía Minera Antamina S.A.. ;ANCASH;HUARI;SAN MARCOS;18;279431;8941366;4152;Categoría 3
33889;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Negro Puquio;FNpuq1;Manantial Negro Puquio, aproximadamente a 35 m de trocha carrozable (por su margen izquierda).  ;ANCASH;HUARI;SAN MARCOS;18;282286;8943508;4401;Categoría 3
33890;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Negro Puquio;FNpuq2;Manantial Negro Puquio, aproximadamente a 100 m de la quebrada Huishcas, por su margen derecha. ;ANCASH;HUARI;SAN MARCOS;18;281224;8943914;4341;Categoría 3
33891;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Jatun Huiscash;FJhui1;Manantial Jatun Huiscash, aproximadamente a 20 m de carretera sin afirmar (por su margen izquierda).;ANCASH;HUARI;SAN MARCOS;18;280799;8942388;4252;Categoría 3
33892;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Huishcas;QHuis1;Quebrada Huishcas, aprroximadamente 190 m, aguas arriba de la poza de pulimiento de la Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;279777;8942105;4133;Categoría 3
33893;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Laguna Natural;Huacaccocha;LHuaa1;Laguna Huacaccocha, frente a la presa de relaves de la Compañía Minera Antamina S.A. ;ANCASH;HUARI;SAN MARCOS;18;277838;8943513;4157;Categoría 4
33894;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ayash;QAyas1 ;Quebrada Ayash, aproximadamente 200, m aguas abajo de los vertimiento de la Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;277449;8945420;3842;Categoría 3
33895;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Putaga Ñahuin;FPñah1;Manantial Putaga Ñahuin, aproximadamente a 750 m, por la margen derecha del río Ayash. ;ANCASH;HUARI;SAN MARCOS;18;278154;8945310;4166;Categoría 3
33896;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Arpa Puquio;FApuo1;Manantial Arpa Puquio, aproximadamente a 20 m del río Ayash. ;ANCASH;HUARI;SAN MARCOS;18;277660;8945676;3835;Categoría 3
33897;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Asiag Puquio;FApuq1;Manantial Asiag Puquio, aproximadamente a 20 m, por la margen derEcha del río Ayash.;ANCASH;HUARI;SAN MARCOS;18;277947;8946309;3762;Categoría 3
33898;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros; Manantial Ashnu Puquio;FApuu1; Manantial Ashnu Puquio, aproximadamente a 180 m, por la margen derecha del río Ayash. ;ANCASH;HUARI;SAN MARCOS;18;278091;8946220;3891;Categoría 3
33899;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ayash;QAyas2;Quebrada Ayash, a la altura del Centro de Interpretación Ambiental del  centro poblado Ayash. ;ANCASH;HUARI;SAN MARCOS;18;278200;8946551;3744;Categoría 3
33900;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ayash;QAyas5;Quebrada Ayash, aproximadamente a 470 m de la confluencia con la quebrada Huayno Patac.;ANCASH;HUARI;SAN MARCOS;18;278471;8948786;3651;Categoría 3
33901;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Asiag Puquio;FApuq2;Manantial Asiag Puquio, segundo manantial. ;ANCASH;HUARI;SAN MARCOS;18;276821;8946976;4464;Categoría 3
33902;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Yuchu Upianan;FYupi1;Manantial Yuchu Upianan, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;276759;8947384;4449;Categoría 3
33903;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca;FÑaup1;Manantial Ñaupamarca, primer manantial. ;ANCASH;HUARI;SAN MARCOS;18;276892;8947728;4282;Categoría 3
33904;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca,;FÑaup2;Manantial Ñaupamarca, segundo manantial.;ANCASH;HUARI;SAN MARCOS;18;276758;8948024;4332;Categoría 3
33905;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca,;FÑaup3;Manantial Ñaupamarca, tercer manantial.;ANCASH;HUARI;SAN MARCOS;18;276982;8947920;4278;Categoría 3
33906;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca,;FÑaup4;Manantial Ñaupamarca, cuarto manantial.;ANCASH;HUARI;SAN MARCOS;18;277114;8947894;4246;Categoría 3
33907;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Alma Racra;FArac1;Manantial Alma Racra, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;277063;8948198;4246;Categoría 3
33908;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Rayo Ratanan;FRrat1;Manantial Rayo Ratanan, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;277590;8947880;4081;Categoría 3
33909;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Rayan Patac;FRpat1;Manantial Rayan Patac, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;277694;8948138;3964;Categoría 3
33910;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca,;FÑaup5;Manantial Ñaupamarca, quinto manantial.;ANCASH;HUARI;SAN MARCOS;18;277131;8947910;4253;Categoría 3
33911;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ñaupamarca;FÑaup6;Manantial Ñaupamarca, sexto manantial.;ANCASH;HUARI;SAN MARCOS;18;277337;8947872;4186;Categoría 3
33912;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Rayo Ratanan;FRrat2;Manantial Rayo Ratanan, segundo manantial.;ANCASH;HUARI;SAN MARCOS;18;277645;8947730;4060;Categoría 3
33913;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Cuncush;FCunc1;Manantial Cuncush, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;276089;8947740;4369;Categoría 3
33914;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Wishca Cuta,;FWcut1;Manantial Wishca Cuta, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;276117;8948316;4238;Categoría 3
33915;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Linda Cruz;FLcru1;Manantial Linda Cruz, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;275989;8949317;4315;Categoría 3
33916;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Puca Yacu;FPyac1;Manantial Puca Yacu, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;276408;8949726;4214;Categoría 3
33917;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Ishanca;FIsha1;Manantial Ishanca, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;276847;8948970;4038;Categoría 3
33918;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Huamanin;QHuaa1;Quebrada Huamanin, aproximadamente 250 metros,aguas arriba de la confluencia con el río Ayash. ;ANCASH;HUARI;SAN MARCOS;18;278366;8946419;3782;Categoría 3
33919;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Huamanin;QHuaa2;Quebrada Huamanin, aproximadamente 790 m, aguas arriba de la localidad de Huamanin. ;ANCASH;HUARI;SAN MARCOS;18;279120;8945988;3982;Categoría 3
33920;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Illia Puquio;FIpuq1;Manantial Illia Puquio, primer manantial.;ANCASH;HUARI;SAN PEDRO DE CHANA;18;281990;8944599;4365;Categoría 3
33921;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial AñashHuain;FAhua1;Manantial Añash Huain, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;280514;8945050;4310;Categoría 3
33922;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Toldo Rumi;FTrum1;Manantial Toldo Rumi, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;280079;8945354;4248;Categoría 3
33923;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Uchco Pampa;FUpam1;Manantial Uchco Pampa, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;279403;8945026;4248;Categoría 3
33924;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Uchco Pampa;FUpam2;Manantial Uchco Pampa, segundo manantial.;ANCASH;HUARI;SAN MARCOS;18;279339;8945022;4240;Categoría 3
33925;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Quenual Pampa;FQpam1;Manantial Quenual Pampa, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;279384;8945336;4231;Categoría 3
33926;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Choco Piltash;FCpil1;Manantial Choco Piltash, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;279588;8945432;4244;Categoría 3
33927;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Pachca Rumi;FPrum1;Manantial Pachca Rumi, primer manantial.;ANCASH;HUARI;SAN MARCOS;18;279886;8945418;4244;Categoría 3
33928;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Pachca Rumi;FPrum2;Manantial Pachca Rumi, segundo manantial.;ANCASH;HUARI;SAN MARCOS;18;279808;8945442;4244;Categoría 3
33929;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Manantial Escalon Puquio;FEpuq1;Manantial Escalon Puquio, primer manantial. ;ANCASH;HUARI;SAN MARCOS;18;278319;8946585;3771;Categoría 3
33930;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ayash;QAyas3;Quebrada Ayash, aproximadamente 20 m, aguas abajo del puente Ayash Pichiú.;ANCASH;HUARI;HUACHIS;18;278444;8946886;3709;Categoría 3
33931;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Huayno Patac;QHpat1;Quebrada Huayno Patac, aproximadamente a 100 m antes de la confluencia con el río Ayash.;ANCASH;HUARI;HUACHIS;18;278399;8949159;3616;Categoría 3
33932;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Huancayoc,;QHuan2;Quebrada Huancayoc, aproximadamente a 15 metros de la salida de la laguna Verdecocha.;ANCASH;HUARI;SAN PEDRO DE CHANA;18;282739;8944490;4175;Categoría 3
33933;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Huancayoc;QHuan1;Quebrada Huancayoc, aproximadamente 30 m, aguas arriba de la confluencia con la quebrada Ayapuno.;ANCASH;HUARI;SAN PEDRO DE CHANA;18;280191;8949242;3642;Categoría 3
33934;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Ayapuno;QAyap1;Quebrada Ayapuno, aproximadamente 30 metros aguas arriba de la confluencia con la quebrada Huancayoc.;ANCASH;HUARI;SAN PEDRO DE CHANA;18;280200;8949268;3655;Categoría 3
33935;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Ayapuno;QAyap2;Quebrada Ayapuno, aproximadamente 200 m, aguas arriba de la confluencia con la quebrada Ayash. ;ANCASH;HUARI;SAN PEDRO DE CHANA;18;278687;8950516;3487;Categoría 3
33936;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Ayash;QAyas4;Quebrada Ayash, aproximadamente 100 m, aguas arriba de la confluencia con la quebrada Ayapuno. ;ANCASH;HUARI;SAN PEDRO DE CHANA;18;278534;8950534;3493;Categoría 3
33937;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Río Pichiú;RPich1;Río Pichiú, aproximadamente 200 m, aguas abajo de la confluencia de la quebrada Ayapuno con la quebrada Ayash. ;ANCASH;HUARI;SAN PEDRO DE CHANA;18;278512;8950833;3474;Categoría 3
33938;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Shilqui;QShil1;Quebrada Shilqui, aproximadamente 380 m, aguas arriba de la confluencia con el río Pichiú, altura del puente Shillqui.;ANCASH;HUARI;HUACHIS;18;277044;8952284;3419;Categoría 3
33939;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Río Pichiú;RPich2;Río Pichiú, aproximadamente 240 m, aguas arriba de la confluencia con la quebrada Illahuasi.;ANCASH;HUARI;HUACHIS;18;277451;8958171;2937;Categoría 3
33940;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Illahuasi;QIlla1;Quebrada Illahuasi, aproximadamente 260 m, aguas arriba de la confluencia con el río Pichiú. ;ANCASH;HUARI;SAN PEDRO DE CHANA;18;277634;8958089;2943;Categoría 3
33941;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Shaguanga;QShah1;"
Quebrada Shaguanga, al ingreso de la laguna Shahuanga. ";ANCASH;HUARI;SAN MARCOS;18;273953;8940584;4182;Categoría 4
33942;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Laguna Shaguanga;LShah1;Laguna Shaguanga, lado noroeste de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;273713;8940820;4185;Categoría 4
33943;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Juprog;QJupr3;Quebrada Juprog, a la salida de la laguna Shaguanga. ;ANCASH;HUARI;SAN MARCOS;18;273633;8940845;4184;Categoría 3
33944;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Juprog;QJupr2;Quebrada Juprog, aproximadamente 240 m, aguas arriba de la localidad de Juprog. ;ANCASH;HUARI;SAN MARCOS;18;272848;8940970;4180;Categoría 3
33945;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;Juprog;QJupr1;Quebrada Juprog, aproximadamente a 460 m, aguas abajo de la localidad de Juprog y a la altura de la piedra grande. ;ANCASH;HUARI;SAN MARCOS;18;272097;8941591;4056;Categoría 3
33946;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Pampa Moruna;QPmor1;Quebrada Pampa Moruna, aproximadamente 400 m, aguas arriba antes de la confluencia con la quebrada Anta Mina.;ANCASH;HUARI;SAN MARCOS;18;270176;8942742;3667;Categoría 3
33947;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Anta Mina;QAmin1;Quebrada Anta Mina, aproximadamente 30 m, aguas arriba de la confluencia con la quebrada Pampa Moruna.;ANCASH;HUARI;SAN MARCOS;18;269987;8943024;3675;Categoría 3
33948;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Anta Mina;QAmin2;Quebrada Anta Mina, a la salida del vertimiento autorizado de la Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;270453;8943264;3842;Categoría 3
33949;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Quebrada;PAMPA MORUNA;QPmor2;Quebrada Pampa Moruna, aproximadamente  70 m, aguas abajo de la confluencia con la quebrada Anta Mina. ;ANCASH;HUARI;SAN MARCOS;18;269910;8942976;3635;Categoría 3
33950;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Laguna Natural;Condorccocha;LCond2;Laguna Condorccocha, lado noroeste de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;272778;8946550;4433;Categoría 4
33951;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Condorccocha;QCond1;Quebrada Condorccocha, aguas abajo de la estación de Compañía Minera Antamina S.A.;ANCASH;HUARI;SAN MARCOS;18;272204;8948115;4249;Categoría 4
33952;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Laguna Natural;Contonga;LCont2;Laguna Contonga, lado noreste de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;272045;8949877;4274;Categoría 4
33953;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Laguna Natural;Contonga;LCont1 ;Laguna Contonga, aguas arriba de la Unidad de producción Contonga. ;ANCASH;HUARI;SAN MARCOS;18;271817;8949594;4284;Categoría 4
33954;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Contonga;QCont2;Quebrada Contonga, aproximadamente 200 m, aguas abajo de la laguna Contonga. ;ANCASH;HUARI;SAN MARCOS;18;271750;8949412;4304;Categoría 3
33955;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Contonga;QCont1;Quebrada Contonga, aproximadamente 40 m, aguas arrina de la laguna Pajuscocha. ;ANCASH;HUARI;SAN MARCOS;18;271220;8948968;4046;Categoría 4
33956;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Laguna Pajoshccocha;LPajo1;Laguna Pajoshccocha, lado norte de la laguna. ;ANCASH;HUARI;SAN MARCOS;18;271112;8948959;4048;Categoría 4
33957;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Tucush;QTucu1;Quebrada Tucush, lado noreste de la laguna Pajoshccocha. ;ANCASH;HUARI;SAN MARCOS;18;271420;8948753;4040;Categoría 4
33958;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Quebrada Callapo;QCall1;Quebrada Callapo, aguas arriba de carretera de acceso a la Unidad de producción Contonga.;ANCASH;HUARI;SAN MARCOS;18;270065;8947899;4020;Categoría 3
33959;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Río;MARAÑON;RMara6;Río Marañón, aproximadamnete 1,4 Km, aguas abajo de la confluencia con el río Puchca. ;ANCASH;ANTONIO RAYMONDI;LLAMELLIN;18;285107;8997172;2100;Categoría 3
33960;Red monitoreo_Intercuenca Alto Maran╠âon V_OK.xls;Marañon;Huari;Intercuenca Alto Marañón V;49899;Otros;Río Pinra;RPinr1;Río Pinra, aguas arriba de la localidad de Pinra. ;HUANUCO;HUACAYBAMBA;PINRA;18;278620;9013134;2882;Categoría 3
