ID_registro;N;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;RUC;MUNI_ADMINISTRA;COD_UF;DENOMINACIÓN;ZONA;ESTE;NORTE;PERIMETRO;ÁREA_M2;ÁREA_HA;MUNI_DISPONEN;CANT_DISP;SEGREGA;CRIANZA_ANIM;QUEMA_RRSS;RRSS_SALUD;RRSS_INDU;AGUAJAL;BOFEDAL;PANTANO;AMORTIGUAMIENTO_ANP;ANP;CATEGORIA;AÑO_INCORPORACION;DOCUMENTO_INCORPORACION;DOCUMENTO_ACTUALIZACION;PLAN_RECUPERACION_RECONVERSION
36370;1;10201;Amazonas;Bagua;Bagua;20156003060;MUNICIPALIDAD PROVINCIAL BAGUA;UF0010607;Botadero Sector La Curva - Pasamayito;17;774198.0;9378758.0;609.159897;22690.724607;2.2690724607;Municipalidad distrital de Bagua, Municipalidad distrital de La Peca, Municipalidad distrital de El Parco, Municipalidad distrital de Copallin Y Municipalidad distrital de Aramango;18.64;No;No;No;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;R.G.G.A. N° 004-2022-MPB-GGARS
36371;2;10205;Amazonas;Bagua;Imaza;20178082141;MUNICIPALIDAD DISTRITAL DE IMAZA;UF0009608;Botadero de Imaza;17;800200.0;9430633.0;74.749361;443.507223;0.044351;Municipalidad distrital de Imaza;6;No;No;No;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36372;3;10306;Amazonas;Bongará;Florida;20165784287;MUNICIPALIDAD DISTRITAL DE FLORIDA;UF0009599;Botadero de Florida;18;170067.0;9352139.0;506.767869;15691.138342;1.569114;Municipalidad distrital de Florida;2.38;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36373;4;10307;Amazonas;Bongará;Jazan;20168006277;MUNICIPALIDAD DISTRITAL DE JAZAN;UF0009641;Botadero Sector Ñull;18;171806.0;9341396.0;218.984762;1451.432952;0.145143;Municipalidad distrital de Jazan, Municipalidad distrital de San Carlos, Municipalidad distrital de Churuja, Municipalidad distrital de Cuispes;1.61;No;No;No;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36374;5;10301;Amazonas;Bongará;Jumbilla;20168772638;MUNICIPALIDAD PROVINCIAL DE BONGARA;UF0010713;Botadero Sector Tayaloma;18;189624.0;9347639.0;621.579952;26315.50826;2.631551;Municipalidad distrital de Bongara, Municipalidad distrital de Chisquilla, Municipalidad distrital de La Recta;1.92;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36375;6;10301;Amazonas;Bongará;Jumbilla;20165783809;MUNICIPALIDAD DISTRITAL DE CHISQUILLA;UF0010284;Botadero S/N;18;189882.0;9347970.0;247.580499;3669.485782;0.366949;Municipalidad distrital de Recta, Municipalidad distrital de Chisquilla, Municipalidad distrital de Corosha;6;Si;No;No;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36376;7;10301;Amazonas;Bongará;Jumbilla;20223938125;MUNICIPALIDAD DISTRITAL DE CHILIQUIN;UF0009507;Botadero Chiliquín;18;190508.0;9324563.0;6.005311;2.869863;0.000287;Municipalidad distrital de Chiliquín;0.0015;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36377;8;10310;Amazonas;Bongará;Shipasbamba;20165779798;MUNICIP DISTRITAL DE SHIPASBAMBA;UF0010595;Botadero Sector Huarangopata;18;169723.0;9344887.0;195.208433;2385.758245;0.238576;Municipalidad distrital de Shipasbamba;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36378;9;10311;Amazonas;Bongará;Valera;20185603645;MUNICIPALIDAD DISTRITAL DE VALERA;UF0009663;Botadero de Valera;18;177407.0;9329251.0;117.057549;912.824184;0.091282;Municipalidad distrital de Valera;No Precisa;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36379;10;10312;Amazonas;Bongará;Yambrasbamba;20165782233;MUNICIPALIDAD DISTRITAL YAMBRASBAMBA;UF0009665;Botadero de Yambrasbamba;18;175464.0;9365939.0;192.057209;2313.793443;0.231379;Municipalidad distrital de Yambrasbamba;0.8;Si;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36380;11;10312;Amazonas;Bongará;Yambrasbamba;20165782233;MUNICIPALIDAD DISTRITAL YAMBRASBAMBA;UF0037730;Botadero Sector El Mirador;18;171838.0;9374431.0;981.85;41400;4.14;Municipalidad distrital Yambrasbamba;0.42;Si;No;Si;Si;No;No;No;No;No;No;Recuperación;2024;Resolución N° 003-2024-OEFA/DSIS;;
36381;12;10103;Amazonas;Chachapoyas;Balsas;20165779879;MUNICIPALIDAD DISTRITAL DE BALSAS;UF0009574;Botadero de Balsas;17;829909.0;9244293.0;144.009361;1210.905069;0.121091;Municipalidad distrital de Balsas;0.08;Si;Si;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36382;13;10101;Amazonas;Chachapoyas;Chachapoyas;20168007168;MUNICIPALIDAD PROVINCIAL CHACHAPOYAS;UF0010195;Botadero Quebrada El Atajo;18;185790.0;9311685.0;602.83247;11242.699211;1.12427;Municipalidad provincial de Chachapoyas, Municipalidad distrital de Sonche, Municipalidad distrital de Huancas;31.85;No;No;Si;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36383;14;10101;Amazonas;Chachapoyas;Chachapoyas;20177726517;MUNICIPALIDAD DISTRITAL DE SOLOCO;UF0010747;Botadero Soloco;18;192534.0;9308499.0;175.032224;1632.898407;0.16329;Municipalidad distrital de Soloco;1.5;Si;No;No;No;No;No;No;No;No;No;Reconversión;2018;RCD N°026 -2018-OEFA/CD;;
36384;15;10108;Amazonas;Chachapoyas;Chachapoyas;20146919104;MUNICIPALIDAD DISTRITAL DE HUANCAS;UF0035311;Botadero Pongomia;18;181284.0;9314138.0;85;400;0.04;Municipalidad Distrital de Huancas;No precisa;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00067-2022-OEFA/DSIS;;
36385;16;10104;Amazonas;Chachapoyas;Cheto;20190691251;MUNICIPALIDAD DISTRITAL DE CHETO;UF0009586;Botadero de Cheto 1;18;201533.0;9307537.0;172;979;0.0979;Municipalidad distrital de Cheto;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36386;17;10104;Amazonas;Chachapoyas;Cheto;20190691251;MUNICIPALIDAD DISTRITAL DE CHETO;UF0010216;Botadero Queminas;18;199834.0;9307869.0;228;2950;0.295;Municipalidad distrital de Cheto;0.1;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36387;18;10105;Amazonas;Chachapoyas;Chiliquin;20223938125;MUNICIPALIDAD DISTRITAL DE CHILIQUIN;UF0009508;Botadero Chiliquín;18;190693.0;9324475.0;7.471618;4.442419;0.000444;Municipalidad distrital de Chiliquín;0.0015;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36388;19;10105;Amazonas;Chachapoyas;Chiliquin;20223938125;MUNICIPALIDAD DISTRITAL DE CHILIQUIN;UF0009509;Botadero Chiliquín;18;190698.0;9324431.0;4.39714;1.538618;0.000154;Municipalidad distrital de Chiliquín;0.0015;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36389;20;10106;Amazonas;Chachapoyas;Chuquibamba;20221438249;MUNICIPALIDAD DISTRITAL DE CHUQUIBAMBA;UF0009589;Botadero de Chuquibamba;18;184565.0;9232472.0;201.081281;2303.734484;0.230373;Municipalidad distrital de Chuquibamba;0.03;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36390;21;10109;Amazonas;Chachapoyas;La Jalca;20165783043;MUNICIPALIDAD DISTRITAL JALCA GRANDE;UF0010714;Botadero Sector Timbul;18;185986.0;9280948.0;168.266109;913.926062;0.091393;Municipalidad distrital de La Jalca;0.006;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36391;22;10110;Amazonas;Chachapoyas;Leimebamba;20165783710;MUNICIPALIDAD DISTRITAL DE LEIMEBAMBA;UF0009618;Botadero de Leimebamba;18;194466.0;9261304.0;151;1200;0.12;Municipalidad distrital de Leimebamba;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00136-2024-OEFA/DSIS;
36392;23;10111;Amazonas;Chachapoyas;Levanto;20165783639;MUNICIP DISTRITAL DE LEVANTO;UF0009619;Botadero de Levanto;18;180065.0;9301503.0;120.204399;847.880677;0.084788;Municipalidad distrital de Levanto;2.5;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36393;24;10112;Amazonas;Chachapoyas;Magdalena;20156003141;MUNICIPALIDAD DISTRITAL DE MAGDALENA;UF0009628;Botadero de Magdalena;18;180570.0;9292858.0;210.381851;2213.426043;0.221343;Municipalidad distrital de Magdalena;0.14;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36394;25;10113;Amazonas;Chachapoyas;Mariscal Castilla;20182762599;MUNICIPALIDAD DISTRITAL DE MARISCAL CAST;UF0009871;Botadero Mariscal Castilla;18;188681.0;9271193.0;53.383537;172.03939;0.017204;Municipalidad distrital de Mariscal Castilla;0.15;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36395;26;10115;Amazonas;Chachapoyas;Montevideo;20165783558;MUNICIPALIDAD DISTRITAL DE MONTEVIDEO;UF0009892;Botadero Montevideo;18;192196.0;9265755.0;66.867846;264.338234;0.026434;Municipalidad distrital de Montevideo;0.12;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36396;27;10116;Amazonas;Chachapoyas;Olleros;20187388211;MUNICIPALIDAD DISTRITAL DE OLLEROS;UF0010058;Botadero Olleros N° 1;18;204726.0;9332146.0;84.253764;564.896339;0.05649;Municipalidad distrital de Olleros;No Precisa;No;No;No;No;No;No;No;No;Si;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36397;28;10116;Amazonas;Chachapoyas;Olleros;20187388211;MUNICIPALIDAD DISTRITAL DE OLLEROS;UF0010059;Botadero Olleros N° 2;18;205013.0;9332166.0;77.292991;475.412251;0.047541;Municipalidad distrital de Olleros;No Precisa;No;No;No;No;No;No;No;No;Si;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36398;29;10116;Amazonas;Chachapoyas;Olleros;20187388211;MUNICIPALIDAD DISTRITAL DE OLLEROS;UF0010060;Botadero Olleros N° 3;18;204791.0;9331797.0;83.83573;559.304658;0.05593;Municipalidad distrital de Olleros;No Precisa;No;No;No;No;No;No;No;No;Si;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36399;30;10116;Amazonas;Chachapoyas;Olleros;20187388211;MUNICIPALIDAD DISTRITAL DE OLLEROS;UF0038226;Botadero Llambujsha;18;202018.0;9334967.0;28.2;477;0.0477;Municipalidad distrital de Olleros;0.01;No;No;No;No;No;No;No;No;Si;No;Recuperación;2024;Resolución N° 0035-2024-OEFA/DSIS;;
36400;31;10116;Amazonas;Chachapoyas;Olleros;20187388211;MUNICIPALIDAD DISTRITAL DE OLLEROS;UF0038227;Botadero Sector Sillaconca;18;203246.0;9332785.0;28.2;479;0.0479;Municipalidad distrital de Olleros;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N° 0035-2024-OEFA/DSIS;;
36401;32;10117;Amazonas;Chachapoyas;Quinjalca;20165779283;MUNICIPALIDAD DISTRITAL DE QUINJALCA;UF0010223;Botadero Quinjalca;18;201734.0;9329546.0;47.340241;178.340949;0.017834;Municipalidad distrital de Quinjalca;0.03;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36402;33;10117;Amazonas;Chachapoyas;Quinjalca;20200966083;MUNICIPALIDAD DISTRITAL DE ASUNCION;UF0009357;Botadero Asunción;18;200452.0;9332008.0;407.443872;9795.856477;0.979586;Municipalidad distrital de Asunción;0.05;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36403;34;10117;Amazonas;Chachapoyas;Quinjalca;20202348221;MUNICIPALIDAD DISTRITAL DE GRANADA;UF0009600;Botadero de Granada;18;206100.0;9320402.0;14.131246;15.890994;0.001589;Municipalidad distrital de Granada;0.1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36404;35;10118;Amazonas;Chachapoyas;San Francisco de Daguas;20208022602;MUNICIP.DIST.DE SAN FRANCISCO DE DAGUAS;UF0009631;Botadero de Municipal;18;197106.0;9311022.0;118.070334;852.796255;0.08528;Municipalidad distrital de San Francisco de Daguas;0.05;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36405;36;10118;Amazonas;Chachapoyas;San Francisco de Daguas;20176208601;MUNICIPALIDAD DISTRITAL DE MOLINOPAMPA;UF0009629;Botadero de Molinopampa;18;201285.0;9313343.0;136.456522;1366.551949;0.136655;Municipalidad distrital de Molinopampa;0.993;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36406;37;10119;Amazonas;Chachapoyas;San Isidro de Maino;20168006862;MUNICIPALIDAD DISTRITAL SAN ISIDRO DE MAINO;UF0009643;Botadero de San Isidro del Maino;18;180017.0;9298276.0;90.255093;456.539471;0.045654;Municipalidad distrital de San Isidro del Maino;0.2;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36407;38;10402;Amazonas;Condorcanqui;El Cenepa;20176214679;MUNICIPALIDAD DISTRITAL CENEPA;UF0010671;Botadero Sector Pongo Ronsoco;17;806859.0;9508509.0;305;4200;0.42;Municipalidad distrital de El Cenepa;0.571;Si;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00103-2024-OEFA/DSIS;
36408;39;10402;Amazonas;Condorcanqui;El Cenepa;20176214679;MUNICIPALIDAD DISTRITAL CENEPA;UF0038228;Botadero Huampani;17;815409.0;9506011.0;37.5;86.3;0.00863;Municipalidad distrital Cenepa;0.45;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N° 0035-2024-OEFA/DSIS;;
36409;40;10401;Amazonas;Condorcanqui;Nieva;20178082222;MUNICIPALIDAD PROVINCIAL CONDORCANQUI;UF0010052;Botadero Nuevo Siasmi - 3 Unidos;18;187451.0;9478361.0;567.40202;22513.302924;2.25133;Municipalidad provincial de Condorcanqui;8;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36410;41;10401;Amazonas;Condorcanqui;Nieva;20178082222;MUNICIPALIDAD PROVINCIAL CONDORCANQUI;UF0037731;Botadero Parcela Tarrillo;18;188103.0;9479424.0;3318.64;39566.2;3.95662;Municipalidad Provincial de Condorcanqui;4;No;No;No;Si;No;No;No;No;No;No;Recuperación;2024;Resolución N° 003-2024-OEFA/DSIS;;
36411;42;10401;Amazonas;Condorcanqui;Nieva;20178082222;MUNICIPALIDAD PROVINCIAL CONDORCANQUI;UF0038878;Botadero Sector Tayuntsa;18;171765.0;9463627.0;278;5200;0.52;Municipalidad del centro poblado de Tayuntsa;1;No;No;No;Si;No;No;No;No;No;No;Recuperación;2024;RESOLUCIÓN N° 00136-2024-OEFA/DSIS;;
36412;43;10403;Amazonas;Condorcanqui;Rio Santiago;20182121453;MUNICIPALIDAD DISTRITAL DE RIO SANTIAGO;UF0009311;Botadero Aeropuerto CN Villa Gonzalo;18;193769.0;9552986.0;416;9900;0.99;Municipalidad distrital de Río Santiago;0.599;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00019-2025-OEFA/DSIS;
36413;44;10502;Amazonas;Luya;Camporredondo;20166763143;MUNICIPALIDAD DISTRITAL DE CAMPORREDONDO;UF0009519;Botadero Chongoyape;17;792883.0;9310822.0;92.411695;564.020515;0.056402;Municipalidad distrital de Camporredondo;1.43;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36414;45;10503;Amazonas;Luya;Cocabamba;20176210681;MUNICIPALIDAD DISTRITAL DE COCABAMBA;UF0009590;Botadero de Cocabamba;18;168260.0;9267762.0;29.107315;50.09166;0.005009;Municipalidad distrital de Cocabamba;0.1;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36415;46;10504;Amazonas;Luya;Colcamar;20187387915;MUNICIPALIDAD DISTRITAL DE COLCAMAR;UF0009591;Botadero de Colcamar;18;172116.0;9302290.0;142.876246;1380.490364;0.138049;Municipalidad distrital de Colcamar;0.03;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36416;47;10507;Amazonas;Luya;Longuita;20165780702;MUNICIPALIDAD DISTRITAL DE LONGUITA;UF0009622;Botadero de Longuita;17;831747.0;9292237.0;94.214943;479.996981;0.048;Municipalidad distrital de Longuita;No Precisa;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36417;48;10508;Amazonas;Luya;Lonya Chico;20165781181;MUNICIP. DISTRITAL DE LONYA CHICO;UF0009623;Botadero de Lonya Chico;18;172594.0;9309729.0;124.251919;947.301047;0.09473;Municipalidad distrital de Lonya Chico;0.5;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36418;49;10508;Amazonas;Luya;Lonya Chico;20165778473;MUNICIP. DISTRITAL DE INGUILPATA;UF0009610;Botadero de Inguilpata;18;174644.0;9310249.0;40.290569;128.852401;0.012885;Municipalidad distrital de Inguilpata;No Precisa;No;No;No;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36419;50;10508;Amazonas;Luya;Lonya Chico;20190690874;MUNICIPALIDAD DISTRITAL CONILA COHECHAN;UF0009592;Botadero de Conila;17;827091.0;9313275.0;154.926293;1298.672382;0.129867;Municipalidad distrital de Conila;3;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36420;51;10509;Amazonas;Luya;Luya;20185609171;MUNICIPALIDAD PROVINCIAL LUYA LAMUD;UF0010563;Botadero Sector El Ayal - Lamud;18;172865.0;9316754.0;265.789953;4229.333657;0.422933;Municipalidad provincial de Luya;1.43;No;No;Si;Si;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36421;52;10509;Amazonas;Luya;Luya;20146919287;MUNICIPALIDAD DISTRITAL DE LUYA;UF0009625;Botadero de Luya;18;175004.0;9315763.0;243.843026;4162.925056;0.416293;Municipalidad distrital de Luya;1.2;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36422;53;10509;Amazonas;Luya;Luya;20190690793;MUNICIPALIDAD DISTRITAL LUYA VIEJO;UF0009626;Botadero de Luya Viejo;17;828599.0;9320452.0;93.160792;492.055295;0.049206;Municipalidad distrital de Luya Viejo;0.142;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36423;54;10509;Amazonas;Luya;Luya;20187388130;MUNICIPALIDAD DISTRITAL DE TRITA;UF0009659;Botadero de Trita;17;829557.0;9321713.0;220.635232;2771.953257;0.277195;Municipalidad distrital de Trita;1;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36424;55;10511;Amazonas;Luya;María;20185607802;MUNICIPALIDAD DIST. DE MARIA;UF0010880;Botaderos María;18;171298.0;9286174.0;49.541314;140.978721;0.014098;Municipalidad distrital de Maria;0.4;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36425;56;10512;Amazonas;Luya;Ocalli;20177726193;MUNICIPALIDAD DISTRITAL OCALLI;UF0009811;Botadero La Lagunita;17;800354.0;9307722.0;203.827839;1834.399852;0.18344;Municipalidad distrital de Ocalli;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36426;57;10513;Amazonas;Luya;Ocumal;20185610421;MUNICIPALIDAD DISTRITAL DE OCUMAL;UF0009682;Botadero El Morochal;17;809502.0;9305253.0;94.65115;477.455225;0.047746;Municipalidad distrital de Ocumal;0.4;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36427;58;10514;Amazonas;Luya;Pisuquia;20156002926;MUNICIPALIDAD DISTRITAL DE PISUQUIA;UF0009634;Botadero de Pisuquia;17;821661.0;9286584.0;36.816391;83.205242;0.008321;Municipalidad distrital de Pisuquia;No Precisa;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36428;59;10515;Amazonas;Luya;Providencia;20221772220;MUNICIPALIDAD DISTRITAL DE MATARA;UF0010336;Botadero S/N;17;802250.0;9296520.0;39.974997;126.841861;0.012684;Municipalidad distrital de Matara, Municipalidad distrital de Providencia;0.3;No;No;No;No;No;No;No;No;No;Si;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36429;60;10515;Amazonas;Luya;Providencia;20187384223;MUNICIPALIDAD DISTRITAL DE PROVIDENCIA;-;Botadero Municipal (Providencia);17;800653.0;9306175;400;10000;1;Municipalidad distrital de Providencia;0.16;No;No;No;No;No;No;No;No;No;No;Recuperación;2025;-;;
36430;61;10516;Amazonas;Luya;San Cristóbal;20206903211;MUNICIPALIDAD DISTRITAL DE SAN CRISTOBAL;UF0013809;Botadero de San Cristóbal;18;173028.0;9324646.0;191.769808;1831.992321;0.183199;Municipalidad distrital de San Cristóbal;0.79;Si;No;No;No;No;No;No;No;No;No;Recuperación;2021;RESOLUCION N° 00003-2021-OEFA/DSIS;;
36431;62;10517;Amazonas;Luya;San Francisco de Yeso;20175205048;MUNICIP.DIST. DE SAN FRANCISCO DEL YESO;UF0009642;Botadero de San Francisco del Yeso;18;189593.0;9263642.0;198.36715;1674.722031;0.167472;Municipalidad distrital de San Francisco del Yeso;0.1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36432;63;10518;Amazonas;Luya;San Jerónimo;20200967055;MUNICIPALIDAD DIST DE SAN JERONIMO PACLA;UF0010493;Botadero Sector Beshuatan;18;170791.0;9328879.0;58.611174;228.00184;0.0228;Municipalidad distrital de San Jerónimo;No Precisa;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36433;64;10519;Amazonas;Luya;San Juan de Lopecancha;20156003736;MUNICIP. DIST. SAN JUAN DE LOPECANCHA;UF0009644;Botadero de San Juan de Lopecancha;18;183517.0;9280778.0;17.248648;23.675561;0.002368;Municipalidad distrital de San Juan de Lopecancha;No Precisa;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36434;65;10520;Amazonas;Luya;Santa Catalina;20205208179;MUNICIPALIDAD DISTRITAL SANTA CATALINA;UF0009645;Botadero de Santa Catalina;17;826234.0;9322701.0;107.496851;732.320846;0.073232;Municipalidad distrital de Santa Catalina;0.3;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36435;66;10521;Amazonas;Luya;Santo Tomas;20183970055;MUNICIPALIDAD DISTRIT SANTO TOMAS;UF0009647;Botadero de Santo Tomas;18;182228.0;9274040.0;219.149475;2122.688899;0.212269;Municipalidad distrital de Santo Tomas;0.2;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36436;67;10522;Amazonas;Luya;Tingo;20170145446;MUNICIPALIDAD DISTRITAL DE TINGO;UF0009658;Botadero de Tingo;18;177425.0;9294872.0;147.712537;1408.02258;0.140802;Municipalidad distrital de Tingo;5;Si;No;Si;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36437;68;10602;Amazonas;Rodríguez de Mendoza;Chirimoto;20170145365;MUNICIPALIDAD DISTRITAL DE OMIA;UF0039073;Botadero Omia 2;18;240424.0;9279311.0;115;1000;0.1;Municipalidad distrital de Omia;2;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N.° 00140-2024-OEFA/DSIS;;
36438;69;10602;Amazonas;Rodríguez de Mendoza;Chirimoto;20207202127;MUNICIPALIDAD DISTRITAL DE CHIRIMOTO;UF0009666;Botadero del anexo de Zarumilla;18;236984.0;9273538.0;64.868367;239.302265;0.02393;Municipalidad distrital de Chirimoto;0.06;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36439;70;10603;Amazonas;Rodríguez de Mendoza;Cochamal;20193174800;MUNICIPALIDAD DISTRITAL DE COCHAMAL;UF0010057;Botadero Olleros;18;214510.0;9290332.0;137.396722;1083.316799;0.108332;Municipalidad distrital de Cochamal;0.05;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36440;71;10603;Amazonas;Rodríguez de Mendoza;Cochamal;20170014341;MUNICIPALIDAD DISTRITAL DE LONGAR;UF0017077;Botadero Sector Franco;18;214576.0;9292177.0;154;1578;0.1578;Municipalidad distrital de Longar;0.21;No;No;No;No;Si;No;No;No;No;No;Recuperación;2021;RESOLUCION N° 00005-2021-OEFA;;
36441;72;10604;Amazonas;Rodríguez de Mendoza;Huambo;20166751994;MUNICIPALIDAD DISTRITAL DE HUAMBO;UF0009737;Botadero Huambo;18;220837.0;9288560.0;170.795647;1626.438699;0.162644;Municipalidad distrital de Huambo;0.5;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36442;73;10605;Amazonas;Rodríguez de Mendoza;Limabamba;20168290137;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;UF0009620;Botadero de Limabamba;18;225381.0;9281158.0;81.251016;422.603679;0.04226;Municipalidad distrital de Limabamba;0.45;No;No;No;No;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36443;74;10606;Amazonas;Rodríguez de Mendoza;Longar;20170014341;MUNICIPALIDAD DISTRITAL DE LONGAR;UF0009621;Botadero de Longar;18;218417.0;9292556.0;159.168785;1397.374913;0.139737;Municipalidad distrital de Longar;No Precisa;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36444;75;10608;Amazonas;Rodríguez de Mendoza;Milpuc;20183972007;MUNICIPALIDAD DISTRITAL DE MILPUC;UF0009881;Botadero Milpuc;18;231648.0;9280543.0;29.328419;61.314736;0.006131;Municipalidad distrital de Milpuc;No Precisa;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
